S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 code,Census 2011 code
5063,20,JHARKHAND,338,PALAMU,2619,1,Pipra,0,02619
5064,10,BIHAR,223,SUPAUL,1110,1,Pipra,10,01110
5065,23,MADHYA PRADESH,391,ASHOKNAGAR,7036,7,Piprai,,00000
5066,10,BIHAR,213,PURBI CHAMPARAN,1050,1,Piprakothi,20,01050
5067,10,BIHAR,220,SHEOHAR,1059,1,Piprarhi,2,01059
5068,10,BIHAR,211,PASHCHIM CHAMPARAN,1020,1,Piprasi,8,01020
5069,12,ARUNACHAL PRADESH,677,KRA DAADI,1715,6,Pipsorang Circle,0,01715
5070,12,ARUNACHAL PRADESH,231,EAST KAMENG,1587,2,Pipu Dipu Circle,0,01587
5071,8,RAJASTHAN,105,JHALAWAR,683,6,Pirawa,6,00683
5072,29,KARNATAKA,545,MYSURU,5569,1,Piriyapatna,1,05569
5073,10,BIHAR,193,BHOJPUR,1429,1,Piro,9,01429
5074,10,BIHAR,192,BHAGALPUR,1335,1,Pirpainti,7,01335
5075,20,JHARKHAND,329,GIRIDIH,2544,1,Pirtanr,12,02544
5076,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,6119,3,Pistana Circle,,00000
5077,23,MADHYA PRADESH,403,DHAR,7042,4,Pithampur,,00000
5078,28,ANDHRA PRADESH,505,EAST GODAVARI,4911,1,Pithapuram,27,04911
5079,22,CHHATTISGARH,385,MAHASAMUND,3342,1,Pithora,0,03342
5080,5,UTTARAKHAND,53,PITHORAGARH,320,3,Pithoragarh,0005,00320
5081,36,TELANGANA,685,KAMAREDDY,4384,3,Pitlam,28,04384
5082,28,ANDHRA PRADESH,506,GUNTUR,5091,1,Pittalavanipalem,52,05091
5083,12,ARUNACHAL PRADESH,678,NAMSAI,6121,5,Piyong Circle,,00000
5084,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,6100,4,Pizirang Veo Circle,,00000
5085,33,TAMIL NADU,577,KRISHNAGIRI,5893,2,Pochampalli,5,05893
5086,28,ANDHRA PRADESH,515,SPSR NELLORE,5176,1,Podalakur,24,05176
5087,21,ODISHA,364,MALKANGIRI,3228,1,Podia,6,03228
5088,28,ANDHRA PRADESH,517,PRAKASAM,5120,1,Podili,24,05120
5089,28,ANDHRA PRADESH,523,WEST GODAVARI,4982,1,Poduru,39,04982
5090,1,JAMMU AND KASHMIR,621,RAMBAN,6760,2,Pogal Paristan,,00000
5091,23,MADHYA PRADESH,432,SHIVPURI,3407,4,Pohri,0,03407
5092,8,RAJASTHAN,103,JAISALMER,575,4,Pokaran,2,00575
5093,5,UTTARAKHAND,47,CHAMOLI,286,8,Pokhari,0003,00286
5094,27,MAHARASHTRA,491,RAIGAD,4186,1,Poladpur,15,04186
5095,28,ANDHRA PRADESH,519,SRIKAKULAM,4800,1,Polaki,32,04800
5096,21,ODISHA,354,GANJAM,3081,1,POLASARA,9,03081
5097,28,ANDHRA PRADESH,523,WEST GODAVARI,4949,1,Polavaram,6,04949
5098,23,MADHYA PRADESH,430,SHAJAPUR,6511,1,Polaykala,,00000
5099,19,WEST BENGAL,312,HOOGHLY,2347,1,Polba - Dadpur,10,02347
5100,33,TAMIL NADU,569,COIMBATORE,5899,4,Pollachi,7,05899
5101,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,6845,1,POLOSANG CIRCLE,,00000
5102,33,TAMIL NADU,593,TIRUVANNAMALAI,5724,2,Polur,4,05724
5103,27,MAHARASHTRA,473,CHANDRAPUR,4073,1,Pombhurna,10,04073
5104,30,GOA,552,SOUTH GOA,5614,2,Ponda,6,05614
5105,28,ANDHRA PRADESH,519,SRIKAKULAM,4803,1,Ponduru,35,04803
5106,28,ANDHRA PRADESH,517,PRAKASAM,5143,1,Ponnaluru,47,05143
5107,33,TAMIL NADU,582,PUDUKKOTTAI,5823,1,Ponnamaravathi,0,05823
5108,29,KARNATAKA,541,KODAGU,7125,3,PONNAMPET,,00000
5109,32,KERALA,562,MALAPPURAM,5646,1,Ponnani,6,05646
5110,33,TAMIL NADU,589,THIRUVALLUR,5694,5,Ponneri,2,05694
5111,28,ANDHRA PRADESH,506,GUNTUR,5084,1,Ponnur,45,05084
5112,2,HIMACHAL PRADESH,19,KINNAUR,195,2,Poo,2,00195
5113,8,RAJASTHAN,93,BIKANER,474,1,Poogal,2,00474
5114,33,TAMIL NADU,589,THIRUVALLUR,5699,1,Poonamallee,7,05699
5115,5,UTTARAKHAND,48,CHAMPAWAT,337,1,Poornagiri,1,00337
5116,24,GUJARAT,456,PORBANDAR,3822,1,Porbandar,1,03822
5117,20,JHARKHAND,330,GODDA,2562,1,Poreyahat,7,02562
5118,14,MANIPUR,255,IMPHAL EAST,1885,1,Porompat,3,01885
5119,23,MADHYA PRADESH,417,MORENA,3386,1,Porsa,2,03386
5120,35,ANDAMAN AND NICOBAR ISLANDS,602,SOUTH ANDAMANS,5923,1,Port Blair,0,05923
5121,28,ANDHRA PRADESH,504,Y.S.R.,5208,1,Porumamilla,10,05208
5122,24,GUJARAT,458,SABAR KANTHA,6088,1,POSHINA,,00000
5123,19,WEST BENGAL,317,MEDINIPUR EAST,2477,1,Potashpur - I,36,02477
5124,19,WEST BENGAL,317,MEDINIPUR EAST,2478,1,Potashpur - II,37,02478
5125,10,BIHAR,203,KISHANGANJ,1124,1,Pothia,4,01124
5126,20,JHARKHAND,327,EAST SINGHBUM,2608,1,Potka,4,02608
5127,21,ODISHA,363,KORAPUT,3218,1,Pottangi,13,03218
5128,22,CHHATTISGARH,383,KORBA,3273,1,Poundi-Uproda,0,03273
5129,1,JAMMU AND KASHMIR,627,REASI,6742,4,Pouni,,00000
5130,9,UTTAR PRADESH,180,SHAHJAHANPUR,793,1,Powayan,1,00793
5131,23,MADHYA PRADESH,394,BETUL,7022,2,PrabhatPattan,,00000
5132,2,HIMACHAL PRADESH,18,KANGRA,6905,9,Pragpur,,00000
5133,10,BIHAR,201,KATIHAR,1149,1,Pranpur,8,01149
5134,24,GUJARAT,458,SABAR KANTHA,3767,1,Prantij,8,03767
5135,10,BIHAR,223,SUPAUL,1104,1,Pratapganj,4,01104
5136,8,RAJASTHAN,629,PRATAPGARH,699,1,Pratapgarh,12,00699
5137,9,UTTAR PRADESH,174,PRATAPGARH,882,1,Pratapgarh,3,00882
5138,5,UTTARAKHAND,55,TEHRI GARHWAL,295,3,Pratapnagar,3,00295
5139,6,HARYANA,76,YAMUNANAGAR,6417,5,Pratap Nagar ST,,00000
5140,22,CHHATTISGARH,648,SURAJPUR,3239,2,Pratappur,3,03239
5141,20,JHARKHAND,323,CHATRA,2515,1,Pratappur,2,02515
5142,28,ANDHRA PRADESH,506,GUNTUR,5081,1,Prathipadu,42,05081
5143,28,ANDHRA PRADESH,505,EAST GODAVARI,4900,1,Prathipadu,16,04900
5144,7,DELHI,78,EAST,441,2,Preet Vihar,3,00441
5145,22,CHHATTISGARH,648,SURAJPUR,3246,2,Premnagar,0,03246
5146,23,MADHYA PRADESH,722,Niwari,3417,2,Prithvipur,2,03417
5147,28,ANDHRA PRADESH,504,Y.S.R.,5214,1,Proddatur,16,05214
5148,12,ARUNACHAL PRADESH,718,KAMLE,1616,3,Puchi Geko Circle,9,01616
5149,34,PUDUCHERRY,600,PONDICHERRY,5909,1,Puducherry Taluk,2,05909
5150,33,TAMIL NADU,582,PUDUKKOTTAI,5821,1,Pudukkottai,4,05821
5151,36,TELANGANA,698,VIKARABAD,4541,2,Pudur,30,04541
5152,33,TAMIL NADU,576,KARUR,6676,1,Pugalur,,00000
5153,13,NAGALAND,251,ZUNHEBOTO,1775,1,Pughoboto,8,01775
5154,2,HIMACHAL PRADESH,16,CHAMBA,6942,5,Pukhri,,00000
5155,28,ANDHRA PRADESH,503,CHITTOOR,5395,1,Pulicherla,29,05395
5156,28,ANDHRA PRADESH,504,Y.S.R.,5219,1,Pulivendla,21,05219
5157,36,TELANGANA,691,SANGAREDDY,4478,2,Pulkal,28,04478
5158,5,UTTARAKHAND,48,CHAMPAWAT,6349,6,Pulla Gumdesh,,00000
5159,28,ANDHRA PRADESH,517,PRAKASAM,5098,1,Pullalacheruvu,2,05098
5160,28,ANDHRA PRADESH,504,Y.S.R.,5247,1,Pullampeta,49,05247
5161,1,JAMMU AND KASHMIR,11,PULWAMA,51,11,Pulwama,3,00051
5162,12,ARUNACHAL PRADESH,666,LONGDING,6584,1,Pumao Circle,,00000
5163,24,GUJARAT,459,SURAT,6521,1,Puna,,00000
5164,6,HARYANA,604,NUH,424,2,Punahana,7,00424
5165,32,KERALA,559,KOLLAM,5947,1,Punalur,,00000
5166,23,MADHYA PRADESH,405,EAST NIMAR,3717,2,Punasa,0,03717
5167,19,WEST BENGAL,321,PURULIA,2388,1,Puncha,11,02388
5168,27,MAHARASHTRA,490,PUNE,4194,1,Pune City,8,04194
5169,28,ANDHRA PRADESH,503,CHITTOOR,5415,1,Punganur,49,05415
5170,13,NAGALAND,614,KIPHIRE,1841,1,Pungro,20,01841
5171,7,DELHI,85,WEST,450,1,Punjabi Bagh,1,00450
5172,10,BIHAR,212,PATNA,1410,1,Punpun,13,01410
5173,10,BIHAR,221,SITAMARHI,1077,1,Pupri,15,01077
5174,10,BIHAR,205,MADHEPURA,1168,1,Puraini,11,01168
5175,27,MAHARASHTRA,490,PUNE,4196,1,Purandhar,10,04196
5176,9,UTTAR PRADESH,173,PILIBHIT,792,5,Puranpur,3,00792
5177,33,TAMIL NADU,568,CHENNAI,7167,1,Purasawalkam,,00000
5178,5,UTTARAKHAND,57,UTTAR KASHI,278,1,Puraula,1,00278
5179,19,WEST BENGAL,306,PURBA BARDHAMAN,2283,1,Purbasthali - I,16,02283
5180,19,WEST BENGAL,306,PURBA BARDHAMAN,2284,1,Purbasthali - II,17,02284
5181,20,JHARKHAND,325,DHANBAD,2580,1,Purbi Tundi*,0,02580
5182,21,ODISHA,369,PURI,3070,1,Puri (M),1,03070
5183,27,MAHARASHTRA,489,PARBHANI,4124,1,Purna,9,04124
5184,10,BIHAR,220,SHEOHAR,1058,1,Purnahiya,1,01058
5185,10,BIHAR,214,PURNIA,1134,1,Purnia East,7,01134
5186,19,WEST BENGAL,312,HOOGHLY,2341,1,Pursura,4,02341
5187,14,MANIPUR,257,SENAPATI,1860,2,Purul,3,01860
5188,19,WEST BENGAL,321,PURULIA,2387,1,Purulia - I,10,02387
5189,19,WEST BENGAL,321,PURULIA,2379,1,Purulia - II,2,02379
5190,21,ODISHA,349,BOUDH,3131,1,Puruna Katak,5,03131
5191,21,ODISHA,344,ANUGUL,3020,1,Purunakot,14,03020
5192,21,ODISHA,354,GANJAM,3089,1,PURUSOTTAMPUR,8,03089
5193,9,UTTAR PRADESH,186,UNNAO,817,1,Purwa,4,00817
5194,10,BIHAR,217,SAMASTIPUR,1289,1,Pusa,6,01289
5195,27,MAHARASHTRA,500,YAVATMAL,4085,1,Pusad,7,04085
5196,28,ANDHRA PRADESH,521,VIZIANAGARAM,4838,1,Pusapatirega,32,04838
5197,8,RAJASTHAN,86,AJMER,6655,2,Pushkar,,00000
5198,23,MADHYA PRADESH,390,ANUPPUR,3696,1,Pushparajgarh,0,03696
5199,22,CHHATTISGARH,386,RAIGARH,3268,1,Pusour,0,03268
5200,28,ANDHRA PRADESH,503,CHITTOOR,5410,1,Puthalapattu,44,05410
5201,28,ANDHRA PRADESH,502,ANANTAPUR,5326,1,Putlur,23,05326
5202,28,ANDHRA PRADESH,502,ANANTAPUR,5357,1,Puttaparthi,54,05357
5203,21,ODISHA,370,RAYAGADA,3186,1,Puttasing,6,03186
5204,29,KARNATAKA,534,DAKSHINA KANNADA,5564,3,Puttur,4,05564
5205,28,ANDHRA PRADESH,503,CHITTOOR,5407,1,Puttur,41,05407
5206,17,MEGHALAYA,274,EAST KHASI HILLS,1995,1,Pynursla,7,01995
5207,1,JAMMU AND KASHMIR,622,KULGAM,6193,7,Qaimoh,,00000
5208,1,JAMMU AND KASHMIR,8,KUPWARA,6788,3,Qaziabad,,00000
5209,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,8,Qazigund,,00000
5210,1,JAMMU AND KASHMIR,12,RAJOURI,6773,1,Qila Darhal,,00000
5211,30,GOA,552,SOUTH GOA,5617,1,Quepem,3,05617
5212,36,TELANGANA,700,MEDCHAL MALKAJGIRI,4518,5,Qutballapur,7,04518
5213,29,KARNATAKA,524,BAGALKOTE,7063,5,RABAKAVI BANAHATTI,,00000
5214,28,ANDHRA PRADESH,517,PRAKASAM,5132,1,Racherla,36,05132
5215,6,HARYANA,76,YAMUNANAGAR,6474,1,Radaur,,00000
5216,27,MAHARASHTRA,480,KOLHAPUR,4289,1,Radhanagari,7,04289
5217,24,GUJARAT,455,PATAN,3745,1,Radhanpur,2,03745
5218,33,TAMIL NADU,592,TIRUNELVELI,5880,2,Radhapuram,11,05880
5219,9,UTTAR PRADESH,175,RAE BARELI,825,1,Rae Bareli,3,00825
5220,1,JAMMU AND KASHMIR,3,BARAMULLA,33,15,Rafiabad,4,00033
5221,10,BIHAR,189,AURANGABAD,1479,1,Rafiganj,4,01479
5222,12,ARUNACHAL PRADESH,718,KAMLE,6129,3,Raga ADC,,00000
5223,23,MADHYA PRADESH,406,GUNA,3679,1,Raghogarh,5,03679
5224,10,BIHAR,223,SUPAUL,1105,1,Raghopur,5,01105
5225,10,BIHAR,224,VAISHALI,1279,2,Raghopur,5,01279
5226,36,TELANGANA,509,KHAMMAM,4757,3,Raghunadhapalem,35,04757
5227,21,ODISHA,373,SUNDARGARH,2821,1,Raghunathapali,17,02821
5228,19,WEST BENGAL,319,MURSHIDABAD,2227,1,Raghunathganj - I,5,02227
5229,19,WEST BENGAL,319,MURSHIDABAD,2228,1,Raghunathganj - II,6,02228
5230,10,BIHAR,222,SIWAN,1244,1,Raghunathpur,16,01244
5231,19,WEST BENGAL,321,PURULIA,2382,1,Raghunathpur - I,5,02382
5232,19,WEST BENGAL,321,PURULIA,2381,1,Raghunathpur - II,4,02381
5233,23,MADHYA PRADESH,426,SATNA,7111,8,Raghurajnagar Nagareey,,00000
5234,36,TELANGANA,689,JANGOAN,4698,4,Ragunathpally,27,04698
5235,18,ASSAM,297,NAGAON,2036,1,Raha,6,02036
5236,23,MADHYA PRADESH,425,SAGAR,3448,1,Rahatgarh,4,03448
5237,20,JHARKHAND,339,RANCHI,2687,1,Rahe,0,02687
5238,27,MAHARASHTRA,466,AHMEDNAGAR,4204,1,Rahta,4,04204
5239,10,BIHAR,209,NALANDA,1382,1,Rahui,5,01382
5240,27,MAHARASHTRA,466,AHMEDNAGAR,4210,1,Rahuri,10,04210
5241,8,RAJASTHAN,97,DAUSA,6932,2,Rahuwas,,00000
5242,21,ODISHA,346,BALESHWAR,2889,1,Raibania,1,02889
5243,21,ODISHA,373,SUNDARGARH,2815,1,Raiboga,11,02815
5244,29,KARNATAKA,546,RAICHUR,5461,1,Raichur,3,05461
5245,20,JHARKHAND,331,GUMLA,2716,1,Raidih,10,02716
5246,19,WEST BENGAL,311,DINAJPUR UTTAR,2196,1,Raiganj,6,02196
5247,22,CHHATTISGARH,386,RAIGARH,3267,1,Raigarh,4,03267
5248,21,ODISHA,366,NABARANGPUR,3187,1,Raighar,1,03187
5249,36,TELANGANA,681,Jagitial,4395,2,Raikal,3,04395
5250,21,ODISHA,359,KANDHAMAL,3126,1,Raikia,15,03126
5251,36,TELANGANA,691,SANGAREDDY,4472,2,Raikode,22,04472
5252,3,PUNJAB,36,LUDHIANA,229,1,Raikot,6,00229
5253,8,RAJASTHAN,112,RAJSAMAND,644,3,Railmagra,6,00644
5254,19,WEST BENGAL,306,PURBA BARDHAMAN,2296,1,Raina - I,29,02296
5255,19,WEST BENGAL,306,PURBA BARDHAMAN,2298,1,Raina - II,31,02298
5256,36,TELANGANA,692,SIDDIPET,6283,1,Raipole,,00000
5257,22,CHHATTISGARH,387,RAIPUR,3332,1,Raipur,9,03332
5258,8,RAJASTHAN,92,BHILWARA,632,1,Raipur,0006,00632
5259,19,WEST BENGAL,305,BANKURA,2376,1,Raipur,21,02376
5260,8,RAJASTHAN,111,PALI,598,1,Raipur,2,00598
5261,8,RAJASTHAN,105,JHALAWAR,6925,3,Raipur,,00000
5262,23,MADHYA PRADESH,420,PANNA,3442,1,Raipura,0,03442
5263,23,MADHYA PRADESH,424,REWA,3480,3,Raipur - Karchuliyan,6,03480
5264,6,HARYANA,70,PANCHKULA,6411,3,Raipur Rani,,00000
5265,21,ODISHA,371,SAMBALPUR,2797,1,Rairakhol,7,02797
5266,21,ODISHA,365,MAYURBHANJ,2865,1,Rairangpur,4,02865
5267,21,ODISHA,365,MAYURBHANJ,2861,1,Rairangpur Town,5,02861
5268,23,MADHYA PRADESH,421,RAISEN,3590,2,Raisen,1,03590
5269,8,RAJASTHAN,100,GANGANAGAR,461,1,Raisinghnagar,5,00461
5270,6,HARYANA,75,SONIPAT,6473,1,Rai ST,,00000
5271,21,ODISHA,373,SUNDARGARH,2814,1,Rajagangapur,10,02814
5272,28,ANDHRA PRADESH,505,EAST GODAVARI,4907,1,Rajahmundry Rural,23,04907
5273,28,ANDHRA PRADESH,505,EAST GODAVARI,4906,1,Rajahmundry (Urban),22,04906
5274,8,RAJASTHAN,98,DHOLPUR,519,1,Rajakhera,5,00519
5275,28,ANDHRA PRADESH,519,SRIKAKULAM,4796,1,Rajam,28,04796
5276,36,TELANGANA,685,KAMAREDDY,6241,1,Rajampet,,00000
5277,28,ANDHRA PRADESH,504,Y.S.R.,5246,1,Rajampet,48,05246
5278,28,ANDHRA PRADESH,505,EAST GODAVARI,4908,1,Rajanagaram,24,04908
5279,10,BIHAR,224,VAISHALI,1277,1,Raja Pakar,10,01277
5280,33,TAMIL NADU,597,VIRUDHUNAGAR,5847,2,Rajapalayam,1,05847
5281,36,TELANGANA,697,YADADRI BHUVANAGIRI,4615,3,Rajapeta,3,04615
5282,27,MAHARASHTRA,492,RATNAGIRI,4274,1,Rajapur,9,04274
5283,36,TELANGANA,512,MAHABUBNAGAR,6261,1,Rajapur,,00000
5284,9,UTTAR PRADESH,136,CHITRAKOOT,6156,6,Rajapur,,00000
5285,19,WEST BENGAL,303,24 PARAGANAS NORTH,2332,1,Rajarhat,17,02332
5286,33,TAMIL NADU,583,RAMANATHAPURAM,6653,1,RAJASINGAMANGALAM,,00000
5287,9,UTTAR PRADESH,187,VARANASI,6093,19,Rajatalab,,00000
5288,10,BIHAR,210,NAWADA,1524,1,Rajauli,14,01524
5289,10,BIHAR,190,BANKA,1347,1,Rajaun,3,01347
5290,6,HARYANA,66,KAITHAL,6447,1,Rajaund ST,,00000
5291,28,ANDHRA PRADESH,505,EAST GODAVARI,4888,1,Rajavommangi,5,04888
5292,36,TELANGANA,518,RANGA REDDY,4527,2,Rajendranagar,16,04527
5293,19,WEST BENGAL,314,JALPAIGURI,2166,1,Rajganj,1,02166
5294,1,JAMMU AND KASHMIR,621,RAMBAN,6762,2,Rajgarh,,00000
5295,2,HIMACHAL PRADESH,24,SIRMAUR,167,4,Rajgarh,1,00167
5296,8,RAJASTHAN,87,ALWAR,502,5,Rajgarh,0010,00502
5297,23,MADHYA PRADESH,422,RAJGARH,3565,3,Rajgarh,3,03565
5298,8,RAJASTHAN,96,CHURU,482,5,Rajgarh,2,00482
5299,5,UTTARAKHAND,57,UTTAR KASHI,280,6,Rajgarhi,2,00280
5300,10,BIHAR,209,NALANDA,1394,1,Rajgir,17,01394
5301,22,CHHATTISGARH,645,GARIYABAND,3333,2,Rajim,10,03333
5302,21,ODISHA,360,KENDRAPARA,2922,1,Rajkanika,1,02922
5303,24,GUJARAT,457,RAJKOT,3803,4,Rajkot,6,03803
5304,24,GUJARAT,457,RAJKOT,6520,1,RAJKOT EAST,,00000
5305,24,GUJARAT,457,RAJKOT,6524,1,RAJKOT SOUTH,,00000
5306,24,GUJARAT,457,RAJKOT,6523,1,RAJKOT WEST,,00000
5307,20,JHARKHAND,340,SAHEBGANJ,2569,1,Rajmahal,6,02569
5308,10,BIHAR,206,MADHUBANI,1095,1,Rajnagar,16,01095
5309,21,ODISHA,360,KENDRAPARA,2923,1,Rajnagar,7,02923
5310,19,WEST BENGAL,307,BIRBHUM,2258,1,Rajnagar,10,02258
5311,23,MADHYA PRADESH,398,CHHATARPUR,3430,1,Rajnagar,5,03430
5312,22,CHHATTISGARH,388,RAJNANDGAON,3305,1,Rajnandgaon,4,03305
5313,36,TELANGANA,695,JOGULAMBA GADWAL,6296,1,Rajoli,,00000
5314,1,JAMMU AND KASHMIR,12,RAJOURI,22,6,Rajouri,2,00022
5315,7,DELHI,85,WEST,449,1,Rajouri Garden,3,00449
5316,1,JAMMU AND KASHMIR,11,PULWAMA,6796,6,Rajpora,,00000
5317,10,BIHAR,215,ROHTAS,1464,1,Rajpur,9,01464
5318,22,CHHATTISGARH,649,BALRAMPUR,3250,2,Rajpur,7,03250
5319,23,MADHYA PRADESH,393,BARWANI,3558,1,Rajpur,3,03558
5320,10,BIHAR,194,BUXAR,1443,1,Rajpur,9,01443
5321,3,PUNJAB,41,PATIALA,254,8,Rajpura,4,00254
5322,1,JAMMU AND KASHMIR,624,SAMBA,6719,1,Rajpura,,00000
5323,8,RAJASTHAN,112,RAJSAMAND,643,8,Rajsamand,5,00643
5324,24,GUJARAT,439,AMRELI,3849,1,Rajula,11,03849
5325,28,ANDHRA PRADESH,504,Y.S.R.,5202,1,Rajupalem,4,05202
5326,28,ANDHRA PRADESH,506,GUNTUR,5059,1,Rajupalem,20,05059
5327,27,MAHARASHTRA,473,CHANDRAPUR,4077,1,Rajura,13,04077
5328,2,HIMACHAL PRADESH,18,KANGRA,106,17,Rakkar,12,00106
5329,13,NAGALAND,250,WOKHA,1787,1,Ralan,8,01787
5330,27,MAHARASHTRA,500,YAVATMAL,4091,1,Ralegaon,13,04091
5331,23,MADHYA PRADESH,412,JHABUA,7004,3,Rama,,00000
5332,28,ANDHRA PRADESH,521,VIZIANAGARAM,4819,1,Ramabhadrapuram,13,04819
5333,21,ODISHA,369,PURI,3063,1,Ramachandi,4,03063
5334,28,ANDHRA PRADESH,505,EAST GODAVARI,4924,1,Ramachandrapuram,40,04924
5335,28,ANDHRA PRADESH,503,CHITTOOR,5398,1,Ramachandrapuram,32,05398
5336,36,TELANGANA,508,KARIMNAGAR,4423,1,Ramadugu,30,04423
5337,21,ODISHA,353,GAJAPATI,3109,3,Ramagiri,90,03109
5338,28,ANDHRA PRADESH,502,ANANTAPUR,5348,1,Ramagiri,45,05348
5339,36,TELANGANA,682,PEDDAPALLI,6216,2,RAMAGIRI,,00000
5340,36,TELANGANA,682,PEDDAPALLI,4399,5,Ramagundam,7,04399
5341,28,ANDHRA PRADESH,503,CHITTOOR,5428,1,Ramakuppam,62,05428
5342,29,KARNATAKA,631,RAMANAGARA,5606,1,Ramanagara,0,05606
5343,33,TAMIL NADU,583,RAMANATHAPURAM,5860,2,Ramanathapuram,6,05860
5344,36,TELANGANA,697,YADADRI BHUVANAGIRI,4632,3,Ramannapet,20,04632
5345,22,CHHATTISGARH,649,BALRAMPUR,3236,2,Ramanujganj,0,03236
5346,22,CHHATTISGARH,648,SURAJPUR,3245,2,Ramanujnagar,0,03245
5347,28,ANDHRA PRADESH,504,Y.S.R.,5241,1,Ramapuram,43,05241
5348,36,TELANGANA,685,KAMAREDDY,6243,1,Ramareddy,,00000
5349,28,ANDHRA PRADESH,503,CHITTOOR,5414,1,Ramasamudram,48,05414
5350,36,TELANGANA,513,MEDAK,4457,2,Ramayampet,8,04457
5351,1,JAMMU AND KASHMIR,621,RAMBAN,67,6,Ramban,0,00067
5352,21,ODISHA,354,GANJAM,3084,1,RAMBHA,12,03084
5353,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4883,1,Rambilli,43,04883
5354,36,TELANGANA,691,SANGAREDDY,4495,3,Ramchandrapuram,45,04495
5355,29,KARNATAKA,527,BELAGAVI,5442,1,Ramdurg,10,05442
5356,33,TAMIL NADU,583,RAMANATHAPURAM,5861,1,Rameswaram,7,05861
5357,8,RAJASTHAN,109,KOTA,668,1,Ramganj Mandi,4,00668
5358,10,BIHAR,200,KAIMUR (BHABUA),1446,1,Ramgarh,1,01446
5359,1,JAMMU AND KASHMIR,624,SAMBA,6724,3,Ramgarh,,00000
5360,20,JHARKHAND,607,RAMGARH,2662,1,Ramgarh,14,02662
5361,20,JHARKHAND,326,DUMKA,2668,1,Ramgarh,14,02668
5362,5,UTTARAKHAND,51,NAINITAL,6353,2,Ramgarh,,00000
5363,8,RAJASTHAN,87,ALWAR,498,4,Ramgarh,6,00498
5364,20,JHARKHAND,338,PALAMU,6325,1,RAMGARH,,00000
5365,10,BIHAR,204,LAKHISARAI,1370,1,Ramgarh Chowk,5,01370
5366,8,RAJASTHAN,97,DAUSA,6908,5,Ramgarh Pachwara,,00000
5367,8,RAJASTHAN,114,SIKAR,6388,3,RAMGARH SHEKAWATI,,00000
5368,10,BIHAR,213,PURBI CHAMPARAN,1033,1,Ramgarhwa,3,01033
5369,1,JAMMU AND KASHMIR,8,KUPWARA,6787,2,Ramhal,,00000
5370,20,JHARKHAND,328,GARHWA,2512,1,Ramkanda,13,02512
5371,1,JAMMU AND KASHMIR,7,KATHUA,6728,2,Ramkote,,00000
5372,18,ASSAM,293,KARIMGANJ,2105,1,Ramkrishna Nagar,5,02105
5373,20,JHARKHAND,328,GARHWA,2501,1,Ramna,5,02501
5374,5,UTTARAKHAND,51,NAINITAL,343,1,Ramnagar,0,00343
5375,9,UTTAR PRADESH,129,BARABANKI,897,1,Ramnagar,2,00897
5376,1,JAMMU AND KASHMIR,14,UDHAMPUR,74,3,Ramnagar,5,00074
5377,10,BIHAR,211,PASHCHIM CHAMPARAN,1014,1,Ramnagar,2,01014
5378,23,MADHYA PRADESH,426,SATNA,3469,1,Ramnagar,6,03469
5379,19,WEST BENGAL,317,MEDINIPUR EAST,2493,1,Ramnagar - I,53,02493
5380,19,WEST BENGAL,317,MEDINIPUR EAST,2494,1,Ramnagar - II,54,02494
5381,28,ANDHRA PRADESH,505,EAST GODAVARI,4895,1,Rampachodavaram,11,04895
5382,10,BIHAR,200,KAIMUR (BHABUA),1454,1,Rampur,9,01454
5383,2,HIMACHAL PRADESH,23,SHIMLA,177,11,Rampur,1,00177
5384,9,UTTAR PRADESH,176,RAMPUR,726,2,Rampur,3,00726
5385,21,ODISHA,372,SONEPUR,3134,1,Rampur,7,03134
5386,23,MADHYA PRADESH,419,NEEMUCH,7032,2,Rampura,,00000
5387,3,PUNJAB,28,BATHINDA,244,2,Rampura Phul,1,00244
5388,23,MADHYA PRADESH,426,SATNA,3466,1,Rampur Baghelan,0,03466
5389,19,WEST BENGAL,307,BIRBHUM,2253,1,Rampurhat - I,5,02253
5390,19,WEST BENGAL,307,BIRBHUM,2254,1,Rampurhat - II,6,02254
5391,9,UTTAR PRADESH,177,SAHARANPUR,705,1,Rampur Maniharan,4,00705
5392,23,MADHYA PRADESH,433,SIDHI,3697,1,Rampur Naikin,1,03697
5393,9,UTTAR PRADESH,129,BARABANKI,900,1,Ramsanehighat,5,00900
5394,8,RAJASTHAN,90,BARMER,583,1,Ramsar,7,00583
5395,2,HIMACHAL PRADESH,25,SOLAN,160,3,Ramshahr,2,00160
5396,27,MAHARASHTRA,484,NAGPUR,4028,1,Ramtek,6,04028
5397,19,WEST BENGAL,320,NADIA,2312,1,Ranaghat - I,14,02312
5398,19,WEST BENGAL,320,NADIA,2313,1,Ranaghat - II,15,02313
5399,21,ODISHA,367,NAYAGARH,3033,1,Ranapur,9,03033
5400,23,MADHYA PRADESH,412,JHABUA,3710,1,Ranapur,8,03710
