S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 code,Census 2011 code
1248,28,ANDHRA PRADESH,510,KRISHNA,5001,1,Chatrai,12,05001
1249,5,UTTARAKHAND,52,PAURI GARHWAL,312,3,Chaubatta Khal,0,00312
1250,10,BIHAR,194,BUXAR,1438,1,Chaugain,4,01438
1251,5,UTTARAKHAND,45,ALMORA,326,3,Chaukhutiya,0,00326
1252,2,HIMACHAL PRADESH,23,SHIMLA,185,1,Chaupal,9,00185
1253,20,JHARKHAND,332,HAZARIBAGH,2644,1,Chauparan,1,02644
1254,23,MADHYA PRADESH,399,CHHINDWARA,3650,3,Chaurai,3,03650
1255,9,UTTAR PRADESH,148,GORAKHPUR,951,4,Chauri Chaura,4,00951
1256,10,BIHAR,194,BUXAR,1442,1,Chausa,13,01442
1257,10,BIHAR,205,MADHEPURA,1170,1,Chausa,13,01170
1258,10,BIHAR,202,KHAGARIA,1325,1,Chautham,4,01325
1259,8,RAJASTHAN,113,SAWAI MADHOPUR,530,1,Chauth Ka Barwara,5,00530
1260,32,KERALA,566,THRISSUR,5653,1,Chavakkad,2,05653
1261,15,MIZORAM,264,LAWNGTLAI,1916,1,Chawngte,1,01916
1262,12,ARUNACHAL PRADESH,231,EAST KAMENG,1590,2,Chayangtajo ADC,9,01590
1263,28,ANDHRA PRADESH,506,GUNTUR,5079,1,Chebrolu,40,05079
1264,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4858,1,Cheedikada,18,04858
1265,28,ANDHRA PRADESH,521,VIZIANAGARAM,4827,1,Cheepurupalle,21,04827
1266,36,TELANGANA,513,MEDAK,4466,2,Chegunta,16,04466
1267,10,BIHAR,224,VAISHALI,1273,1,Chehra Kalan,6,01273
1268,28,ANDHRA PRADESH,515,SPSR NELLORE,5172,1,Chejerla,20,05172
1269,13,NAGALAND,247,MON,1753,1,Chen,10,01753
1270,1,JAMMU AND KASHMIR,14,UDHAMPUR,73,2,Chenani,4,00073
1271,10,BIHAR,215,ROHTAS,1468,1,Chenari,12,01468
1272,18,ASSAM,280,BARPETA,2021,1,Chenga,3,02021
1273,33,TAMIL NADU,730,CHENGALPATTU,5706,7,Chengalpattu,3,05706
1274,33,TAMIL NADU,593,TIRUVANNAMALAI,5725,1,Chengam,5,05725
1275,32,KERALA,554,ALAPPUZHA,5677,1,Chengannur,5,05677
1276,36,TELANGANA,522,WARANGAL,4712,1,Chennaraopet,41,04712
1277,28,ANDHRA PRADESH,502,ANANTAPUR,5347,1,Chennekothapalle,44,05347
1278,28,ANDHRA PRADESH,504,Y.S.R.,5226,1,Chennur,28,05226
1279,36,TELANGANA,684,MANCHERIAL,4356,2,Chennur,52,04356
1280,33,TAMIL NADU,592,TIRUNELVELI,6648,1,Cheranmahadevi,,00000
1281,10,BIHAR,191,BEGUSARAI,1307,1,Cheria Bariarpur,4,01307
1282,36,TELANGANA,692,SIDDIPET,4672,3,Cherial,1,04672
1283,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,4726,2,Cherla,4,04726
1284,32,KERALA,554,ALAPPUZHA,5673,1,Cherthala,1,05673
1285,28,ANDHRA PRADESH,506,GUNTUR,5090,1,Cherukupalle H/O Arumbaka,51,05090
1286,13,NAGALAND,249,TUENSANG,1827,1,Chessore,12,01827
1287,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,1614,3,Chetam Peer Yapu Circle,0,01614
1288,13,NAGALAND,248,PHEK,1807,1,Chetheba,6,01807
1289,31,LAKSHADWEEP,553,LAKSHADWEEP DISTRICT,5622,1,Chetlat,1,05622
1290,33,TAMIL NADU,593,TIRUVANNAMALAI,6617,1,Chetpet,,00000
1291,36,TELANGANA,518,RANGA REDDY,4529,1,Chevella,18,04529
1292,10,BIHAR,219,SHEIKHPURA,1376,1,Chewara,5,01376
1293,33,TAMIL NADU,593,TIRUVANNAMALAI,5722,3,Cheyyar,2,05722
1294,33,TAMIL NADU,730,CHENGALPATTU,5711,2,Cheyyur,8,05711
1295,8,RAJASTHAN,89,BARAN,676,1,Chhabra,7,00676
1296,6,HARYANA,76,YAMUNANAGAR,363,5,Chhachhrauli,2,00363
1297,23,MADHYA PRADESH,428,SEONI,3660,1,Chhapara,0,03660
1298,9,UTTAR PRADESH,167,MATHURA,761,4,Chhata,1,00761
1299,10,BIHAR,223,SUPAUL,1103,2,Chhatapur,3,01103
1300,8,RAJASTHAN,93,BIKANER,479,1,Chhatargarh,7,00479
1301,20,JHARKHAND,338,PALAMU,2620,1,Chhatarpur,3,02620
1302,23,MADHYA PRADESH,398,CHHATARPUR,3429,3,Chhatarpur,4,03429
1303,23,MADHYA PRADESH,398,CHHATARPUR,7006,2,Chhatarpur Nagar,,00000
1304,19,WEST BENGAL,305,BANKURA,2359,1,Chhatna,4,02359
1305,21,ODISHA,354,GANJAM,3085,1,CHHATRAPUR,13,03085
1306,2,HIMACHAL PRADESH,22,MANDI,6950,3,Chhatri,,00000
1307,1,JAMMU AND KASHMIR,620,KISHTWAR,70,4,Chhatroo,4,00070
1308,18,ASSAM,291,KAMRUP,2120,1,Chhaygaon,5,02120
1309,21,ODISHA,344,ANUGUL,3014,1,Chhendipada,16,03014
1310,9,UTTAR PRADESH,155,KANNAUJ,833,3,Chhibramau,1,00833
1311,22,CHHATTISGARH,642,SUKMA,3374,2,Chhindgarh,4,03374
1312,23,MADHYA PRADESH,399,CHHINDWARA,3654,2,Chhindwara,6,03654
1313,23,MADHYA PRADESH,399,CHHINDWARA,7020,1,Chhindwara Nagar,,00000
1314,8,RAJASTHAN,89,BARAN,677,1,Chhipabarod,8,00677
1315,10,BIHAR,191,BEGUSARAI,1305,1,Chhorahi,2,01305
1316,24,GUJARAT,668,CHHOTAUDEPUR,3901,2,Chhota Udaipur,5,03901
1317,8,RAJASTHAN,629,PRATAPGARH,698,1,Chhoti Sadri,10,00698
1318,8,RAJASTHAN,88,BANSWARA,6042,2,CHHOTI SARWAN,,00000
1319,22,CHHATTISGARH,388,RAJNANDGAON,3302,1,Chhuikhadan,1,03302
1320,22,CHHATTISGARH,645,GARIYABAND,3336,2,Chhura,0,03336
1321,22,CHHATTISGARH,388,RAJNANDGAON,3306,1,Chhuriya,0,03306
1322,23,MADHYA PRADESH,394,BETUL,3601,2,Chicholi,0,03601
1323,33,TAMIL NADU,570,CUDDALORE,5791,2,Chidambaram,3,05791
1324,13,NAGALAND,245,KOHIMA,1845,1,Chiephobozou,2,01845
1325,36,TELANGANA,508,KARIMNAGAR,4442,1,Chigurumamidi,49,04442
1326,27,MAHARASHTRA,468,AMRAVATI,4002,1,Chikhaldara,2,04002
1327,8,RAJASTHAN,99,DUNGARPUR,6059,1,Chikhali,,00000
1328,27,MAHARASHTRA,472,BULDHANA,3983,1,Chikhli,9,03983
1329,24,GUJARAT,453,NAVSARI,3925,2,Chikhli,4,03925
1330,29,KARNATAKA,630,CHIKKABALLAPURA,5596,1,Chikkaballapura,0,05596
1331,29,KARNATAKA,532,CHIKKAMAGALURU,5530,2,Chikkamagaluru,6,05530
1332,29,KARNATAKA,548,TUMAKURU,5532,1,Chiknayakanhalli,1,05532
1333,29,KARNATAKA,527,BELAGAVI,5433,4,Chikodi,1,05433
1334,28,ANDHRA PRADESH,506,GUNTUR,5070,1,Chilakaluripet H/O.Purushotha Patnam,31,05070
1335,28,ANDHRA PRADESH,502,ANANTAPUR,5366,1,Chilamathur,63,05366
1336,14,MANIPUR,257,SENAPATI,6483,1,CHILIVAI PHAIBUNG,,00000
1337,36,TELANGANA,696,SURYAPET,4667,2,Chilkur,55,04667
1338,28,ANDHRA PRADESH,515,SPSR NELLORE,5190,1,Chillakur,38,05190
1339,1,JAMMU AND KASHMIR,4,DODA,6754,1,Chilly Pingal,,00000
1340,36,TELANGANA,513,MEDAK,6274,2,Chilpched,,00000
1341,36,TELANGANA,689,JANGOAN,6259,1,Chilpur,,00000
1342,28,ANDHRA PRADESH,517,PRAKASAM,5128,1,Chimakurthi,32,05128
1343,27,MAHARASHTRA,473,CHANDRAPUR,4065,1,Chimur,2,04065
1344,28,ANDHRA PRADESH,517,PRAKASAM,5125,1,Chinaganjam,29,05125
1345,29,KARNATAKA,538,KALABURAGI,5583,3,Chincholi,4,05583
1346,14,MANIPUR,260,UKHRUL,1887,2,Chingai,1,01887
1347,13,NAGALAND,249,TUENSANG,1822,1,Chingmei,0,01822
1348,20,JHARKHAND,328,GARHWA,2507,1,Chinia,9,02507
1349,36,TELANGANA,512,MAHABUBNAGAR,4587,1,Chinnachintakunta,39,04587
1350,28,ANDHRA PRADESH,503,CHITTOOR,5385,1,Chinnagottigallu,19,05385
1351,36,TELANGANA,688,MAHABUBABAD,6254,1,Chinnagudur,,00000
1352,36,TELANGANA,692,SIDDIPET,4460,3,Chinnakodur,11,04460
1353,28,ANDHRA PRADESH,504,Y.S.R.,5236,1,Chinnamandem,38,05236
1354,36,TELANGANA,693,WANAPARTHY,6287,1,Chinnambavi,,00000
1355,33,TAMIL NADU,729,KALLAKURICHI,5977,3,Chinnasalem,,00000
1356,23,MADHYA PRADESH,407,GWALIOR,3402,6,Chinour,0,03402
1357,19,WEST BENGAL,312,HOOGHLY,2346,2,Chinsurah - Magra,9,02346
1358,36,TELANGANA,699,KUMURAM BHEEM ASIFABAD,6314,1,Chintalamanepally,,00000
1359,28,ANDHRA PRADESH,523,WEST GODAVARI,4944,1,Chintalapudi,1,04944
1360,29,KARNATAKA,630,CHIKKABALLAPURA,5600,1,Chintamani,6,05600
1361,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4849,1,Chintapalle,9,04849
1362,36,TELANGANA,509,KHAMMAM,4760,1,Chinthakani,38,04760
1363,28,ANDHRA PRADESH,504,Y.S.R.,5231,1,Chinthakommadinne,33,05231
1364,36,TELANGANA,696,SURYAPET,6303,1,Chinthalapalem,,00000
1365,36,TELANGANA,514,NALGONDA,4650,2,ChinthaPally,38,04650
1366,28,ANDHRA PRADESH,505,EAST GODAVARI,4732,2,Chintur,10,04732
1367,5,UTTARAKHAND,57,UTTAR KASHI,282,1,Chinyali Saur,0,00282
1368,27,MAHARASHTRA,492,RATNAGIRI,4269,1,Chiplun,4,04269
1369,28,ANDHRA PRADESH,511,KURNOOL,5291,1,Chippagiri,42,05291
1370,10,BIHAR,213,PURBI CHAMPARAN,1040,1,Chiraia,10,01040
1371,28,ANDHRA PRADESH,517,PRAKASAM,5123,1,Chirala,27,05123
1372,1,JAMMU AND KASHMIR,4,DODA,6758,1,Chiralla,,00000
1373,8,RAJASTHAN,106,JHUNJHUNU,488,2,Chirawa,2,00488
1374,32,KERALA,565,THIRUVANANTHAPURAM,5689,2,Chirayinkeezhu,1,05689
1375,2,HIMACHAL PRADESH,23,SHIMLA,192,6,Chirgaon,16,00192
1376,29,KARNATAKA,529,BIDAR,7084,2,CHITAGUPPA,,00000
1377,8,RAJASTHAN,104,JALORE,6046,2,Chitalwana,,00000
1378,20,JHARKHAND,607,RAMGARH,2664,1,Chitarpur,0,02664
1379,29,KARNATAKA,533,CHITRADURGA,5505,1,Chitradurga,3,05505
1380,1,JAMMU AND KASHMIR,625,SHOPIAN,6799,1,Chitragam,,00000
1381,21,ODISHA,364,MALKANGIRI,3223,1,Chitrakonda,4,03223
1382,23,MADHYA PRADESH,638,SINGRAULI,3703,1,Chitrangi,5,03703
1383,28,ANDHRA PRADESH,515,SPSR NELLORE,5193,1,Chittamur,41,05193
1384,29,KARNATAKA,538,KALABURAGI,5585,10,Chittapur,6,05585
1385,8,RAJASTHAN,95,CHITTORGARH,659,2,Chittaurgarh,5,00659
1386,28,ANDHRA PRADESH,503,CHITTOOR,5421,1,Chittoor,55,05421
1387,32,KERALA,563,PALAKKAD,5650,1,Chittur,4,05650
1388,28,ANDHRA PRADESH,504,Y.S.R.,5245,1,Chitvel,47,05245
1389,36,TELANGANA,687,JAYASHANKAR BHUPALAPALLY,4681,3,Chityal,10,04681
1390,36,TELANGANA,514,NALGONDA,4633,2,Chityal,21,04633
1391,36,TELANGANA,696,SURYAPET,4639,3,Chivemla,27,04639
1392,13,NAGALAND,248,PHEK,1812,1,Chizami,10,01812
1393,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4872,1,Chodavaram,32,04872
1394,8,RAJASTHAN,90,BARMER,584,4,Chohtan,8,00584
1395,17,MEGHALAYA,277,SOUTH GARO HILLS,1975,1,Chokpot,1,01975
1396,8,RAJASTHAN,102,JAIPUR,541,1,Chomu,4,00541
1397,12,ARUNACHAL PRADESH,678,NAMSAI,1731,6,Chongkham EAC,11,01731
1398,27,MAHARASHTRA,478,JALGAON,3960,1,Chopda,1,03960
1399,36,TELANGANA,508,KARIMNAGAR,4424,1,Choppadandi,31,04424
1400,19,WEST BENGAL,311,DINAJPUR UTTAR,2191,1,Chopra,1,02191
1401,24,GUJARAT,459,SURAT,3938,1,Chorasi,10,03938
1402,24,GUJARAT,460,SURENDRANAGAR,3794,2,Chotila,7,03794
1403,21,ODISHA,350,CUTTACK,2954,1,Choudwar,9,02954
1404,36,TELANGANA,697,YADADRI BHUVANAGIRI,4631,2,Choutuppal,19,04631
1405,28,ANDHRA PRADESH,503,CHITTOOR,5413,1,Chowdepalle,47,05413
1406,1,JAMMU AND KASHMIR,5,JAMMU,6703,1,Chowki Choura,,00000
1407,13,NAGALAND,248,PHEK,1806,1,Chozuba,5,01806
1408,13,NAGALAND,246,MOKOKCHUNG,1762,1,Chuchuyimlang,5,01762
1409,24,GUJARAT,460,SURENDRANAGAR,3796,1,Chuda,9,03796
1410,13,NAGALAND,250,WOKHA,1791,1,Chukitong,11,01791
1411,13,NAGALAND,244,DIMAPUR,1797,3,Chumukedima,5,01797
1412,9,UTTAR PRADESH,170,MIRZAPUR,1003,1,Chunar,4,01003
1413,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,6376,1,Chunchupalli,,00000
1414,11,SIKKIM,226,NORTH DISTRICT,1547,3,Chungthang,0001,01547
1415,13,NAGALAND,245,KOHIMA,5987,1,CHUNLIKHA,,00000
1416,14,MANIPUR,254,CHURACHANDPUR,1871,11,Churachandpur,4,01871
1417,2,HIMACHAL PRADESH,16,CHAMBA,84,6,Churah,2,00084
1418,20,JHARKHAND,332,HAZARIBAGH,2658,1,Churchu,12,02658
1419,23,MADHYA PRADESH,433,SIDHI,3698,1,Churhat,2,03698
1420,8,RAJASTHAN,96,CHURU,484,1,Churu,4,00484
1421,23,MADHYA PRADESH,407,GWALIOR,7039,3,City center,,00000
1422,7,DELHI,77,CENTRAL,433,2,Civil Lines,1,00433
1423,33,TAMIL NADU,569,COIMBATORE,5897,2,Coimbatore North,5,05897
1424,33,TAMIL NADU,569,COIMBATORE,5898,4,Coimbatore South,6,05898
1425,21,ODISHA,344,ANUGUL,3007,1,Colliery,8,03007
1426,9,UTTAR PRADESH,147,GONDA,929,1,Colonelganj,2,00929
1427,19,WEST BENGAL,317,MEDINIPUR EAST,2488,1,Contai - I,47,02488
1428,19,WEST BENGAL,317,MEDINIPUR EAST,2490,1,Contai - III,49,02490
1429,19,WEST BENGAL,308,COOCHBEHAR,2183,2,COOCHBEHAR I,5,02183
1430,19,WEST BENGAL,308,COOCHBEHAR,2184,1,Cooch Behar - II,6,02184
1431,33,TAMIL NADU,587,THE NILGIRIS,5758,1,Coonoor,5,05758
1432,21,ODISHA,350,CUTTACK,2964,1,C.R.R.I.,7,02964
1433,33,TAMIL NADU,570,CUDDALORE,5789,1,Cuddalore,2,05789
1434,28,ANDHRA PRADESH,517,PRAKASAM,5117,1,Cumbum,21,05117
1435,21,ODISHA,350,CUTTACK,2968,1,Cuttack (M.Corp.) P.S,1,02968
1436,21,ODISHA,350,CUTTACK,2962,1,Cuttack Sadar,7,02962
1437,24,GUJARAT,461,VADODARA,3905,1,Dabhoi,9,03905
1438,22,CHHATTISGARH,379,JANJGIR-CHAMPA,3284,1,Dabhra,6,03284
1439,21,ODISHA,366,NABARANGPUR,3192,1,Dabugan,5,03192
1440,6,HARYANA,74,SIRSA,389,4,Dabwali,1,00389
1441,28,ANDHRA PRADESH,506,GUNTUR,5045,1,Dachepalle,6,05045
1442,1,JAMMU AND KASHMIR,620,KISHTWAR,6765,1,Dachhan,,00000
1443,2,HIMACHAL PRADESH,24,SIRMAUR,171,6,Dadahu,5,00171
1444,12,ARUNACHAL PRADESH,239,TIRAP,1687,9,Dadam Circle,0,01687
1445,2,HIMACHAL PRADESH,18,KANGRA,6918,9,Dadasiba,,00000
1446,17,MEGHALAYA,278,WEST GARO HILLS,1963,2,Dadenggiri,2,01963
1447,20,JHARKHAND,332,HAZARIBAGH,2659,1,Dadi,0,02659
1448,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,3949,1,Dadra & Nagar Haveli,1,03949
1449,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,742,1,Dadri,1,00742
1450,6,HARYANA,701,CHARKI DADRI,402,3,Dadri,6,00402
1451,28,ANDHRA PRADESH,515,SPSR NELLORE,5166,1,Dagadarthi,14,05166
1452,10,BIHAR,214,PURNIA,1141,1,Dagarua,14,01141
1453,27,MAHARASHTRA,665,PALGHAR,4158,2,Dahanu,2,04158
1454,36,TELANGANA,699,KUMURAM BHEEM ASIFABAD,4329,4,Dahegoan,25,04329
1455,23,MADHYA PRADESH,403,DHAR,3537,1,Dahi,0,03537
1456,6,HARYANA,72,REWARI,6464,1,Dahina ST,,00000
1457,21,ODISHA,361,KENDUJHAR,2852,1,Daitari,15,02852
1458,28,ANDHRA PRADESH,515,SPSR NELLORE,5186,1,Dakkili,34,05186
1459,18,ASSAM,283,DARRANG,2149,1,Dalgaon (Pt),7,02149
1460,2,HIMACHAL PRADESH,16,CHAMBA,87,6,Dalhousie,5,00087
1461,9,UTTAR PRADESH,175,RAE BARELI,827,2,Dalmau,5,00827
1462,23,MADHYA PRADESH,416,MANDSAUR,3497,1,Daloda,0,03497
1463,8,RAJASTHAN,629,PRATAPGARH,7151,1,Dalot,,00000
1464,10,BIHAR,217,SAMASTIPUR,1297,1,Dalsinghsarai,14,01297
1465,17,MEGHALAYA,278,WEST GARO HILLS,1969,1,Dalu,7,01969
1466,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,3948,1,Daman,1,03948
1467,36,TELANGANA,721,Narayanpet,4553,3,Damargidda,5,04553
1468,17,MEGHALAYA,273,EAST GARO HILLS,1971,1,Dambo Rongjeng,2,01971
1469,12,ARUNACHAL PRADESH,230,DIBANG VALLEY,6591,1,Dambuen Circle,,00000
1470,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,1725,2,Dambuk ADC,9,01725
1471,36,TELANGANA,686,HANUMAKONDA,6375,3,Damera,,00000
1472,36,TELANGANA,514,NALGONDA,4663,2,Dameracherla,51,04663
1473,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,1714,5,DAMIN CIRCLE,12,01714
1474,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,4750,2,Dammapeta,28,04750
1475,23,MADHYA PRADESH,400,DAMOH,3458,2,Damoh,5,03458
1476,21,ODISHA,363,KORAPUT,3217,1,Damonjodi,12,03217
1477,20,JHARKHAND,328,GARHWA,2510,1,Danda,0,02510
1478,20,JHARKHAND,328,GARHWA,2506,1,Dandai,8,02506
1479,10,BIHAR,191,BEGUSARAI,1317,1,Dandari,14,01317
1480,29,KARNATAKA,550,UTTARA KANNADA,7064,3,DANDELI,,00000
1481,36,TELANGANA,684,MANCHERIAL,4348,3,Dandepally,44,04348
1482,10,BIHAR,201,KATIHAR,1150,1,Dandkhora,9,01150
1483,1,JAMMU AND KASHMIR,3,BARAMULLA,6827,5,Dangarpora,,00000
1484,1,JAMMU AND KASHMIR,3,BARAMULLA,6824,4,Danghiwacha,,00000
1485,18,ASSAM,281,BONGAIGAON,7110,1,Dangtal Revenue Circle,,00000
1486,10,BIHAR,212,PATNA,1412,1,Daniawan,15,01412
1487,1,JAMMU AND KASHMIR,5,JAMMU,6712,1,Dansal,,00000
1488,24,GUJARAT,441,BANAS KANTHA,3737,1,Danta,6,03737
1489,19,WEST BENGAL,318,MEDINIPUR WEST,2467,1,Dantan - I,34,02467
1490,19,WEST BENGAL,318,MEDINIPUR WEST,2468,1,Dantan - II,35,02468
1491,8,RAJASTHAN,114,SIKAR,554,1,Danta Ramgarh,4,00554
1492,22,CHHATTISGARH,376,DANTEWADA,3369,2,Dantewada,3,03369
1493,36,TELANGANA,688,MAHABUBABAD,6255,1,Danthalapalle,,00000
1494,24,GUJARAT,441,BANAS KANTHA,3735,1,Dantiwada,4,03735
1495,23,MADHYA PRADESH,400,DAMOH,6999,1,Danyantinagar,,00000
1496,27,MAHARASHTRA,492,RATNAGIRI,4267,1,Dapoli,2,04267
1497,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,1615,4,Daporijo Hq,8,01615
1498,12,ARUNACHAL PRADESH,243,WEST SIANG,1628,7,Darak Circle,7,01628
1499,10,BIHAR,222,SIWAN,1242,1,Darauli,14,01242
1500,10,BIHAR,222,SIWAN,1246,1,Daraundha,18,01246
1501,22,CHHATTISGARH,374,BASTAR,3366,1,Darbha,4,03366
1502,10,BIHAR,195,DARBHANGA,1184,1,Darbhanga,4,01184
1503,2,HIMACHAL PRADESH,18,KANGRA,6901,8,Dareeni,,00000
1504,1,JAMMU AND KASHMIR,12,RAJOURI,21,2,Darhal,1,00021
1505,10,BIHAR,218,SARAN,1264,1,Dariapur,17,01264
1506,21,ODISHA,359,KANDHAMAL,3125,1,Daringbadi,14,03125
1507,12,ARUNACHAL PRADESH,724,LEPARADA,1637,4,Daring Circle,16,01637
1508,19,WEST BENGAL,309,DARJEELING,2154,1,Darjeeling Pulbazar,1,02154
1509,2,HIMACHAL PRADESH,25,SOLAN,159,9,Darlaghat,0,00159
1510,15,MIZORAM,261,AIZAWL,1902,2,Darlawn,1,01902
1511,28,ANDHRA PRADESH,517,PRAKASAM,5114,1,Darsi,18,05114
1512,20,JHARKHAND,332,HAZARIBAGH,2649,1,Daru,0,02649
1513,27,MAHARASHTRA,500,YAVATMAL,4083,1,Darwha,5,04083
1514,27,MAHARASHTRA,468,AMRAVATI,4011,1,Daryapur,11,04011
1515,24,GUJARAT,460,SURENDRANAGAR,3790,1,Dasada,3,03790
1516,21,ODISHA,363,KORAPUT,3202,1,Dasamantapur,4,03202
1517,21,ODISHA,367,NAYAGARH,3023,1,Dasapalla,1,03023
1518,24,GUJARAT,438,AHMADABAD,3782,1,Daskroi,6,03782
1519,19,WEST BENGAL,318,MEDINIPUR WEST,2449,1,Daspur - I,9,02449
1520,19,WEST BENGAL,318,MEDINIPUR WEST,2450,1,Daspur - II,10,02450
1521,36,TELANGANA,680,Nirmal,6207,2,Dasturabad,,00000
1522,3,PUNJAB,33,HOSHIARPUR,214,2,Dasua,1,00214
1523,9,UTTAR PRADESH,133,BUDAUN,783,2,Dataganj,6,00783
1524,23,MADHYA PRADESH,401,DATIA,3405,10,Datia,2,03405
1525,23,MADHYA PRADESH,401,DATIA,6991,2,Datia Nagar,,00000
1526,28,ANDHRA PRADESH,521,VIZIANAGARAM,4823,1,Dattirajeru,17,04823
1527,10,BIHAR,189,AURANGABAD,1476,1,Daudnagar,1,01476
1528,27,MAHARASHTRA,490,PUNE,4195,1,Daund,9,04195
1529,8,RAJASTHAN,97,DAUSA,536,4,Dausa,4,00536
1530,29,KARNATAKA,535,DAVANGERE,5512,1,Davanagere,4,05512
1531,10,BIHAR,215,ROHTAS,1459,1,Dawath,3,01459
1532,6,HARYANA,60,FARIDABAD,6415,1,Dayalpur ST,,00000
1533,21,ODISHA,351,DEOGARH,2800,1,Debagarh,1,02800
1534,9,UTTAR PRADESH,134,BULANDSHAHR,749,3,Debai,5,00749
1535,12,ARUNACHAL PRADESH,231,EAST KAMENG,7021,4,DEBEYAR CO CIRCLE,,00000
1536,19,WEST BENGAL,318,MEDINIPUR WEST,2462,1,Debra,22,02462
1537,8,RAJASTHAN,107,JODHPUR,6937,6,Dechu,,00000
1538,24,GUJARAT,452,NARMADA,3911,1,Dediapada,3,03911
1539,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,6842,1,DEED CIRCLE,,00000
1540,8,RAJASTHAN,91,BHARATPUR,508,1,Deeg,4,00508
1541,24,GUJARAT,441,BANAS KANTHA,3740,2,Deesa,9,03740
1542,7,DELHI,670,South East,455,2,Defence Colony,1,00455
1543,8,RAJASTHAN,110,NAGAUR,563,4,Degana,7,00563
1544,19,WEST BENGAL,303,24 PARAGANAS NORTH,2327,1,Deganga,12,02327
1545,27,MAHARASHTRA,485,NANDED,4110,1,Deglur,16,04110
1546,2,HIMACHAL PRADESH,23,SHIMLA,6958,5,Deha,,00000
1547,2,HIMACHAL PRADESH,22,MANDI,6949,6,Dehar,,00000
1548,24,GUJARAT,446,GANDHINAGAR,3776,1,Dehgam,4,03776
1549,5,UTTARAKHAND,49,DEHRADUN,304,5,Dehradun,0003,00304
1550,10,BIHAR,215,ROHTAS,1473,1,Dehri,17,01473
1551,21,ODISHA,369,PURI,3056,1,Delanga,1,03056
1552,8,RAJASTHAN,115,SIROHI,7154,1,Deldar,,00000
1553,7,DELHI,79,NEW DELHI,452,2,Delhi Cantonment,2,00452
1554,8,RAJASTHAN,112,RAJSAMAND,6935,4,Delwara,,00000
1555,17,MEGHALAYA,278,WEST GARO HILLS,6546,5,Demdema,,00000
1556,28,ANDHRA PRADESH,523,WEST GODAVARI,4967,1,Denduluru,24,04967
1557,28,ANDHRA PRADESH,521,VIZIANAGARAM,4839,1,Denkada,33,04839
1558,33,TAMIL NADU,577,KRISHNAGIRI,5892,2,Denkanikottai,3,05892
1559,11,SIKKIM,228,WEST DISTRICT,6398,1,Dentam,,00000
1560,10,BIHAR,189,AURANGABAD,1485,1,Deo,10,01485
1561,9,UTTAR PRADESH,177,SAHARANPUR,704,1,Deoband,4,00704
1562,22,CHHATTISGARH,645,GARIYABAND,3338,2,Deobhog,13,03338
1563,24,GUJARAT,441,BANAS KANTHA,3741,2,Deodar,10,03741
1564,8,RAJASTHAN,112,RAJSAMAND,640,2,Deogarh,2,00640
1565,20,JHARKHAND,324,DEOGHAR,2545,1,Deoghar,1,02545
1566,27,MAHARASHTRA,487,NASHIK,4144,1,Deola,3,04144
1567,27,MAHARASHTRA,472,BULDHANA,3985,1,Deolgaon Raja,11,03985
1568,27,MAHARASHTRA,498,WARDHA,4020,1,Deoli,6,04020
1569,8,RAJASTHAN,116,TONK,620,4,Deoli,6,00620
1570,12,ARUNACHAL PRADESH,239,TIRAP,1684,8,Deomali ADC,1,01684
1571,27,MAHARASHTRA,481,LATUR,4234,1,Deoni,9,04234
1572,20,JHARKHAND,329,GIRIDIH,2534,1,Deori,3,02534
1573,23,MADHYA PRADESH,421,RAISEN,7010,3,Deori,,00000
1574,23,MADHYA PRADESH,425,SAGAR,3453,1,Deori,9,03453
1575,27,MAHARASHTRA,476,GONDIA,4051,1,Deori,8,04051
1576,9,UTTAR PRADESH,137,DEORIA,959,3,Deoria,1,00959
1577,23,MADHYA PRADESH,638,SINGRAULI,3704,4,Deosar,6,03704
1578,23,MADHYA PRADESH,410,INDORE,3540,2,Depalpur,1,03540
1579,3,PUNJAB,32,GURDASPUR,204,1,Dera Baba Nanak,5,00204
1580,3,PUNJAB,608,S.A.S Nagar,268,3,Dera Bassi,5,00268
1581,21,ODISHA,360,KENDRAPARA,2930,1,Derabish,4,02930
1582,2,HIMACHAL PRADESH,18,KANGRA,103,27,Dera Gopipur,10,00103
1583,9,UTTAR PRADESH,156,KANPUR DEHAT,844,1,Derapur,2,00844
1584,18,ASSAM,288,GOLAGHAT,2084,1,Dergaon,3,02084
