S.No.,"Local Body Code","Local Body Version",Local Body Name,"Local Body Name (In Local)","Localbody Type Code",Census 2011 Code,State Code,State Name
1189,251860,2,Bhimarayanagudi,,6,803216,29,KARNATAKA
1190,276526,5,BIDADI,BIDADI,25,000000,29,KARNATAKA
1191,251867,3,Bidar,,24,803060,29,KARNATAKA
1192,251834,1,Bilgi,,7,803043,29,KARNATAKA
1193,251963,2,Birur,,25,803147,29,KARNATAKA
1194,299334,1,Bogadi,,7,,29,KARNATAKA
1195,276537,4,BOMMASANDRA,BOMMASANDRA,25,000000,29,KARNATAKA
1196,276583,3,BORAGAON,BORAGAON,7,000000,29,KARNATAKA
1197,251917,3,Byadgi,,25,803105,29,KARNATAKA
1198,276559,4,CHADACHANA,CHADACHANA,7,000000,29,KARNATAKA
1199,251933,3,Challakere,,24,803119,29,KARNATAKA
1200,252054,4,Chamarajanagar,,24,803201,29,KARNATAKA
1201,276533,4,CHANDAPURA,CHANDAPURA,25,000000,29,KARNATAKA
1202,251943,4,Channagiri,,25,803129,29,KARNATAKA
1203,253185,4,Channapatna,,24,803239,29,KARNATAKA
1204,252016,4,Channarayapatna,,25,803178,29,KARNATAKA
1205,276578,3,CHENNAMMANA KITTUR,CHENNAMMANA KITTUR,7,000000,29,KARNATAKA
1206,251979,6,Chik Ballapur,,24,803227,29,KARNATAKA
1207,299318,1,Chikkabanavara,,25,,29,KARNATAKA
1208,251965,4,Chikkamagaluru,,24,803149,29,KARNATAKA
1209,251968,4,Chiknayakanhalli,,25,803152,29,KARNATAKA
1210,251811,3,Chikodi,,25,803023,29,KARNATAKA
1211,276568,3,CHINCHALI,CHINCHALI,7,000000,29,KARNATAKA
1212,251850,3,Chincholi,,25,803208,29,KARNATAKA
1213,251983,5,Chintamani,,24,803231,29,KARNATAKA
1214,251869,2,Chitgoppa,,25,803062,29,KARNATAKA
1215,251934,3,Chitradurga,,24,803120,29,KARNATAKA
1216,251853,4,Chittapura,,25,803210,29,KARNATAKA
1217,251899,2,Dandeli,,24,803089,29,KARNATAKA
1218,251941,2,Davanagere,,4,803127,29,KARNATAKA
1219,251874,4,Devadurga,,25,803066,29,KARNATAKA
1220,251994,2,Devanahalli,,25,803235,29,KARNATAKA
1221,276558,4,DEVARAHIPPARAGI,DEVARAHIPPARAGI,7,000000,29,KARNATAKA
1222,251992,3,Dod Ballapur,,24,803233,29,KARNATAKA
1223,276575,3,EXAMBA,EXAMBA,7,000000,29,KARNATAKA
1224,251888,3,Gadag-Betigeri,,24,803078,29,KARNATAKA
1225,251886,2,Gajendragarh,,25,803076,29,KARNATAKA
1226,251881,3,Gangawati,,24,803072,29,KARNATAKA
1227,251978,4,Gauribidanur,,24,803226,29,KARNATAKA
1228,276574,5,Ghataprabha,Ghataprabha,25,000000,29,KARNATAKA
1229,251818,4,Gokak,,24,803030,29,KARNATAKA
1230,251974,3,Gubbi,,7,803158,29,KARNATAKA
1231,251980,2,Gudibanda,,7,803228,29,KARNATAKA
1232,251838,3,Guledgudda,,25,803047,29,KARNATAKA
1233,252053,3,Gundlupet,,25,803200,29,KARNATAKA
1234,251862,5,Gurmatkal,,25,803218,29,KARNATAKA
1235,276521,2,GUTTAL,GUTTAL,7,000000,29,KARNATAKA
1236,276535,7,HAGARIBOMMANAHALLI,HAGARIBOMMANAHALLI,25,000000,29,KARNATAKA
1237,251901,5,Haliyal,,25,803091,29,KARNATAKA
1238,276603,4,HALLIKEDA (B),HALLIKEDA (B),25,000000,29,KARNATAKA
1239,251915,3,Hangal,,25,803103,29,KARNATAKA
1240,253130,2,Hanur,,7,803204,29,KARNATAKA
1241,251939,4,Harapanahalli,,25,803125,29,KARNATAKA
1242,251938,4,Harihar,,24,803124,29,KARNATAKA
1243,276569,4,HAROGERI,HAROGERI,25,000000,29,KARNATAKA
1244,299326,3,Harohalli,,7,,29,KARNATAKA
1245,252012,5,Hassan,,24,803174,29,KARNATAKA
1246,251873,5,Hatti,,7,000000,29,KARNATAKA
1247,251872,2,Hatti Gold Mines,,6,803065,29,KARNATAKA
1248,251916,2,Haveri,,24,803104,29,KARNATAKA
1249,276463,6,HEBBUGODI,HEBBUGODI,24,000000,29,KARNATAKA
1250,252049,3,Heggadadevankote,,25,803195,29,KARNATAKA
1251,251918,2,Hirekerur,,7,803106,29,KARNATAKA
1252,251937,2,Hiriyur,,24,803123,29,KARNATAKA
1253,251935,3,Holalkere,,25,803121,29,KARNATAKA
1254,299180,1,Holehonnuru,,7,,29,KARNATAKA
1255,252015,4,Hole Narsipur,,25,803177,29,KARNATAKA
1256,251868,5,Homnabad,,25,803061,29,KARNATAKA
1257,251909,1,Honavar,,7,803098,29,KARNATAKA
1258,251942,3,Honnali,,7,803128,29,KARNATAKA
1259,299335,1,Hootagalli,,24,,29,KARNATAKA
1260,251921,4,Hoovina Hadagalli,,25,803108,29,KARNATAKA
1261,251995,2,Hosakote,,24,803236,29,KARNATAKA
1262,251949,1,Hosanagara,,7,803135,29,KARNATAKA
1263,251922,4,Hosapete,,24,803109,29,KARNATAKA
1264,251936,4,Hosdurga,,25,803122,29,KARNATAKA
1265,251893,5,Hubballi-Dharwad,,4,803083,29,KARNATAKA
1266,251820,3,Hukeri,,25,803032,29,KARNATAKA
1267,297133,1,Huliyaru,ಹುಳಿಯಾರು,7,000000,29,KARNATAKA
1268,296976,1,Hunasagi,,7,,29,KARNATAKA
1269,299319,1,Hunasamaranahalli,,25,,29,KARNATAKA
1270,251840,3,Hungund,,25,803049,29,KARNATAKA
1271,252043,4,Hunsur,,24,803192,29,KARNATAKA
1272,251841,2,Ilkal,,24,803050,29,KARNATAKA
1273,251843,3,Indi,,25,803052,29,KARNATAKA
1274,276572,3,JAALI,JAALI,7,000000,29,KARNATAKA
1275,251940,2,Jagalur,,7,803126,29,KARNATAKA
1276,299177,1,Jalahalli,,7,,29,KARNATAKA
1277,251832,2,Jamkhandi,,24,803041,29,KARNATAKA
1278,251858,4,Jevargi,,25,803214,29,KARNATAKA
1279,276464,7,JIGANI,JIGANI,25,000000,29,KARNATAKA
1280,263293,1,Jog-Kargal,,7,803130,29,KARNATAKA
1281,276573,6,KAAPU,KAAPU,25,000000,29,KARNATAKA
1282,276483,3,KABBUR,KABBUR,7,000000,29,KARNATAKA
1283,296954,1,Kadaba,,7,,29,KARNATAKA
1284,299323,1,kadakola,,7,,29,KARNATAKA
1285,251964,4,Kadur,,25,803148,29,KARNATAKA
1286,299331,1,Kagawada,,7,,29,KARNATAKA
1287,276560,4,KAKKERA,KAKKERA,25,000000,29,KARNATAKA
1288,248127,3,KALABURAGI CITY CORPORATION,,4,803207,29,KARNATAKA
1289,296978,1,Kalagi,,7,000000,29,KARNATAKA
1290,251897,1,Kalghatgi,,7,803087,29,KARNATAKA
1291,276576,3,KALLOLLI,KALLOLLI,7,000000,29,KARNATAKA
1292,297130,2,kamalapur,ಕಮಲಾಪೂರ,7,,29,KARNATAKA
1293,276611,1,KAMALAPURA,KAMALAPURA,7,000000,29,KARNATAKA
1294,276531,2,KAMATAGI,KAMATAGI,7,000000,29,KARNATAKA
1295,251924,2,Kampli,,25,803111,29,KARNATAKA
1296,251999,5,Kanakapura,,24,803240,29,KARNATAKA
1297,276599,4,KANAKGIRI,KANAKGIRI,7,000000,29,KARNATAKA
1298,276567,3,KANKANAVADI,KANKANAVADI,7,000000,29,KARNATAKA
1299,276496,5,KARATAGI,KATARAGI,25,000000,29,KARNATAKA
1300,251958,2,Karkal,,25,803142,29,KARNATAKA
1301,251900,3,Karwar,,24,803090,29,KARNATAKA
1302,276522,2,KAVITAL,KAVITAL,7,000000,29,KARNATAKA
1303,276516,3,KEMBHAVI,KEMBHAVI,25,000000,29,KARNATAKA
1304,251836,1,Kerur,,7,803045,29,KARNATAKA
1305,251825,3,Khanapur,,7,803035,29,KARNATAKA
1306,299321,1,kinnigoli,,7,,29,KARNATAKA
1307,251985,5,Kolar,,24,803221,29,KARNATAKA
1308,276543,3,KOLHARA,KOLAHRA,7,000000,29,KARNATAKA
1309,252056,4,Kollegal,,24,803203,29,KARNATAKA
1310,251816,3,Konnur,,25,803028,29,KARNATAKA
1311,251960,1,Koppa,,7,803144,29,KARNATAKA
1312,251882,3,Koppal,,24,803073,29,KARNATAKA
1313,251972,2,Koratagere,,7,803156,29,KARNATAKA
1314,252030,2,Kotekara,,7,000000,29,KARNATAKA
1315,251931,1,Kotturu,,7,803117,29,KARNATAKA
1316,299418,1,krishnarajanagar,,25,000000,29,KARNATAKA
1317,252001,5,Krishnarajpet,,25,803164,29,KARNATAKA
1318,251813,3,Kudchi,,25,803025,29,KARNATAKA
1319,251930,1,Kudligi,,7,803116,29,KARNATAKA
1320,251967,2,Kudremukh,,6,803151,29,KARNATAKA
1321,276534,3,KUDUTINI,KUDUTINI,7,000000,29,KARNATAKA
1322,276497,3,KUKANOORU,KUKANOORU,7,000000,29,KARNATAKA
1323,251907,3,Kumta,,25,803096,29,KARNATAKA
1324,251953,2,Kundapura,,25,803139,29,KARNATAKA
1325,251898,2,Kundgol,,7,803088,29,KARNATAKA
1326,251977,4,Kunigal,,25,803161,29,KARNATAKA
1327,276538,4,KUREKUPPA,KUREKUPPA,25,000000,29,KARNATAKA
1328,276532,4,KURUGODU,KURUGODU,25,000000,29,KARNATAKA
1329,252039,1,Kushalnagar,,7,803189,29,KARNATAKA
1330,251880,3,Kushtagi,,25,803071,29,KARNATAKA
1331,251891,2,Lakshmeshwar,,25,803081,29,KARNATAKA
1332,251871,5,Lingasugur,,25,803064,29,KARNATAKA
1333,299317,1,Lokapura,,7,,29,KARNATAKA
1334,299332,1,Machhe,,7,,29,KARNATAKA
1335,296975,5,Madanayakanahalli,,25,,29,KARNATAKA
1336,252006,3,Maddur,,25,803169,29,KARNATAKA
1337,251971,4,Madhugiri,,25,803155,29,KARNATAKA
1338,252037,2,Madikeri,,24,803187,29,KARNATAKA
1339,251996,6,Magadi,,25,803237,29,KARNATAKA
1340,251830,3,Mahalingpur,,25,803039,29,KARNATAKA
1341,252007,2,Malavalli,,25,803170,29,KARNATAKA
1342,276556,3,MALEBENNURU,MALEBENNURU,25,000000,29,KARNATAKA
1343,251986,4,Malur,,25,803222,29,KARNATAKA
1344,276541,2,MANAGULI,MANAGULI,7,000000,29,KARNATAKA
1345,252005,4,Mandya,,24,803168,29,KARNATAKA
1346,252021,5,Mangaluru,,4,803181,29,KARNATAKA
1347,299328,1,Manki,,7,,29,KARNATAKA
1348,251877,2,Manvi,,25,803068,29,KARNATAKA
1349,276474,2,MARIYAMMANAHALLI,MARIYAMMANAHALLI,7,000000,29,KARNATAKA
1350,276519,3,MASKI,MASKI,25,000000,29,KARNATAKA
1351,299417,1,MKhubballi,,7,000000,29,KARNATAKA
1352,251932,1,Molakalmuru,,7,803118,29,KARNATAKA
1353,251815,2,Mudalgi,,25,803027,29,KARNATAKA
1354,252018,2,Mudbidri,,25,803180,29,KARNATAKA
1355,251846,4,Muddebihal,,25,803055,29,KARNATAKA
1356,251870,4,Mudgal,,25,803063,29,KARNATAKA
1357,251835,5,Mudhol,,24,803044,29,KARNATAKA
1358,251966,2,Mudigere,,7,803150,29,KARNATAKA
1359,276563,4,MUGALAKODA,MUGALAKODA,25,000000,29,KARNATAKA
1360,251989,2,Mulbagal,,24,803225,29,KARNATAKA
1361,251889,1,Mulgund,,7,803079,29,KARNATAKA
1362,252017,1,Mulki,,7,803179,29,KARNATAKA
1363,276564,4,MUNAVALLI,MUNAVALLI,25,000000,29,KARNATAKA
1364,251892,4,Mundargi,,25,803082,29,KARNATAKA
1365,251904,1,Mundgod,,7,803093,29,KARNATAKA
1366,252045,4,Mysuru,,4,803194,29,KARNATAKA
1367,276566,2,NAAGANURA,NAAGANURA,7,000000,29,KARNATAKA
1368,252002,8,Nagamangala,,25,803165,29,KARNATAKA
1369,276544,2,NALATAVADA,NALATAVADA,7,000000,29,KARNATAKA
1370,252050,2,Nanjangud,,24,803197,29,KARNATAKA
1371,251961,1,Narasimharajapura,,7,803145,29,KARNATAKA
1372,251887,1,Naregal,,7,803077,29,KARNATAKA
1373,251884,3,Nargund,,25,803074,29,KARNATAKA
1374,251895,5,Navalgund,,25,803085,29,KARNATAKA
1375,276542,3,NAYAKANAHATTI,NAYAKANAHATTI,7,000000,29,KARNATAKA
1376,251990,5,Nelamangala,,24,803232,29,KARNATAKA
1377,276557,3,NIDAGUNDI,NIDAGUNDI,7,000000,29,KARNATAKA
1378,251809,4,Nipani,,24,803021,29,KARNATAKA
1379,299183,1,Nyamathi,,7,,29,KARNATAKA
1380,252003,5,Pandavapura,,25,803166,29,KARNATAKA
1381,251970,3,Pavagada,,25,803154,29,KARNATAKA
1382,299333,1,Peeranawadi,,7,,29,KARNATAKA
1383,252042,5,Piriyapatna,,25,803191,29,KARNATAKA
1384,252035,2,Puttur,,24,803185,29,KARNATAKA
1385,251833,2,Rabkavi-Banhatti,,24,803042,29,KARNATAKA
1386,251876,4,Raichur,,24,803067,29,KARNATAKA
1387,253186,8,Ramanagara,,24,803238,29,KARNATAKA
1388,251829,4,Ramdurg,,25,803038,29,KARNATAKA
1389,299322,1,Rammanahalli,,7,,29,KARNATAKA
1390,251919,4,Ranibennur,,24,803107,29,KARNATAKA
1391,296955,2,Rattihalli,,7,,29,KARNATAKA
1392,251814,1,Raybag,,7,803026,29,KARNATAKA
1393,251988,3,Robertson Pet,,24,803224,29,KARNATAKA
1394,251885,3,Ron,,25,803075,29,KARNATAKA
1395,251810,3,Sadalgi,,25,803022,29,KARNATAKA
1396,251945,2,Sagar,,24,803131,29,KARNATAKA
1397,252008,2,Sakleshpur,,25,803171,29,KARNATAKA
1398,251954,2,Saligram,,7,803140,29,KARNATAKA
1399,251929,5,Sandur,,25,803115,29,KARNATAKA
1400,251819,2,Sankeshwar,,25,803031,29,KARNATAKA
1401,253132,1,Saragur,,7,803196,29,KARNATAKA
1402,251828,4,Saundatti-Yellamma,,25,803037,29,KARNATAKA
1403,251914,3,Savanur,,25,803102,29,KARNATAKA
1404,251852,4,Sedam,,25,803209,29,KARNATAKA
1405,251855,3,Shahabad,,24,803212,29,KARNATAKA
1406,251854,2,Shahabad ACC,,6,803211,29,KARNATAKA
1407,251861,3,Shahpur,,24,803217,29,KARNATAKA
1408,276579,5,SHEDBALA,SHEDBALA,7,000000,29,KARNATAKA
1409,251912,3,Shiggaon,,25,803100,29,KARNATAKA
1410,251948,3,Shikarpur,,25,803134,29,KARNATAKA
1411,251890,3,Shirahatti,,7,803080,29,KARNATAKA
1412,299179,1,Shiruru,,7,,29,KARNATAKA
1413,251951,5,Shivamogga,,4,803137,29,KARNATAKA
1414,251859,3,Shorapur,,24,803215,29,KARNATAKA
1415,252004,2,Shrirangapattana,,25,803167,29,KARNATAKA
1416,251908,1,Siddapur,,7,803097,29,KARNATAKA
1417,251982,3,Sidlaghatta,,24,803230,29,KARNATAKA
1418,251844,4,Sindgi,,25,803053,29,KARNATAKA
1419,251878,5,Sindhnur,,24,803069,29,KARNATAKA
1420,251969,4,Sira,,24,803153,29,KARNATAKA
1421,251947,1,Siralkoppa,,7,803133,29,KARNATAKA
1422,276605,2,SIRAVARA,SIRAVARA,7,000000,29,KARNATAKA
1423,251905,3,Sirsi,,24,803094,29,KARNATAKA
1424,251925,3,Siruguppa,,24,803112,29,KARNATAKA
1425,296979,3,Someshwara,,25,,29,KARNATAKA
1426,252038,1,Somvarpet,,7,803188,29,KARNATAKA
1427,251946,2,Sorab,,7,803132,29,KARNATAKA
1428,251959,1,Sringeri,,7,803143,29,KARNATAKA
1429,251984,3,Srinivaspur,,25,803220,29,KARNATAKA
1430,299325,1,Srirampura,,7,,29,KARNATAKA
1431,252036,1,Sulya,,7,803186,29,KARNATAKA
1432,251847,2,Talikota,,25,803056,29,KARNATAKA
1433,251962,5,Tarikere,,25,803146,29,KARNATAKA
1434,276601,4,TAVARAGERA,TAVARAGERA,7,000000,29,KARNATAKA
1435,251926,1,Tekkalakote,,7,803113,29,KARNATAKA
1436,251831,3,Terdal,,25,803040,29,KARNATAKA
1437,297131,1,Tikota,ತಿಕೋಟಾ,7,,29,KARNATAKA
1438,251975,3,Tiptur,,24,803159,29,KARNATAKA
1439,251950,1,Tirthahalli,,7,803136,29,KARNATAKA
1440,252052,5,Tirumakudal - Narsipur,,25,803199,29,KARNATAKA
1441,251973,4,Tumakuru,,4,803157,29,KARNATAKA
1442,251976,3,Turuvekere,,7,803160,29,KARNATAKA
1443,276524,2,TURVIHAL,TURVIHAL,7,000000,29,KARNATAKA
1444,251955,5,Udupi,,24,803141,29,KARNATAKA
1445,276565,5,UGAR KHURDA,UGAR KHURDA,25,000000,29,KARNATAKA
1446,252027,2,Ullal,,24,803182,29,KARNATAKA
1447,251993,5,Vijayapura,,4,803234,29,KARNATAKA
1448,251842,7,VIJAYAPURA,VIJAYAPURA,25,803051,29,KARNATAKA
1449,252040,1,Virajpet,,7,803190,29,KARNATAKA
1450,276554,6,VITLA,VITLA,7,000000,29,KARNATAKA
1451,251856,2,Wadi,,25,803213,29,KARNATAKA
1452,251863,2,Yadgir,,24,803219,29,KARNATAKA
1453,297132,1,Yadrami,ಯಡ್ರಾಮಿ,7,,29,KARNATAKA
1454,299330,1,Yaragatti,,7,,29,KARNATAKA
1455,252055,3,Yelandur,,7,803202,29,KARNATAKA
1456,251879,2,Yelburga,,7,803070,29,KARNATAKA
1457,251903,1,Yellapur,,7,803092,29,KARNATAKA
1458,252253,4,Adoor,അടൂര്,5,803305,32,KERALA
1459,252247,7,Alappuzha,ആലപ്പുഴ,5,803299,32,KERALA
1460,252211,2,Aluva,ആലുവ,5,803286,32,KERALA
1461,252208,2,Angamaly,അങ്കമാലി,5,803285,32,KERALA
1462,272915,2,Anthur,ആന്തൂര്,5,000000,32,KERALA
1463,252258,2,Attingal,ആറ്റിങ്ങല്,5,803310,32,KERALA
1464,277290,1,Cannanore,,8,000000,32,KERALA
1465,252205,6,Chalakudy,ചാലക്കുടി,5,803283,32,KERALA
1466,252239,3,Changanassery,ചങ്ങനാശ്ശേരി,5,803297,32,KERALA
1467,252181,5,Chavakkad,ചാവക്കാട്,5,803279,32,KERALA
1468,252249,2,Chengannur,ചെങ്ങന്നൂര്,5,803301,32,KERALA
1469,272906,2,Cherpulassery,ചെർപ്ലളശേശരി,5,000000,32,KERALA
1470,252242,2,Cherthala,ചേര്ത്തല,5,803298,32,KERALA
1471,252178,2,Chittur-Thathamangalam,ചിറ്റൂര്-തത്തമംഗലം,5,803276,32,KERALA
1472,252218,4,Eloor,ഏലൂര്,5,000000,32,KERALA
1473,272892,2,Erattupetta,ഈരാറ്റുപേട്ട,5,000000,32,KERALA
1474,272891,2,Ettumanoor,ഏറ്റുമാനൂര്,5,000000,32,KERALA
1475,272900,2,Feroke,ഫറോക്ക്,5,000000,32,KERALA
1476,252184,11,Guruvayoor,ഗുരുവായൂര്,5,803278,32,KERALA
1477,272880,2,Harippad,ഹരിപ്പാട്,5,000000,32,KERALA
1478,252204,6,Irinjalakuda,ഇരിങ്ങാലക്കുട,5,803282,32,KERALA
1479,272890,2,Iritty,ഇരിട്ടി,5,000000,32,KERALA
1480,252224,7,Kalamassery,കളമശ്ശേരി,5,803289,32,KERALA
1481,252155,3,Kalpetta,കല്പ്പറ്റ,5,803264,32,KERALA
1482,252110,6,Kanhangad,കാഞ്ഞങ്ങാട്,5,803256,32,KERALA
1483,252125,7,Kannur,കണ്ണൂര്‍,4,803259,32,KERALA
1484,259707,6,Karunagappally,കരുനാഗപ്പള്ളി,5,000000,32,KERALA
1485,252108,5,Kasaragod,കാസര്ഗോഡ്,5,803255,32,KERALA
1486,272883,2,Kattappana,കട്ടപ്പന,5,000000,32,KERALA
1487,252248,3,Kayamkulam,കായംകുളം,5,803300,32,KERALA
1488,252220,16,Kochi,കൊച്ചി,4,803288,32,KERALA
1489,252200,7,Kodungallur,കൊടുങ്ങല്ലൂര്,5,803281,32,KERALA
1490,272897,2,Koduvally,കൊടുവള്ളി,5,000000,32,KERALA
1491,252255,11,Kollam,കൊല്ലം,4,803306,32,KERALA
1492,272901,2,Kondotty,കൊണ്ടോട്ടി,5,000000,32,KERALA
1493,272881,2,Koothattukulam,കൂത്താട്ടുകുളം,5,000000,32,KERALA
1494,252144,2,Koothuparamba,കൂത്തുപറമ്പ,5,803262,32,KERALA
1495,252231,4,Kothamangalam,കോതമംഗലം,5,803292,32,KERALA
1496,259709,3,Kottakkal,കോട്ടക്കല്,5,000000,32,KERALA
1497,272889,3,Kottarakkara,കൊട്ടാരക്കര,5,000000,32,KERALA
1498,252238,9,Kottayam,കോട്ടയം,5,803296,32,KERALA
1499,252159,7,koyilandy,കൊയിലാണ്ടി,5,803266,32,KERALA
1500,252160,16,Kozhikode,കോഴിക്കോട്,4,803267,32,KERALA
1501,252180,9,Kunnamkulam,കുന്ദംകുളം,5,803277,32,KERALA
1502,252170,5,Malappuram,മലപ്പുറം,5,803269,32,KERALA
1503,272910,2,Mananthavady,മാനന്തവാടി,5,000000,32,KERALA
1504,252169,5,Manjeri,മഞ്ചേരി,5,803268,32,KERALA
1505,272907,2,Mannarkad,മണ്ണാർക്കാട്,5,000000,32,KERALA
1506,252226,4,Maradu,മരട്,5,000000,32,KERALA
1507,252139,5,Mattannur,മട്ടന്നൂര്,5,803261,32,KERALA
1508,252250,3,Mavelikkara,മാവേലിക്കര,5,803302,32,KERALA
1509,272898,2,Mukkom,മുക്കം,5,000000,32,KERALA
1510,252230,2,Muvattupuzha,മുവ്വാററുപുഴ,5,803291,32,KERALA
1511,252259,4,Nedumangad,നെടുമങ്ങാട്,5,803311,32,KERALA
1512,252261,4,Neyyattinkara,നെയ്യാറ്റിന്കര,5,803313,32,KERALA
1513,259710,2,Nilambur,നിലമ്പൂര്,5,000000,32,KERALA
1514,259711,2,Nileshwar,നീലേശ്വര്,5,000000,32,KERALA
1515,252175,4,Ottappalam,ഒറ്റപ്പാലം,5,803274,32,KERALA
1516,252234,2,Palai,പാലാ,5,803294,32,KERALA
1517,252176,6,Palakkad,പാലക്കാട്,5,803275,32,KERALA
1518,272908,2,Pandalam,പന്തളം,5,000000,32,KERALA
1519,272885,3,Panoor,പാനൂര്,5,000000,32,KERALA
1520,272912,2,Parappanangadi,പരപ്പനങ്ങാടി,5,000000,32,KERALA
1521,252256,3,Paravoor,പരവൂര്,5,803308,32,KERALA
1522,252215,5,Paravur,പറവൂര്,5,803287,32,KERALA
1523,252252,5,Pathanamthitta,പത്തനംതിട്ട,5,803304,32,KERALA
1524,272905,3,Pattambi,പട്ടാമ്പി,5,000000,32,KERALA
1525,252111,8,Payyannur,പയ്യന്നൂര്,5,803257,32,KERALA
1526,272896,2,Payyoli,പയ്യോളി,5,000000,32,KERALA
1527,252171,4,Perinthalmanna,പെരിന്തല്മണ്ണ,5,803270,32,KERALA
1528,252207,2,Perumbavoor,പെരുമ്പാവൂര്,5,803284,32,KERALA
1529,272882,2,Piravom,പിറവം,5,000000,32,KERALA
1530,252173,4,Ponnani,പൊന്നാനി,5,803272,32,KERALA
1531,252254,4,Punalur,പുനലൂര്,5,803307,32,KERALA
1532,272899,2,Ramanattukara,രാമനാട്ടുകര,5,000000,32,KERALA
1533,252174,4,Shoranur,ഷൊര്ണ്ണൂര്,5,803273,32,KERALA
1534,272884,2,Sreekandapuram,ശ്രീകണ്ഠപുരം,5,000000,32,KERALA
1535,272911,2,Sulthanbathery,സുൽത്താൻ ബത്തേരി,5,000000,32,KERALA
1536,252112,7,Taliparamba,തളിപറമ്പ,5,803258,32,KERALA
1537,272904,2,Tanur,താനൂർ,5,000000,32,KERALA
1538,252149,4,Thalassery,തലശ്ശേരി,5,803263,32,KERALA
1539,252251,5,Thiruvalla,തിരുവല്ല,5,803303,32,KERALA
1540,252260,27,Thiruvananthapuram,തിരുവനന്തപുരം,4,803312,32,KERALA
1541,252233,3,Thodupuzha,തൊടുപുഴ,5,803293,32,KERALA
1542,259708,9,Thrikkakara,തൃക്കാക്കര,5,000000,32,KERALA
1543,252227,4,Thrippunithura,തൃപ്പുണിത്തുറ,5,803290,32,KERALA
1544,252194,18,Thrissur,തൃശ്ശൂര്‍,4,803280,32,KERALA
1545,252172,4,Tirur,തിരൂര്,5,803271,32,KERALA
1546,272903,2,Tirurangadi,തിരുരങ്ങാടി,5,000000,32,KERALA
1547,252236,2,Vaikom,വൈക്കം,5,803295,32,KERALA
1548,272902,2,Valanchery,വളാഞ്ചേരി,5,000000,32,KERALA
1549,252257,5,Varkala,വര്ക്കല,5,803309,32,KERALA
1550,252157,6,Vatakara,വടകര,5,803265,32,KERALA
1551,272909,7,Wadakkanchery,വടക്കാഞ്ചേരി,5,000000,32,KERALA
1552,248178,4,Kargil,,5,800048,37,LADAKH
1553,248177,3,Leh,,5,800047,37,LADAKH
1554,250858,1,Agar,,5,802237,23,MADHYA PRADESH
1555,250749,1,Ajaygarh,,7,802147,23,MADHYA PRADESH
1556,250685,1,Akoda,,7,802091,23,MADHYA PRADESH
1557,250863,1,Akodia,,7,802242,23,MADHYA PRADESH
1558,250692,1,Alampur,,7,802098,23,MADHYA PRADESH
1559,250882,1,Alirajpur,,5,802433,23,MADHYA PRADESH
1560,250839,1,Alot,,7,802218,23,MADHYA PRADESH
1561,250753,1,Amanganj,,7,802151,23,MADHYA PRADESH
1562,253195,1,Amarkantak,,7,802421,23,MADHYA PRADESH
1563,250786,1,Amarpatan,,7,802178,23,MADHYA PRADESH
1564,251008,2,Amarwara,,5,802377,23,MADHYA PRADESH
1565,250675,1,Ambah,,5,802081,23,MADHYA PRADESH
1566,248073,1,AMLA,,5,802340,23,MADHYA PRADESH
1567,250915,1,Anjad,,7,802286,23,MADHYA PRADESH
1568,250699,1,Antari,,7,802106,23,MADHYA PRADESH
1569,265847,1,ANUPPUR NP,अनूपपुर,5,802419,23,MADHYA PRADESH
1570,250719,1,Aron,,7,802404,23,MADHYA PRADESH
1571,250715,1,Ashoknagar,,5,802408,23,MADHYA PRADESH
1572,250949,2,Ashta,आष्टा,5,802315,23,MADHYA PRADESH
1573,293817,1,Athana,अठाना,7,000000,23,MADHYA PRADESH
1574,263361,1,Athner,,7,802334,23,MADHYA PRADESH
1575,250975,1,Babai,,7,802347,23,MADHYA PRADESH
1576,290258,1,Badagaon,,7,802131,23,MADHYA PRADESH
1577,250733,2,Badagaon Shajapur,,7,802235,23,MADHYA PRADESH
1578,250744,1,Bada -Malhera,,7,802142,23,MADHYA PRADESH
1579,250709,1,Badarwas,,7,802116,23,MADHYA PRADESH
1580,250838,1,Badawada,,7,802217,23,MADHYA PRADESH
1581,250961,1,Badi,,7,802330,23,MADHYA PRADESH
1582,251025,1,Badkuhi,,7,802385,23,MADHYA PRADESH
1583,250852,1,Badnagar,,5,802231,23,MADHYA PRADESH
1584,250884,1,Badnawar,,7,802257,23,MADHYA PRADESH
1585,250857,1,Badod,,7,802236,23,MADHYA PRADESH
1586,250674,1,Badoda,,7,802080,23,MADHYA PRADESH
1587,277237,2,Badonee,बडोनी,7,802110,23,MADHYA PRADESH
1588,290389,1,Bagali,,7,802254,23,MADHYA PRADESH
1589,298930,1,Bagh,Bagh,7,,23,MADHYA PRADESH
1590,251041,1,Baihar,,7,802398,23,MADHYA PRADESH
1591,250792,1,Baikunthpur,,7,802183,23,MADHYA PRADESH
1592,263211,2,Bairad,,7,000000,23,MADHYA PRADESH
1593,298926,2,Bakho,Bakho,7,,23,MADHYA PRADESH
1594,251040,1,Balaghat,,5,802397,23,MADHYA PRADESH
1595,290276,1,Baldevgarh,,7,802127,23,MADHYA PRADESH
1596,289260,1,BAMHNI BANJAR,BAMHNI BANJAR,7,802374,23,MADHYA PRADESH
1597,250760,1,Banda,,7,802155,23,MADHYA PRADESH
