S.No.,"Local Body Code","Local Body Version",Local Body Name,"Local Body Name (In Local)","Localbody Type Code",Census 2011 Code,State Code,State Name
2776,248722,2,Bandikui,बांदीकुई,7,800510,8,RAJASTHAN
2777,296923,6,BANSUR,बानसूर,7,000000,8,RAJASTHAN
2778,248835,11,Banswara,बांसवाडा,5,800601,8,RAJASTHAN
2779,248858,6,Baran,बारा,5,800615,8,RAJASTHAN
2780,248712,2,Bari,बाडी,7,800502,8,RAJASTHAN
2781,248843,2,Bari Sadri,बडी सादडी,7,800608,8,RAJASTHAN
2782,248766,5,Barmer,बाडमेर,5,800550,8,RAJASTHAN
2783,296931,7,BASERI,बसेड़ी,7,,8,RAJASTHAN
2784,296925,4,BASSI,बस्सी,7,,8,RAJASTHAN
2785,248711,2,Bayana,बयाना,7,800501,8,RAJASTHAN
2786,248790,5,Beawar,ब्यावर,5,800571,8,RAJASTHAN
2787,248837,2,Begun,बेेेेेगूं,7,800603,8,RAJASTHAN
2788,248694,2,Behror,बहरोर,7,800486,8,RAJASTHAN
2789,248666,2,Bhadra,भादरा,7,800459,8,RAJASTHAN
2790,248708,2,Bharatpur,भरतपुर,4,800498,8,RAJASTHAN
2791,248867,2,Bhawani Mandi,भवानी मण्डी,7,800620,8,RAJASTHAN
2792,248812,7,Bhilwara,भीलवाडा,5,800592,8,RAJASTHAN
2793,248823,2,Bhinder,भीण्डर,7,800624,8,RAJASTHAN
2794,248768,3,Bhinmal,भीनमाल,7,800552,8,RAJASTHAN
2795,248695,5,Bhiwadi,भिवाडी,5,800487,8,RAJASTHAN
2796,296924,4,BHOPALGARH,भोपालगढ़,7,000000,8,RAJASTHAN
2797,248709,2,Bhusawar,भुसावर,7,800499,8,RAJASTHAN
2798,248678,2,Bidasar,बीदासर,7,800471,8,RAJASTHAN
2799,248667,4,Bikaner,बीकानेर,4,800460,8,RAJASTHAN
2800,248762,3,Bilara,बिलाडा,7,800546,8,RAJASTHAN
2801,248681,3,Bissau,बिसाउ,7,800474,8,RAJASTHAN
2802,299534,3,Borawar,बोरावड़,7,000000,8,RAJASTHAN
2803,248806,6,Bundi,बूंदी,5,800587,8,RAJASTHAN
2804,248737,3,Chaksu,चाकसूू,7,800523,8,RAJASTHAN
2805,248860,2,Chhabra,छबडा,7,800616,8,RAJASTHAN
2806,248679,2,Chhapar,छापर,7,800472,8,RAJASTHAN
2807,248842,2,Chhoti Sadri,छोटी सादडी,7,800627,8,RAJASTHAN
2808,248687,3,Chirawa,चिडावा,7,800481,8,RAJASTHAN
2809,248839,5,Chittaurgarh,चित्तौडगढ,5,800605,8,RAJASTHAN
2810,248730,2,Chomu,चौमूं,7,800516,8,RAJASTHAN
2811,248673,6,Churu,चूरू,5,800468,8,RAJASTHAN
2812,248725,9,Dausa,दौसा,5,800511,8,RAJASTHAN
2813,248705,2,Deeg,डीग,7,800495,8,RAJASTHAN
2814,277231,2,degana,डेगाना,7,000000,8,RAJASTHAN
2815,248816,2,Deogarh,देवगढ,7,800595,8,RAJASTHAN
2816,248799,2,Deoli,देवली,7,800580,8,RAJASTHAN
2817,248668,2,Deshnoke,देशनोक,7,800461,8,RAJASTHAN
2818,248713,5,Dhaulpur,धौलपुर,5,800503,8,RAJASTHAN
2819,248748,2,Didwana,डीडवाना,7,800534,8,RAJASTHAN
2820,248831,6,Dungarpur,डूंगरपुर,5,800599,8,RAJASTHAN
2821,248784,2,Falna,फालना,7,800566,8,RAJASTHAN
2822,248821,2,Fatehnagar,फतेहनगर,7,800622,8,RAJASTHAN
2823,248739,2,Fatehpur,फतेहपुुुर,7,800525,8,RAJASTHAN
2824,248654,2,Gajsinghpur,गजसिंहपुर,7,800448,8,RAJASTHAN
2825,248811,2,Gangapur,गंगापुर,7,800591,8,RAJASTHAN
2826,248718,5,Gangapur City,गंगापुर सिटी,5,800508,8,RAJASTHAN
2827,299536,2,Govindgarh,गोविन्दगढ़,7,000000,8,RAJASTHAN
2828,293844,1,Greater Jaipur,ग्रेटर जयपुर,4,000000,8,RAJASTHAN
2829,248809,2,Gulabpura,गुलाबपुरा,7,800589,8,RAJASTHAN
2830,248662,10,Hanumangarh,हनुमानगढ,5,800455,8,RAJASTHAN
2831,248716,5,Hindaun,हिन्डौन,5,800506,8,RAJASTHAN
2832,248802,2,Indragarh,इन्द्रगढ,7,800583,8,RAJASTHAN
2833,263007,3,ITAWA,ईटावा,7,000000,8,RAJASTHAN
2834,248813,2,Jahazpur,जहाजपुर,7,800593,8,RAJASTHAN
2835,248736,2,Jaipur Heritage,जयपुर हैरिटेेेज,4,800522,8,RAJASTHAN
2836,248763,5,Jaisalmer,जैसलमेर,5,800547,8,RAJASTHAN
2837,248775,2,Jaitaran,जैतारण,7,800559,8,RAJASTHAN
2838,248767,6,Jalore,जालौर,5,800551,8,RAJASTHAN
2839,296927,4,JAWAL,जावाल,7,,8,RAJASTHAN
2840,248862,6,Jhalawar,झालावाड,5,800617,8,RAJASTHAN
2841,248863,3,Jhalrapatan,झालरापाटन,7,800618,8,RAJASTHAN
2842,248683,7,Jhunjhunun,झुुंझुनूू,5,800476,8,RAJASTHAN
2843,248732,3,Jobner,जोबनेर,7,800520,8,RAJASTHAN
2844,293843,1,Jodhpur-North,जोधपुर-उत्तर,4,000000,8,RAJASTHAN
2845,248760,7,Jodhpur-South,जोधपुर-दक्षिण,4,800544,8,RAJASTHAN
2846,248847,2,Kaithoon,कैथून,7,800610,8,RAJASTHAN
2847,248703,2,Kaman,कामां,7,800493,8,RAJASTHAN
2848,248824,2,Kanor,कानोर,7,800625,8,RAJASTHAN
2849,248840,3,Kapasan,कपासन,7,800606,8,RAJASTHAN
2850,248804,2,Kaprain,कापरेन,7,800586,8,RAJASTHAN
2851,248717,5,Karauli,करौली,5,800507,8,RAJASTHAN
2852,248793,2,Kekri,केकडी,7,800575,8,RAJASTHAN
2853,248805,2,Keshoraipatan,केशवरायपाटन,7,800585,8,RAJASTHAN
2854,248649,2,Kesrisinghpur,केसरीसिंहपुर,7,800444,8,RAJASTHAN
2855,248698,2,Khairthal,खैरथल,7,800489,8,RAJASTHAN
2856,248743,2,Khandela,खण्डेला,7,800529,8,RAJASTHAN
2857,277601,2,Khatushyamji,खाटुश्यामजी,7,000000,8,RAJASTHAN
2858,248702,2,Kherli,खेेडली,7,800492,8,RAJASTHAN
2859,248690,2,Khetri,खेतडी,7,800482,8,RAJASTHAN
2860,248786,5,Kishangarh,किशनगढ,5,800568,8,RAJASTHAN
2861,277233,2,kishangarhbas,किशनगढबास,7,000000,8,RAJASTHAN
2862,248731,3,Kishangarh Renwal,किशनगढ रेनवाल,7,800517,8,RAJASTHAN
2863,293842,1,Kota-North,कोटा-उत्तर,4,000000,8,RAJASTHAN
2864,248845,2,Kota-South,कोटा-दक्षिण,4,800609,8,RAJASTHAN
2865,299535,2,Kotkasim,,7,000000,8,RAJASTHAN
2866,248727,2,Kotputli,कोटपुुतली,7,800513,8,RAJASTHAN
2867,248757,3,Kuchaman City,कुचामन सिटी,7,800541,8,RAJASTHAN
2868,248752,2,Kuchera,कुचेरा,7,800537,8,RAJASTHAN
2869,248707,3,Kumher,कुम्हेर,7,800497,8,RAJASTHAN
2870,248836,3,Kushalgarh,कुशलगढ,7,800602,8,RAJASTHAN
2871,248740,2,Lachhmangarh,लक्ष्मणगढ,7,800526,8,RAJASTHAN
2872,248747,2,Ladnu,लाडनूू,7,800533,8,RAJASTHAN
2873,248803,2,Lakheri,लाखेरी,7,800584,8,RAJASTHAN
2874,296935,4,LALGARH-JATTAN,लालगढ़ जाटानं,7,,8,RAJASTHAN
2875,248726,2,Lalsot,लालसोट,7,800512,8,RAJASTHAN
2876,296915,6,LAXMANGARH (ALWAR),लक्ष्मणगढ़ (अलवर),7,000000,8,RAJASTHAN
2877,248742,2,Losal,लोसल,7,800528,8,RAJASTHAN
2878,275691,4,Mahwa,महवा,7,000000,8,RAJASTHAN
2879,248756,5,Makrana,मकराना,5,800540,8,RAJASTHAN
2880,248794,2,Malpura,मालपुुुुरा,7,800576,8,RAJASTHAN
2881,248814,2,Mandalgarh,मण्डलगढ,7,800594,8,RAJASTHAN
2882,248682,3,Mandawa,मण्डावा,7,800475,8,RAJASTHAN
2883,296926,4,MANDAWARI,मंडावरी,7,,8,RAJASTHAN
2884,248856,2,Mangrol,मांगरोल,7,800613,8,RAJASTHAN
2885,248753,3,Merta City,मेडता सिटी,7,800538,8,RAJASTHAN
2886,248773,2,Mount Abu,माउण्ट आबू,7,800557,8,RAJASTHAN
2887,248691,2,Mukandgarh,मुकूून्दगढ,7,800483,8,RAJASTHAN
2888,248751,2,Mundwa,मुण्डवा,7,800536,8,RAJASTHAN
2889,248706,2,Nadbai,नदबई,7,800496,8,RAJASTHAN
2890,248704,2,Nagar,नगर,7,800494,8,RAJASTHAN
2891,248749,9,Nagaur,नागौर,5,800535,8,RAJASTHAN
2892,248801,2,Nainwa,नैनवा,7,800582,8,RAJASTHAN
2893,277232,2,nasirabad,नसीराबाद,7,000000,8,RAJASTHAN
2894,248820,2,Nathdwara,नाथद्वारा,7,800598,8,RAJASTHAN
2895,248758,3,Nawa,नावा,7,800542,8,RAJASTHAN
2896,248692,2,Nawalgarh,नवलगढ,7,800484,8,RAJASTHAN
2897,248746,2,Neem-Ka-Thana,नीम-का-थाना,7,800532,8,RAJASTHAN
2898,248841,2,Nimbahera,निम्बाहेडा,7,800607,8,RAJASTHAN
2899,248796,2,Niwai,निवाई,7,800577,8,RAJASTHAN
2900,248665,2,Nohar,नोहर,7,800458,8,RAJASTHAN
2901,248669,2,Nokha,नोखा,7,800462,8,RAJASTHAN
2902,248653,2,Padampur,पदमपुर,7,800449,8,RAJASTHAN
2903,248778,5,Pali,पाली,5,800561,8,RAJASTHAN
2904,296922,6,PAOTA,पावटा,7,000000,8,RAJASTHAN
2905,248755,2,Parbatsar,परबतसर,7,800539,8,RAJASTHAN
2906,277602,3,partapur -garhi,परतापुर-गढी,7,000000,8,RAJASTHAN
2907,248759,3,Phalodi,फलाैैैैदी,7,800543,8,RAJASTHAN
2908,248734,3,Phulera,फुलेरा,7,800519,8,RAJASTHAN
2909,248685,3,Pilani,पिलानी,7,800478,8,RAJASTHAN
2910,248663,2,Pilibanga,पीलीबंगा,7,800456,8,RAJASTHAN
2911,277234,2,pindwara,पिण्डवारा,7,000000,8,RAJASTHAN
2912,248761,3,Pipar City,पीपाड सिटी,7,800545,8,RAJASTHAN
2913,248868,2,Pirawa,पिडावा,7,800621,8,RAJASTHAN
2914,248764,3,Pokaran,पोकरण,7,800548,8,RAJASTHAN
2915,248844,6,Pratapgarh,प्रतापगढ,5,800628,8,RAJASTHAN
2916,248787,2,Pushkar,पुष्कर,7,800569,8,RAJASTHAN
2917,248655,2,Raisinghnagar,रायसिंहनगर,7,800450,8,RAJASTHAN
2918,248714,2,Rajakhera,राजाखेडा,7,800504,8,RAJASTHAN
2919,248677,2,Rajaldesar,राजलदेसर,7,800470,8,RAJASTHAN
2920,248671,4,Rajgarh (Alwar),राजगढ़ (अलवर),7,800465,8,RAJASTHAN
2921,248700,5,Rajgarh(Churu),राजगढ,7,800491,8,RAJASTHAN
2922,248818,5,Rajsamand,राजसमंद,5,800597,8,RAJASTHAN
2923,248851,2,Ramganj Mandi,रामगंज मण्डी,7,800611,8,RAJASTHAN
2924,248738,2,Ramgarh,रामगढ,7,800524,8,RAJASTHAN
2925,296916,7,RAMGARH (ALWAR),रामगढ़ (अलवर),7,000000,8,RAJASTHAN
2926,248780,2,Rani,रानी,7,800562,8,RAJASTHAN
2927,248676,2,Ratangarh,रतनगढ,7,800469,8,RAJASTHAN
2928,248674,2,Ratannagar,रतननगर,7,800467,8,RAJASTHAN
2929,248838,2,Rawatbhata,रावतभाटा,7,800604,8,RAJASTHAN
2930,248664,2,Rawatsar,रावतसर,7,800457,8,RAJASTHAN
2931,248745,2,Reengus,रींगस,7,800531,8,RAJASTHAN
2932,263008,3,ROOPBAS,रूपबास,7,000000,8,RAJASTHAN
2933,248781,2,Sadri,सादडी,7,800563,8,RAJASTHAN
2934,248652,2,Sadulshahar,सादुलशहर,7,800447,8,RAJASTHAN
2935,248832,3,Sagwara,सगवाडा,7,800600,8,RAJASTHAN
2936,248826,2,Salumbar,सलूम्बर,7,800626,8,RAJASTHAN
2937,248733,3,Sambhar,सांभर,7,800518,8,RAJASTHAN
2938,248769,3,Sanchore,सांचोर,7,800553,8,RAJASTHAN
2939,248661,2,Sangaria,सांगरिया,7,800454,8,RAJASTHAN
2940,248855,3,Sangod,सांगोद,7,800612,8,RAJASTHAN
2941,296932,7,SAPOTRA,सपोटरा,7,,8,RAJASTHAN
2942,248672,2,Sardarshahar,सरदारशहर,7,800466,8,RAJASTHAN
2943,296930,4,SARMATHURA,सरमथुरा,7,,8,RAJASTHAN
2944,248792,2,Sarwar,सरवाड,7,800574,8,RAJASTHAN
2945,248720,6,Sawai Madhopur,सवाई माधोपुर,5,800509,8,RAJASTHAN
2946,248729,2,Shahpura,शाहपुरा,7,800515,8,RAJASTHAN
2947,277235,3,shahpura..(Bhilwara),शाहपुरा(भीलवाड़ा),7,000000,8,RAJASTHAN
2948,248770,2,Sheoganj,शिवगंज,7,800554,8,RAJASTHAN
2949,248741,5,Sikar,सीकर,5,800527,8,RAJASTHAN
2950,298995,2,sikri,,7,000000,8,RAJASTHAN
2951,248771,6,Sirohi,सिरोही,5,800555,8,RAJASTHAN
2952,248776,2,Sojat,सोजत,7,800560,8,RAJASTHAN
2953,248675,3,Sri Dungargarh,श्री डूंगरगढ,7,800463,8,RAJASTHAN
2954,248651,6,Sri Ganganagar,श्री गंगानगर,5,800446,8,RAJASTHAN
2955,248650,3,Srikaranpur,श्रीकरणपुर,7,800445,8,RAJASTHAN
2956,248744,2,Sri Madhopur,श्री माधोपुर,7,800530,8,RAJASTHAN
2957,248658,4,Srivijainagar,श्रीविजयनगर,7,800452,8,RAJASTHAN
2958,248680,5,Sujangarh,सुजानगढ,5,800473,8,RAJASTHAN
2959,296933,7,SULTANPUR,सुल्तानपुर,7,,8,RAJASTHAN
2960,248783,2,Sumerpur,सूमेरपुर,7,800565,8,RAJASTHAN
2961,248688,3,Surajgarh,सूरजगढ,7,800480,8,RAJASTHAN
2962,248660,2,Suratgarh,सूरतगढ,7,800453,8,RAJASTHAN
2963,248782,2,Takhatgarh,तख्तगढ,7,800564,8,RAJASTHAN
2964,248670,2,Taranagar,तारानगर,7,800464,8,RAJASTHAN
2965,290432,1,Thanagaji,थानागाजी,7,000000,8,RAJASTHAN
2966,248696,2,Tijara,तिजारा,7,800488,8,RAJASTHAN
2967,248715,2,Todabhim,टोडाभीम,7,800505,8,RAJASTHAN
2968,248798,2,Todaraisingh,टोडारायसिंह,7,800579,8,RAJASTHAN
2969,248797,6,Tonk,टोंक,5,800578,8,RAJASTHAN
2970,298994,3,Uchhain,उच्चैन,7,000000,8,RAJASTHAN
2971,248822,2,Udaipur,उदयपुर,4,800623,8,RAJASTHAN
2972,248693,2,Udaipurwati,उदयपुरवाटी,7,800485,8,RAJASTHAN
2973,248800,2,Uniara,उनियारा,7,800581,8,RAJASTHAN
2974,248686,3,Vidyavihar,विद्याविहार,7,800479,8,RAJASTHAN
2975,248791,4,Vijainagar,विजयनगर,7,800572,8,RAJASTHAN
2976,248728,2,Viratnagar,विराटनगर,7,800514,8,RAJASTHAN
2977,248710,2,Weir,वैर,7,800500,8,RAJASTHAN
2978,249694,1,Gangtok,,4,801421,11,SIKKIM
2979,249690,4,Gyalshing Nagar Panchayat,,5,801417,11,SIKKIM
2980,249689,2,Mangan Nagar Panchayat,,7,801416,11,SIKKIM
2981,249692,1,Namchi Municipal Council,,5,801419,11,SIKKIM
2982,249693,3,Nayabazar Jorethang Nagar Panchayat,,5,801420,11,SIKKIM
2983,290460,1,Rangpo Nagar Panchayat,,7,000000,11,SIKKIM
2984,249695,2,Singtam Nagar Panchayat,,7,801422,11,SIKKIM
2985,252954,1,Abiramam,அபிராமம்,7,803807,33,TAMIL NADU
2986,253002,2,Achampudur,அச்சன்புதூர்,7,803851,33,TAMIL NADU
2987,252348,2,Acharapakkam,அச்சரபாக்கம்,7,803373,33,TAMIL NADU
2988,252607,1,Adikaratti,அதிகரட்டி,7,803569,33,TAMIL NADU
2989,252840,1,Adiramapattinam,அதிராமப்பட்டிணம்,7,803712,33,TAMIL NADU
2990,252818,1,Aduthurai,ஆடுதுறை,7,803691,33,TAMIL NADU
2991,252702,2,Agaram,அகரம்,7,803587,33,TAMIL NADU
2992,253090,1,Agastheeswaram,அகஸ்தீஸ்வரம்,7,803937,33,TAMIL NADU
2993,260288,2,Alagapapuram,அழகப்பாபுரம்,7,803932,33,TAMIL NADU
2994,252505,1,Alampalayam,ஆலம்பாளையம்,7,803485,33,TAMIL NADU
2995,252883,1,Alanganallur,அலங்காநல்லுhர்,7,803748,33,TAMIL NADU
2996,252395,2,Alangayam,ஆலங்காயம்,7,803405,33,TAMIL NADU
2997,252852,1,Alangudi,ஆலங்குடி,7,803721,33,TAMIL NADU
2998,253008,2,Alangulam,ஆலங்குளம்,7,803857,33,TAMIL NADU
2999,252658,1,Alanthurai,ஆலந்துரை,7,803994,33,TAMIL NADU
3000,253063,1,Alur,ஆளூர்,7,803916,33,TAMIL NADU
3001,253012,1,Alwarkurichi,ஆழ்வார்குறிச்சி,7,803861,33,TAMIL NADU
3002,252977,1,Alwarthirunagiri,ஆழ்வார்திருநகரி,7,803829,33,TAMIL NADU
3003,253014,2,Ambasamudram,,5,803864,33,TAMIL NADU
3004,252391,2,Ambur,,5,803406,33,TAMIL NADU
3005,252714,1,Ammainaickanur,அம்மைநாயக்கனூர்,7,803597,33,TAMIL NADU
3006,252533,1,Ammapettai,அம்மாபேட்டை,7,803703,33,TAMIL NADU
3007,252829,1,Ammapettai,அம்மாப்பேட்டை,7,803511,33,TAMIL NADU
3008,252361,2,Ammoor,அம்மூர்,7,803383,33,TAMIL NADU
3009,252678,1,Anaimalai,ஆனைமலை,7,804006,33,TAMIL NADU
3010,252437,1,Ananthapuram,அனந்தபுரம்,7,803426,33,TAMIL NADU
3011,252922,1,Andipatti,ஆண்டிப்பட்டி,7,803786,33,TAMIL NADU
3012,253089,2,Anjugrammam,அஞ்சுகிராமம்,7,803933,33,TAMIL NADU
3013,252782,1,Annamalai Nagar,அண்ணாமலைநகர்,7,803658,33,TAMIL NADU
3014,252844,1,Annavasal,அன்னவாசல்,7,803716,33,TAMIL NADU
3015,252614,1,Annur,அன்னூர்,7,803969,33,TAMIL NADU
3016,252535,1,Anthiyur,அந்தியூர்,7,803512,33,TAMIL NADU
3017,252537,1,Appakudal,ஆப்பக்கூடல்,7,803516,33,TAMIL NADU
3018,252575,1,Arachalur,அரச்சலூர்,7,803551,33,TAMIL NADU
3019,252445,2,Arakandanallur,அரகண்டநல்லூர்,7,803434,33,TAMIL NADU
3020,252367,2,ARAKKONAM,,5,803387,33,TAMIL NADU
3021,253076,1,Aralvaimozhi,ஆரல்வாய்மொழி,7,803923,33,TAMIL NADU
3022,252263,1,Arani,ஆரணி,7,803316,33,TAMIL NADU
3023,252422,1,Arani,,5,803412,33,TAMIL NADU
3024,252854,1,Aranthangi,,5,803724,33,TAMIL NADU
3025,252471,1,Arasiramani,அரசிராமணி,7,803459,33,TAMIL NADU
3026,252719,1,Aravakurichi,அரவக்குறிச்சி,7,803601,33,TAMIL NADU
3027,252373,2,Arcot,,5,803392,33,TAMIL NADU
3028,252850,1,Arimalam,அரிமளம்,7,803719,33,TAMIL NADU
3029,252767,2,Ariyalur,,5,803645,33,TAMIL NADU
3030,252529,1,Ariyappampalayam,அரியப்பம்பாளையம்,7,803507,33,TAMIL NADU
3031,253033,1,Arumanai,அருமனை,7,803881,33,TAMIL NADU
3032,252760,1,Arumbavur,அரும்பாவூர்,7,803638,33,TAMIL NADU
3033,252981,1,Arumuganeri,ஆறுமுகனேரி,7,803831,33,TAMIL NADU
3034,252947,1,Aruppukkottai,,5,803801,33,TAMIL NADU
3035,252536,1,Athani,அத்தானி,7,803514,33,TAMIL NADU
3036,252509,1,Athanur,அத்தனூர்,7,803488,33,TAMIL NADU
3037,252979,1,Athur,ஆத்தூர்,7,803827,33,TAMIL NADU
3038,253055,1,Athur,ஆத்தூர்,7,803900,33,TAMIL NADU
3039,252483,1,Attayampatti,ஆட்டையாம்பட்டி,7,803467,33,TAMIL NADU
3040,252491,1,Attur,,5,803473,33,TAMIL NADU
3041,252276,4,Avadi,,4,803323,33,TAMIL NADU
3042,252572,2,Avalpoondurai,அவல்பூந்துரை,7,803545,33,TAMIL NADU
3043,252615,1,Avanashi,அவிநாசி,7,804021,33,TAMIL NADU
3044,252870,1,A.Vellalapatti,அ.வெள்ளாளபட்டி,7,803740,33,TAMIL NADU
3045,252691,1,Ayakudi,ஆயக்குடி,7,803577,33,TAMIL NADU
3046,252996,2,Aygudi,ஆய்க்குடி,7,803845,33,TAMIL NADU
3047,252486,1,Ayothiapattinam,அயோத்தியாபட்டணம்,7,803470,33,TAMIL NADU
3048,252699,1,Ayyalur,அய்யலூர்,7,803583,33,TAMIL NADU
3049,252711,2,Ayyampalayam,அய்யம்பாளையம்,7,803593,33,TAMIL NADU
3050,252340,1,Ayyampettai,அய்யம்பேட்டை,7,803701,33,TAMIL NADU
3051,253073,2,Azhagiapandipuram,அழகியபாண்டியபுரம்,7,803921,33,TAMIL NADU
3052,252740,1,Balakrishnampatti,பாலகிருட்டிணம்பட்டி,7,803622,33,TAMIL NADU
3053,252694,1,Balasamudram,பாலசமுத்திரம்,7,803578,33,TAMIL NADU
3054,252401,1,Bargur,பர்கூர்,7,803953,33,TAMIL NADU
3055,252718,1,Batlagundu,வத்தலகுண்டு,7,803600,33,TAMIL NADU
3056,252487,1,Belur,பேளூர்,7,803468,33,TAMIL NADU
3057,252539,1,Bhavani,,5,803517,33,TAMIL NADU
3058,252530,1,Bhavanisagar,பவானிசாகர்,7,803508,33,TAMIL NADU
3059,252779,1,Bhuvanagiri,புவனகிரி,7,803655,33,TAMIL NADU
3060,252609,1,Bikketti,பிக்கட்டி,7,803572,33,TAMIL NADU
3061,252415,1,B.Mallapuram,பொ. மல்லாபுரம்,7,803946,33,TAMIL NADU
3062,252896,1,B. Meenakshipuram,போ. மீனாட்சிபுரம்,7,803762,33,TAMIL NADU
3063,252897,1,Bodinayakanur,,5,803760,33,TAMIL NADU
3064,253074,1,Boothapandi,பூதப்பாண்டி,7,803922,33,TAMIL NADU
3065,252895,1,Boothipuram,பூதிப்புரம்,7,803759,33,TAMIL NADU
3066,252333,2,Chengalpattu,,5,803364,33,TAMIL NADU
3067,252432,1,Chengam,செங்கம்,7,803421,33,TAMIL NADU
3068,252294,9,Chennai,,4,803339,33,TAMIL NADU
3069,252584,1,Chennasamudram,சென்னசமுத்திரம்,7,803557,33,TAMIL NADU
3070,252562,1,Chennimalai,சென்னிமலை,7,803535,33,TAMIL NADU
3071,253019,1,Cheranmadevi,சேரன்மகாதேவி,7,803865,33,TAMIL NADU
3072,252430,1,Chetpet,சேத்துப்பட்டு,7,803419,33,TAMIL NADU
3073,252926,1,Chettiarpatti,செட்டியார்பட்டி,7,803789,33,TAMIL NADU
3074,252617,1,Chettipalayam,செட்டிபாளையம்,7,803995,33,TAMIL NADU
3075,252781,1,Chidambaram,,5,803657,33,TAMIL NADU
3076,252593,1,Chinnakkampalayam,சின்னக்காம்பாளையம்,7,804019,33,TAMIL NADU
3077,252709,3,Chinnalapatti,சின்னாளப்பட்டி,7,803592,33,TAMIL NADU
3078,252913,1,Chinnamanur,,5,803777,33,TAMIL NADU
3079,252452,2,Chinnasalem,சின்னசேலம்,7,803441,33,TAMIL NADU
3080,252564,1,Chithode,சித்தோடு,7,803537,33,TAMIL NADU
3081,252320,2,Chitlapakkam,சிட்லபாக்கம்,7,803343,33,TAMIL NADU
3082,252819,1,Cholapuram,சோழபுரம்,7,803695,33,TAMIL NADU
3083,252653,10,Coimbatore,,4,803984,33,TAMIL NADU
3084,252605,1,Coonoor,,5,803570,33,TAMIL NADU
3085,253001,2,Courtalam,குற்றாலம்,7,803849,33,TAMIL NADU
3086,252773,2,Cuddalore,,4,803650,33,TAMIL NADU
3087,252918,1,CUMBUM,,5,803783,33,TAMIL NADU
3088,252406,1,Denkanikottai,தேன்கனிக்கோட்டை,7,803957,33,TAMIL NADU
3089,252427,1,Desur,தேசூர்,7,803416,33,TAMIL NADU
3090,252899,1,Devadanapatti,தேவதானப்பட்டி,7,803764,33,TAMIL NADU
3091,252864,1,Devakkottai,,5,803734,33,TAMIL NADU
3092,252595,1,Devarshola,தேவர்சோலா,7,803559,33,TAMIL NADU
3093,252688,1,Dhali,தளி,7,804030,33,TAMIL NADU
3094,252656,1,Dhaliyur,தளியூர்,7,803986,33,TAMIL NADU
3095,252592,2,Dharapuram,,5,804018,33,TAMIL NADU
3096,252825,1,Dharasuram,தாராசுரம்,7,803699,33,TAMIL NADU
3097,252417,1,Dharmapuri,,5,803948,33,TAMIL NADU
3098,252707,4,Dindigul,,4,803589,33,TAMIL NADU
3099,252470,1,Edaganasalai,இடங்கணசாலை,7,803458,33,TAMIL NADU
3100,253034,2,Edaicode,இடைக்கோடு,7,803882,33,TAMIL NADU
3101,252349,2,Edakalinadu,இடைக்கழிநாடு,7,803374,33,TAMIL NADU
3102,260289,1,Elampillai,இளம்பிள்ளை,7,803464,33,TAMIL NADU
3103,252548,1,Elathur,எலத்தூர்,7,803526,33,TAMIL NADU
3104,252885,1,Elumalai,எழுமலை,7,803750,33,TAMIL NADU
3105,252975,1,Eral,ஏரல்,7,803825,33,TAMIL NADU
3106,253064,1,Eraniel,இரணியல்,7,803910,33,TAMIL NADU
3107,252698,1,Eriodu,எரியோடு,7,803582,33,TAMIL NADU
3108,252568,5,Erode,,4,803542,33,TAMIL NADU
3109,252520,1,Erumaipatti,எருமைப்பட்டி,7,803498,33,TAMIL NADU
3110,253028,1,Eruvadi,ஏர்வாடி,7,803875,33,TAMIL NADU
3111,252489,1,Ethapur,ஏத்தாப்பூர்,7,803472,33,TAMIL NADU
3112,252966,1,Ettayapuram,எட்டையபுரம்,7,803818,33,TAMIL NADU
3113,252666,1,Ettimadai,எட்டிமடை,7,803997,33,TAMIL NADU
3114,253043,1,Ezhudesam,ஏழுதேசம்,7,803890,33,TAMIL NADU
3115,253081,1,Ganapathipuram,கணபதிபுரம்,7,803930,33,TAMIL NADU
3116,252788,1,Gangaikondan,கெங்கைகொண்டான்,7,803663,33,TAMIL NADU
3117,252496,1,Gangavalli,கெங்கவல்லி,7,803478,33,TAMIL NADU
3118,252900,1,Ganguvarpatti,கெங்குவார்பட்டி,7,803763,33,TAMIL NADU
3119,252436,1,Gingee,செஞ்சி,7,803425,33,TAMIL NADU
3120,252547,1,Gobichettipalayam,,5,803523,33,TAMIL NADU
3121,253022,1,Gopalasamudram,கோபாலசமுத்திரம்,7,803871,33,TAMIL NADU
3122,252596,1,Gudalur,,5,803784,33,TAMIL NADU
3123,252639,2,Gudalur,,5,803971,33,TAMIL NADU
3124,252920,1,Gudalur,கூடலூர்,7,803560,33,TAMIL NADU
3125,252351,2,Gudiyatham,,5,803375,33,TAMIL NADU
3126,252262,1,Gummidipoondi,கும்மிடிப்பூண்டி,7,803314,33,TAMIL NADU
3127,252916,1,Hanumanthampatti,அனுமந்தன்பட்டி,7,803780,33,TAMIL NADU
3128,252413,1,Harur,அரூர்,7,803944,33,TAMIL NADU
3129,252921,1,Highways,ஹைவேவிஸ்,7,803785,33,TAMIL NADU
3130,252399,2,Hosur,,4,803951,33,TAMIL NADU
3131,252608,1,Huligal,உலிக்கல்,7,803571,33,TAMIL NADU
3132,252468,1,Idappadi,,5,803456,33,TAMIL NADU
