Local Body Code,Local Body Version,Local Body Name (IN English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Intermediate/Block Panchayat Code,District Panchayat Code,State Code,State Name (In English)
253665,7,Bhotgaon,,15,VCDC,253409,0,18,ASSAM
253736,6,Bhowraguri,,15,VCDC,253409,0,18,ASSAM
253730,7,Bhumka,,15,VCDC,253409,0,18,ASSAM
253542,1,Bhutiachang,,15,VCDC,253409,0,18,ASSAM
253572,3,Bhuyankhat,,15,VCDC,253409,0,18,ASSAM
261173,1,Bijnigaon,Bijnigaon,15,VCDC,253409,0,18,ASSAM
253675,1,Binnachara,,15,VCDC,253409,0,18,ASSAM
253716,3,Binnyakhata,,15,VCDC,253409,0,18,ASSAM
253440,2,BIRHENGAON,,15,VCDC,253409,0,18,ASSAM
253427,2,BISHNUPUR,,15,VCDC,253409,0,18,ASSAM
276420,2,Bismuri,,15,VCDC,253409,0,18,ASSAM
253449,1,BONGALI PARA,,15,VCDC,253409,0,18,ASSAM
253693,2,Bongshigaon,,15,VCDC,253409,0,18,ASSAM
261130,1,Bonmaja,Bonmaja,15,VCDC,253409,0,18,ASSAM
253694,5,Bonorgaon,,15,VCDC,253409,0,18,ASSAM
253682,5,Boragari,,15,VCDC,253409,0,18,ASSAM
261086,1,Borbari,Borbari,15,VCDC,253409,0,18,ASSAM
253523,2,Borigaon,,15,VCDC,253409,0,18,ASSAM
253515,4,Borla,,15,VCDC,253409,0,18,ASSAM
253428,3,BORLAWGAON,,15,VCDC,253409,0,18,ASSAM
253717,5,Borobadha,,15,VCDC,253409,0,18,ASSAM
253429,3,BOROBAZAR,,15,VCDC,253409,0,18,ASSAM
261107,2,Borphena,Borphena,15,VCDC,253409,0,18,ASSAM
253683,1,Borshijhora,,15,VCDC,253409,0,18,ASSAM
253718,1,Boshgaon,,15,VCDC,253409,0,18,ASSAM
253557,1,Budura,,15,VCDC,253409,0,18,ASSAM
253708,1,Burachara,,15,VCDC,253409,0,18,ASSAM
253474,1,CHAIBARI,,15,VCDC,253409,0,18,ASSAM
261146,2,Chapaguri,Chapaguri,15,VCDC,253409,0,18,ASSAM
261175,1,Chatianguri,Chatianguri,15,VCDC,253409,0,18,ASSAM
253482,1,CHAULKARA,,15,VCDC,253409,0,18,ASSAM
253574,1,Chengapathar,,15,VCDC,253409,0,18,ASSAM
253676,3,Chithila,,15,VCDC,253409,0,18,ASSAM
253460,1,CHOTOGUMA,,15,VCDC,253409,0,18,ASSAM
253532,2,Chumuapara,,15,VCDC,253409,0,18,ASSAM
261133,2,Chunbari,Chunbari,15,VCDC,253409,0,18,ASSAM
261121,1,Dakhin Howly,Dakhin Howly,15,VCDC,253409,0,18,ASSAM
253497,1,DAKHIN KUMARIKATA,,15,VCDC,253409,0,18,ASSAM
253498,1,DAKHIN KUMARIKATA NO.  1,,15,VCDC,253409,0,18,ASSAM
253499,1,DAKHIN KUMARIKATA NO. 2,,15,VCDC,253409,0,18,ASSAM
261163,2,Dakhin Makra,Dakhin Makra,15,VCDC,253409,0,18,ASSAM
253510,3,Dalakati Borobazar,,15,VCDC,253409,0,18,ASSAM
253667,2,Daloabari,,15,VCDC,253409,0,18,ASSAM
261174,2,Dangaigaon,Dangaigaon,15,VCDC,253409,0,18,ASSAM
261179,1,Dangaigaon,Dangaigaon,15,VCDC,253409,0,18,ASSAM
261108,1,Dangrigaon,Dangrigaon,15,VCDC,253409,0,18,ASSAM
261147,3,Dangtol,Dangtol,15,VCDC,253409,0,18,ASSAM
253430,1,DARANGA,,15,VCDC,253409,0,18,ASSAM
261090,2,Debachara,Debachara,15,VCDC,253409,0,18,ASSAM
272917,4,Debargaon,,15,VCDC,253409,0,18,ASSAM
253625,5,Debitola,,15,VCDC,253409,0,18,ASSAM
253642,3,Deborgaon,,15,VCDC,253409,0,18,ASSAM
261148,1,Deosri,Deosri,15,VCDC,253409,0,18,ASSAM
261119,1,Deosunga,Deosunga,15,VCDC,253409,0,18,ASSAM
261117,1,Deulkuchi,Deulkuchi,15,VCDC,253409,0,18,ASSAM
261164,6,Dewanpara,Dewanpara,15,VCDC,253409,0,18,ASSAM
261180,4,Dewanpara (Part),Dewanpara (Part),15,VCDC,253409,0,18,ASSAM
253483,1,DHAMDHAMA,,15,VCDC,253409,0,18,ASSAM
253475,3,DHANASHREEPUR,,15,VCDC,253409,0,18,ASSAM
253618,15,Dhansiri,,15,VCDC,253409,0,18,ASSAM
253695,7,Dhauliguri Dotma,,15,VCDC,253409,0,18,ASSAM
273263,2,Dhauliguri Gossaigaon,,15,VCDC,253409,0,18,ASSAM
261131,1,Dhekiajani,Dhekiajani,15,VCDC,253409,0,18,ASSAM
261115,1,Dhepargaon,Dhepargaon,15,VCDC,253409,0,18,ASSAM
253656,4,Dholmara,,15,VCDC,253409,0,18,ASSAM
273193,4,Dhouliguri Gossaigaon,Dhouliguri Gossaigaon,15,VCDC,253409,0,18,ASSAM
253556,2,Dimakuchi,,15,VCDC,253409,0,18,ASSAM
253461,1,DINDINGA,,15,VCDC,253409,0,18,ASSAM
261084,1,Doomni,Doomni,15,VCDC,253409,0,18,ASSAM
253684,7,Dumuriguri,,15,VCDC,253409,0,18,ASSAM
253583,1,Dumuruguri,,15,VCDC,253409,0,18,ASSAM
261097,1,Duwarkuchi,Duwarkuchi,15,VCDC,253409,0,18,ASSAM
253673,2,East Maligaon Mohanpur,,15,VCDC,253409,0,18,ASSAM
253610,1,Ekrabari,,15,VCDC,253409,0,18,ASSAM
253441,1,ENKARBARI,,15,VCDC,253409,0,18,ASSAM
253743,2,Failaguri,,15,VCDC,253409,0,18,ASSAM
253664,7,Fulguri,,15,VCDC,253409,0,18,ASSAM
261198,5,Gambaribil,Gambaribil,15,VCDC,253409,0,18,ASSAM
253488,1,GANDHIBARI,,15,VCDC,253409,0,18,ASSAM
253723,5,Gardenpur,,15,VCDC,253409,0,18,ASSAM
261172,2,Gargaon Bhalatol,Gargaon Bhalatol,15,VCDC,253409,0,18,ASSAM
253551,2,Garuajhar,,15,VCDC,253409,0,18,ASSAM
253442,2,GARUBHASHA,,15,VCDC,253409,0,18,ASSAM
253596,4,Gelabil,,15,VCDC,253409,0,18,ASSAM
253652,5,Gendrabil,,15,VCDC,253409,0,18,ASSAM
253509,2,Gerua,,15,VCDC,253409,0,18,ASSAM
253578,4,Gerua,,15,VCDC,253409,0,18,ASSAM
277603,1,geruwa,,15,VCDC,253409,0,18,ASSAM
253539,3,Ghagra,,15,VCDC,253409,0,18,ASSAM
261138,1,Ghoramara,Ghoramara,15,VCDC,253409,0,18,ASSAM
261106,1,Ghoramara Rupahi,Ghoramara Rupahi,15,VCDC,253409,0,18,ASSAM
261126,1,Gobardhana,Gobardhana,15,VCDC,253409,0,18,ASSAM
253411,1,GODHULIGAON,,15,VCDC,253409,0,18,ASSAM
253412,1,GOLAGAON,,15,VCDC,253409,0,18,ASSAM
253724,1,Gongia,,15,VCDC,253409,0,18,ASSAM
253560,2,Gopachachuba,,15,VCDC,253409,0,18,ASSAM
261112,1,Gopchar,Gopchar,15,VCDC,253409,0,18,ASSAM
253450,1,GORESWAR,,15,VCDC,253409,0,18,ASSAM
253685,1,Gossainichina,,15,VCDC,253409,0,18,ASSAM
253559,1,Goybari,,15,VCDC,253409,0,18,ASSAM
253744,2,Grahampur,,15,VCDC,253409,0,18,ASSAM
253451,1,GURMOW,,15,VCDC,253409,0,18,ASSAM
253699,6,Guwabari,,15,VCDC,253409,0,18,ASSAM
253600,2,Habigaon,,15,VCDC,253409,0,18,ASSAM
253686,3,Habrubari,,15,VCDC,253409,0,18,ASSAM
253734,3,Habrubil,,15,VCDC,253409,0,18,ASSAM
253543,2,Hahchara,,15,VCDC,253409,0,18,ASSAM
261165,4,Hakua Serfang,Hakua Serfang,15,VCDC,253409,0,18,ASSAM
273387,2,HAKUA- SERFANG,Hakua Serfang,15,VCDC,253409,0,18,ASSAM
261183,5,Hakua Serfang1,Hakua Serfang1,15,VCDC,253409,0,18,ASSAM
253657,6,Haloadol,,15,VCDC,253409,0,18,ASSAM
253643,2,Haltugaon,,15,VCDC,253409,0,18,ASSAM
253749,1,Haraputa,,15,VCDC,253409,0,18,ASSAM
253731,2,Harbhanga Gossaigaon,,15,VCDC,253409,0,18,ASSAM
253651,3,Harinaguri,,15,VCDC,253409,0,18,ASSAM
253528,2,Harisinga,,15,VCDC,253409,0,18,ASSAM
253541,2,Hatigarh,,15,VCDC,253409,0,18,ASSAM
253719,1,Hatigarh,,15,VCDC,253409,0,18,ASSAM
261149,1,Hatisar,Hatisar,15,VCDC,253409,0,18,ASSAM
253701,2,Hawriapet,,15,VCDC,253409,0,18,ASSAM
253687,6,Hokmabil,,15,VCDC,253409,0,18,ASSAM
253720,2,Hudumkata,,15,VCDC,253409,0,18,ASSAM
253562,1,Jabangapathar,,15,VCDC,253409,0,18,ASSAM
253511,2,Jaberitola,,15,VCDC,253409,0,18,ASSAM
253677,2,Jagdai,,15,VCDC,253409,0,18,ASSAM
253602,1,Jagyapur,,15,VCDC,253409,0,18,ASSAM
253413,2,JALAGAON,,15,VCDC,253409,0,18,ASSAM
253414,1,JALAH,,15,VCDC,253409,0,18,ASSAM
253709,1,Janaligaon,,15,VCDC,253409,0,18,ASSAM
253710,4,Jaraguri Goladangi,,15,VCDC,253409,0,18,ASSAM
253452,1,JENGAJHAR,,15,VCDC,253409,0,18,ASSAM
253696,4,Jharbari,,15,VCDC,253409,0,18,ASSAM
253589,3,Jhargaon,,15,VCDC,253409,0,18,ASSAM
253584,2,Jhargaon Kadamguri,,15,VCDC,253409,0,18,ASSAM
253632,4,Jolabila,,15,VCDC,253409,0,18,ASSAM
253636,1,Joldoba,,15,VCDC,253409,0,18,ASSAM
253725,1,Joleswari,,15,VCDC,253409,0,18,ASSAM
261137,1,Jopadong,Jopadong,15,VCDC,253409,0,18,ASSAM
253738,5,Joypur,,15,VCDC,253409,0,18,ASSAM
253569,2,Kacharison,,15,VCDC,253409,0,18,ASSAM
253580,3,Kacharitol,,15,VCDC,253409,0,18,ASSAM
253726,2,Kachugaon,,15,VCDC,253409,0,18,ASSAM
253467,3,KADAMTALA,,15,VCDC,253409,0,18,ASSAM
253443,1,KAJALGAON,,15,VCDC,253409,0,18,ASSAM
253613,1,Kajiamati,,15,VCDC,253409,0,18,ASSAM
261103,1,Kaklabari,Kaklabari,15,VCDC,253409,0,18,ASSAM
253415,1,KAKLABARI,,15,VCDC,253409,0,18,ASSAM
253575,3,Kalaigaon Town,,15,VCDC,253409,0,18,ASSAM
253552,2,Kalikhola,,15,VCDC,253409,0,18,ASSAM
253658,4,Kalipukhuri,,15,VCDC,253409,0,18,ASSAM
253468,1,KALJAR,,15,VCDC,253409,0,18,ASSAM
276422,1,Kalugaon Subhaijhar,,15,VCDC,253409,0,18,ASSAM
253727,4,Kamalsing,,15,VCDC,253409,0,18,ASSAM
253462,1,KAMANDANGA,,15,VCDC,253409,0,18,ASSAM
253416,1,KAMARDAISA,,15,VCDC,253409,0,18,ASSAM
253659,4,Karigaon Tarang Serfang,,15,VCDC,253409,0,18,ASSAM
253739,5,Kartimari,,15,VCDC,253409,0,18,ASSAM
253751,2,Kartimari Asharikandi,,15,VCDC,253409,0,18,ASSAM
253711,3,Kashiabari,,15,VCDC,253409,0,18,ASSAM
253444,1,KASHIKOTRA,,15,VCDC,253409,0,18,ASSAM
261101,1,Kaurbaha,Kaurbaha,15,VCDC,253409,0,18,ASSAM
261114,1,Kaurbaha,Kaurbaha,15,VCDC,253409,0,18,ASSAM
253626,1,Kazigaon,,15,VCDC,253409,0,18,ASSAM
253549,3,Khagrabari,,15,VCDC,253409,0,18,ASSAM
253540,3,Khairajangal,,15,VCDC,253409,0,18,ASSAM
253521,1,Khamabari,,15,VCDC,253409,0,18,ASSAM
261116,1,Khandikar,Khandikar,15,VCDC,253409,0,18,ASSAM
261089,1,Kharuajan,Kharuajan,15,VCDC,253409,0,18,ASSAM
253548,2,Khasiachuba,,15,VCDC,253409,0,18,ASSAM
261099,1,Khatarbari,Khatarbari,15,VCDC,253409,0,18,ASSAM
253586,5,Khoirabari,,15,VCDC,253409,0,18,ASSAM
253520,3,Khowrang,,15,VCDC,253409,0,18,ASSAM
261150,5,Khungring,Khungring,15,VCDC,253409,0,18,ASSAM
261132,1,Khusrabari,Khusrabari,15,VCDC,253409,0,18,ASSAM
253431,3,KOILA MOILA,,15,VCDC,253409,0,18,ASSAM
253678,2,Koraitari,,15,VCDC,253409,0,18,ASSAM
253571,1,Koupati,,15,VCDC,253409,0,18,ASSAM
253590,4,Kuhiarkuchi,,15,VCDC,253409,0,18,ASSAM
261166,2,Kumarsali Batabari,Kumarsali Batabari,15,VCDC,253409,0,18,ASSAM
253432,4,KUNKRAJHORA,,15,VCDC,253409,0,18,ASSAM
253660,3,Kurshakati Kokrajhar,,15,VCDC,253409,0,18,ASSAM
253638,6,Kurshakati, Rupshi,,15,VCDC,253409,0,18,ASSAM
253606,2,Lamabari,,15,VCDC,253409,0,18,ASSAM
253469,1,MADHAPUR,,15,VCDC,253409,0,18,ASSAM
253668,4,Magurmari,,15,VCDC,253409,0,18,ASSAM
253588,1,Mahaliapara,,15,VCDC,253409,0,18,ASSAM
253631,4,Mahamaya,,15,VCDC,253409,0,18,ASSAM
253453,1,MAHARIPARA,,15,VCDC,253409,0,18,ASSAM
253674,3,Mahendrapur Saralpara,,15,VCDC,253409,0,18,ASSAM
261128,1,Mainamata Pathar,Mainamata Pathar,15,VCDC,253409,0,18,ASSAM
261124,1,Mairajhar Pathar,Mairajhar Pathar,15,VCDC,253409,0,18,ASSAM
253745,3,Majadabri,,15,VCDC,253409,0,18,ASSAM
253582,1,Majorchuba,,15,VCDC,253409,0,18,ASSAM
253712,3,Maktaigaon,,15,VCDC,253409,0,18,ASSAM
253713,3,Malaguri,,15,VCDC,253409,0,18,ASSAM
253433,7,MALIPARA,,15,VCDC,253409,0,18,ASSAM
261152,8,Malipara(Pt),Malipara(Pt),15,VCDC,253409,0,18,ASSAM
261151,7,Malivita,Malivita,15,VCDC,253409,0,18,ASSAM
253645,3,Maoriagaon,,15,VCDC,253409,0,18,ASSAM
253603,2,Mazbat,,15,VCDC,253409,0,18,ASSAM
253489,1,MAZGURI,,15,VCDC,253409,0,18,ASSAM
253601,2,Merabil,,15,VCDC,253409,0,18,ASSAM
253536,2,Merbangchuba,,15,VCDC,253409,0,18,ASSAM
261091,1,Merkuchi,Merkuchi,15,VCDC,253409,0,18,ASSAM
253741,4,Milon Bazar,,15,VCDC,253409,0,18,ASSAM
253627,1,Modati,,15,VCDC,253409,0,18,ASSAM
253621,1,Mohanpur,,15,VCDC,253409,0,18,ASSAM
253714,2,Mojati,,15,VCDC,253409,0,18,ASSAM
261177,1,Monakocha,Monakocha,15,VCDC,253409,0,18,ASSAM
253628,6,Monglajhora,,15,VCDC,253409,0,18,ASSAM
261167,6,Mongolian,Mongolian,15,VCDC,253409,0,18,ASSAM
261181,2,Mongolian (Part),Mongolian (Part),15,VCDC,253409,0,18,ASSAM
253607,3,Mudoibari,,15,VCDC,253409,0,18,ASSAM
253608,4,Mudoibari,,15,VCDC,253409,0,18,ASSAM
253530,2,Murmela,,15,VCDC,253409,0,18,ASSAM
253634,2,Murshuljhora,,15,VCDC,253409,0,18,ASSAM
253566,1,Mwilapara,,15,VCDC,253409,0,18,ASSAM
261200,2,Nabinagar,Nabinagar,15,VCDC,253409,0,18,ASSAM
253661,3,Nadangari,,15,VCDC,253409,0,18,ASSAM
253544,1,Nagachuba,,15,VCDC,253409,0,18,ASSAM
261098,1,Nagrijuli,Nagrijuli,15,VCDC,253409,0,18,ASSAM
253470,1,NAMATI,,15,VCDC,253409,0,18,ASSAM
253604,3,Naoherua,,15,VCDC,253409,0,18,ASSAM
253454,1,NAOKATA,,15,VCDC,253409,0,18,ASSAM
253576,1,Naptipara,,15,VCDC,253409,0,18,ASSAM
253476,1,NARAYANPUR,,15,VCDC,253409,0,18,ASSAM
253570,2,Natunpanbari,,15,VCDC,253409,0,18,ASSAM
253484,1,NAYABASTI,,15,VCDC,253409,0,18,ASSAM
253688,2,Nepalpara,,15,VCDC,253409,0,18,ASSAM
261085,1,Nikashi,Nikashi,15,VCDC,253409,0,18,ASSAM
261125,1,Nimua,Nimua,15,VCDC,253409,0,18,ASSAM
261118,1,Niz-Betna,Niz-Betna,15,VCDC,253409,0,18,ASSAM
253587,5,Niz-Chinakona,,15,VCDC,253409,0,18,ASSAM
253490,1,NIZ DEFELI,,15,VCDC,253409,0,18,ASSAM
253581,1,Niz-Kalaigaon,,15,VCDC,253409,0,18,ASSAM
253563,1,No. 1 Sonajuli,,15,VCDC,253409,0,18,ASSAM
261093,1,No.-3 Dakshin Kumarikata,No.-3 Dakshin Kumarikata,15,VCDC,253409,0,18,ASSAM
261094,1,No-4 Dakshin Kumarikata,No-4 Dakshin Kumarikata,15,VCDC,253409,0,18,ASSAM
261092,1,No. 4 Pachim Kumarikata,No. 4 Pachim Kumarikata,15,VCDC,253409,0,18,ASSAM
261095,1,No-4 Tamulpur,No-4 Tamulpur,15,VCDC,253409,0,18,ASSAM
261096,1,No-5 Tamulpur,No-5 Tamulpur,15,VCDC,253409,0,18,ASSAM
253553,2,Nonaikhuti,,15,VCDC,253409,0,18,ASSAM
261199,2,Nondipur,Nondipur,15,VCDC,253409,0,18,ASSAM
253653,4,North Nayekgaon,,15,VCDC,253409,0,18,ASSAM
253623,7,North West Bashbari,,15,VCDC,253409,0,18,ASSAM
253518,5,Odala,,15,VCDC,253409,0,18,ASSAM
253477,1,ODALBARI,,15,VCDC,253409,0,18,ASSAM
253697,2,Onthaibil,,15,VCDC,253409,0,18,ASSAM
253597,5,Orang,,15,VCDC,253409,0,18,ASSAM
253554,1,Orengajuli,,15,VCDC,253409,0,18,ASSAM
277604,1,oubari,,15,VCDC,253409,0,18,ASSAM
253654,5,Owabari,,15,VCDC,253409,0,18,ASSAM
253455,2,OWGURI,,15,VCDC,253409,0,18,ASSAM
253434,1,OXIGURI,,15,VCDC,253409,0,18,ASSAM
253669,3,Pachim Maligaon,,15,VCDC,253409,0,18,ASSAM
253735,1,Padmabil,,15,VCDC,253409,0,18,ASSAM
261135,1,Pakhamara,Pakhamara,15,VCDC,253409,0,18,ASSAM
253417,1,PALCHIGURI,,15,VCDC,253409,0,18,ASSAM
253732,5,Panbari,,15,VCDC,253409,0,18,ASSAM
261100,1,Panbari,Panbari,15,VCDC,253409,0,18,ASSAM
253435,3,PANBARI,,15,VCDC,253409,0,18,ASSAM
253533,1,Panery,,15,VCDC,253409,0,18,ASSAM
253558,1,Panesheli,,15,VCDC,253409,0,18,ASSAM
253491,1,PASCHIM DEFELI NO.1,,15,VCDC,253409,0,18,ASSAM
253492,1,PASCHIM DEFELI NO.2,,15,VCDC,253409,0,18,ASSAM
253493,1,PASCHIM DEFELI NO.3,,15,VCDC,253409,0,18,ASSAM
261123,1,Paschim Howly,Paschim Howly,15,VCDC,253409,0,18,ASSAM
253500,1,PASCHIM KUMARIKATA NO. 1,,15,VCDC,253409,0,18,ASSAM
253501,1,PASCHIM KUMARIKATA NO. 2,,15,VCDC,253409,0,18,ASSAM
253502,1,PASCHIM KUMARIKATA NO. 3,,15,VCDC,253409,0,18,ASSAM
253555,2,Paschim Patla,,15,VCDC,253409,0,18,ASSAM
253503,1,PASCHIM TAMULPUR NO.1,,15,VCDC,253409,0,18,ASSAM
253504,1,PASCHIM TAMULPUR NO.2,,15,VCDC,253409,0,18,ASSAM
253505,1,PASCHIM TAMULPUR NO.3,,15,VCDC,253409,0,18,ASSAM
261153,2,Patabari,Patabari,15,VCDC,253409,0,18,ASSAM
253670,3,Patgaon,,15,VCDC,253409,0,18,ASSAM
253418,1,PATLA,,15,VCDC,253409,0,18,ASSAM
253620,5,Phuhurabari,,15,VCDC,253409,0,18,ASSAM
253598,2,Phulaguri,,15,VCDC,253409,0,18,ASSAM
253679,4,Pochagarh,,15,VCDC,253409,0,18,ASSAM
253702,4,Polashguri,,15,VCDC,253409,0,18,ASSAM
253629,9,Polashguri Debitola,,15,VCDC,253409,0,18,ASSAM
261168,8,Poshlabari Gargaon,Poshlabari Gargaon,15,VCDC,253409,0,18,ASSAM
261178,3,Poshlabari Gargaon(Part),Poshlabari Gargaon(Part),15,VCDC,253409,0,18,ASSAM
253680,2,Pratapkhata,,15,VCDC,253409,0,18,ASSAM
261122,1,Pub-Howly,Pub-Howly,15,VCDC,253409,0,18,ASSAM
253494,1,PUB KUMARIKATA NO.1,,15,VCDC,253409,0,18,ASSAM
253495,1,PUB KUMARIKATA NO.2,,15,VCDC,253409,0,18,ASSAM
253496,1,PUB KUMARIKATA NO.3,,15,VCDC,253409,0,18,ASSAM
253456,1,PUKHURIPAR,,15,VCDC,253409,0,18,ASSAM
253538,2,Purandia,,15,VCDC,253409,0,18,ASSAM
253611,1,Purani Garaibari,,15,VCDC,253409,0,18,ASSAM
253619,1,Purani Hapagaon,,15,VCDC,253409,0,18,ASSAM
261088,1,Puranshripur,Puranshripur,15,VCDC,253409,0,18,ASSAM
253419,2,RABANGGURI,,15,VCDC,253409,0,18,ASSAM
253752,1,Raikhunbari,,15,VCDC,253409,0,18,ASSAM
253721,5,Raimona,,15,VCDC,253409,0,18,ASSAM
253567,1,Rajagarh,,15,VCDC,253409,0,18,ASSAM
261104,1,Ramchartari,Ramchartari,15,VCDC,253409,0,18,ASSAM
253689,3,Ramfalbil,,15,VCDC,253409,0,18,ASSAM
253457,1,RAMPUR,,15,VCDC,253409,0,18,ASSAM
261154,2,Ranchaidham,Ranchaidham,15,VCDC,253409,0,18,ASSAM
253599,2,Rangapani,,15,VCDC,253409,0,18,ASSAM
253746,1,Rangsupur,,15,VCDC,253409,0,18,ASSAM
253585,2,Ranipukhuri,,15,VCDC,253409,0,18,ASSAM
253535,1,Ratanpur,,15,VCDC,253409,0,18,ASSAM
253740,1,Rimijhimi,,15,VCDC,253409,0,18,ASSAM
253436,8,ROWMARI,,15,VCDC,253409,0,18,ASSAM
253615,3,Rowta,,15,VCDC,253409,0,18,ASSAM
253617,1,Rowta Bagan,,15,VCDC,253409,0,18,ASSAM
253591,2,Rowtagaon,,15,VCDC,253409,0,18,ASSAM
253616,5,Rowta Station,,15,VCDC,253409,0,18,ASSAM
261155,1,Runikhata,Runikhata,15,VCDC,253409,0,18,ASSAM
253564,1,Rupakhat,,15,VCDC,253409,0,18,ASSAM
261105,1,Rupaphuli,Rupaphuli,15,VCDC,253409,0,18,ASSAM
253420,1,RUPOHI,,15,VCDC,253409,0,18,ASSAM
253635,1,Rupshi,,15,VCDC,253409,0,18,ASSAM
253595,1,Saikia chuburi,,15,VCDC,253409,0,18,ASSAM
253662,3,Salakati,,15,VCDC,253409,0,18,ASSAM
253421,1,SALBARI,,15,VCDC,253409,0,18,ASSAM
253516,1,Santipur,,15,VCDC,253409,0,18,ASSAM
253485,1,SANTIPUR,,15,VCDC,253409,0,18,ASSAM
253519,4,Sapangaon,,15,VCDC,253409,0,18,ASSAM
253703,1,Sapkata,,15,VCDC,253409,0,18,ASSAM
253526,1,Sapkhaiti,,15,VCDC,253409,0,18,ASSAM
253524,1,Sastrapara,,15,VCDC,253409,0,18,ASSAM
261156,8,Satipur-Bilashpur,Satipur-Bilashpur,15,VCDC,253409,0,18,ASSAM
253733,7,Satyapur,,15,VCDC,253409,0,18,ASSAM
253422,1,SAUDAR BHITHA,,15,VCDC,253409,0,18,ASSAM
253690,5,Serfanguri,,15,VCDC,253409,0,18,ASSAM
253681,2,Shaktiashram,,15,VCDC,253409,0,18,ASSAM
253445,1,SHYAMSINGKILLA,,15,VCDC,253409,0,18,ASSAM
253446,3,SHYAMTHAIBARI,,15,VCDC,253409,0,18,ASSAM
253691,2,Sialmari,,15,VCDC,253409,0,18,ASSAM
253447,1,SIDLI,,15,VCDC,253409,0,18,ASSAM
253671,3,Sijuguri,,15,VCDC,253409,0,18,ASSAM
261102,1,Silbari,Silbari,15,VCDC,253409,0,18,ASSAM
253437,1,SILBARI BHAWRAGURI,,15,VCDC,253409,0,18,ASSAM
253458,1,SILIKIJHAR,,15,VCDC,253409,0,18,ASSAM
253646,5,Simborgaon,,15,VCDC,253409,0,18,ASSAM
253531,3,Simluguri,,15,VCDC,253409,0,18,ASSAM
253704,4,Simultapu,,15,VCDC,253409,0,18,ASSAM
253614,1,Sivapur,,15,VCDC,253409,0,18,ASSAM
253512,2,Sonaigaon,,15,VCDC,253409,0,18,ASSAM
253624,4,South East Bashbari,,15,VCDC,253409,0,18,ASSAM
253655,4,South Nayekgaon,,15,VCDC,253409,0,18,ASSAM
253747,2,Srirampur,,15,VCDC,253409,0,18,ASSAM
253459,1,SUAGPUR,,15,VCDC,253409,0,18,ASSAM
253486,1,SUBANKHATA,,15,VCDC,253409,0,18,ASSAM
253478,1,SUBANSHRIPUR,,15,VCDC,253409,0,18,ASSAM
261169,6,Subhaijhar,Subhaijhar,15,VCDC,253409,0,18,ASSAM
253438,5,SUBHAIJHAR,,15,VCDC,253409,0,18,ASSAM
253672,3,Sukanjhora,,15,VCDC,253409,0,18,ASSAM
253568,2,Suklai,,15,VCDC,253409,0,18,ASSAM
253728,1,Takampur,,15,VCDC,253409,0,18,ASSAM
253463,1,TAMARHAT,,15,VCDC,253409,0,18,ASSAM
253529,2,Tamulbari,,15,VCDC,253409,0,18,ASSAM
253506,1,TAMULPUR NO.1,,15,VCDC,253409,0,18,ASSAM
253507,1,TAMULPUR NO.2,,15,VCDC,253409,0,18,ASSAM
253508,1,TAMULPUR NO.3,,15,VCDC,253409,0,18,ASSAM
261120,1,Tengajhar,Tengajhar,15,VCDC,253409,0,18,ASSAM
253545,1,Tenkibasti,,15,VCDC,253409,0,18,ASSAM
253573,1,Tepakhat,,15,VCDC,253409,0,18,ASSAM
261157,2,Thaikajhora,Thaikajhora,15,VCDC,253409,0,18,ASSAM
261170,2,Thaisobari,Thaisobari,15,VCDC,253409,0,18,ASSAM
253748,1,Thakurpur,,15,VCDC,253409,0,18,ASSAM
253479,1,THAMNA,,15,VCDC,253409,0,18,ASSAM
261171,3,Thuribari,Thuribari,15,VCDC,253409,0,18,ASSAM
253663,3,Tilokgaon,,15,VCDC,253409,0,18,ASSAM
253647,3,Tinali,,15,VCDC,253409,0,18,ASSAM
253630,6,Tipkai,,15,VCDC,253409,0,18,ASSAM
253648,5,Titaguri,,15,VCDC,253409,0,18,ASSAM
253565,1,Totolapara,,15,VCDC,253409,0,18,ASSAM
261158,1,Tukrajhar,Tukrajhar,15,VCDC,253409,0,18,ASSAM
253737,1,Tulshibil,,15,VCDC,253409,0,18,ASSAM
253487,1,TUPALIA,,15,VCDC,253409,0,18,ASSAM
253514,3,Udalguri,,15,VCDC,253409,0,18,ASSAM
253633,3,Ujanpara,,15,VCDC,253409,0,18,ASSAM
253649,2,Ultapani Labanyapur,,15,VCDC,253409,0,18,ASSAM
253439,1,ULUBARI,,15,VCDC,253409,0,18,ASSAM
277606,1,Uttar howly,,15,VCDC,253409,0,18,ASSAM
261129,1,Uttar Kharija Bijni,Uttar Kharija Bijni,15,VCDC,253409,0,18,ASSAM
257806,6,Amreng,Amreng,16,Village Development Committee,255148,255164,18,ASSAM
257799,4,Amri,Amri,16,Village Development Committee,255148,255164,18,ASSAM
257803,2,Bithung,Bithung,16,Village Development Committee,255148,255164,18,ASSAM
257820,4,Bokajan,Bokajan,16,Village Development Committee,255148,255164,18,ASSAM
272755,2,Borail Autonomous Council Constituency,,16,Village Development Committee,270482,1806,18,ASSAM
257818,8,Borjan,Borjan,16,Village Development Committee,255148,255164,18,ASSAM
257800,2,Chinthong,Chinthong,16,Village Development Committee,255148,255164,18,ASSAM
