S.No.,Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
4625,4046,142,Thiruverumbur,6379,THIRUVERAMBUR,614,591,TIRUCHIRAPPALLI,230377,Kumbakudi,534,27,Tiruchirappalli,TAMIL NADU,05780,5780,Thiruverumbur,636029,636029,KUMBAKUDI VELAYUTHANKUDI
4626,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228059,CHOCKANATHAPURAM,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640223,640223,Kathappattu
4627,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224969,Chembarasanapalli,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643782,643782,Chembarasanapalli
4628,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228024,ALLUR,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640284,640284,Panangadi
4629,4056,104,Bhavani,6155,AMMAPET,610,573,ERODE,223560,KANNAPALLI,536,,Tiruppur,TAMIL NADU,00000,5969,Anthiyur,634858,634858,Kannapalli
4630,3948,55,Hosur,6206,HOSUR,631,577,KRISHNAGIRI,224823,Chennasandiram,518,14,Krishnagiri,TAMIL NADU,05890,5890,Hosur,643765,643765,Chennasandiram
4631,4080,72,Tindivanam,6464,OLAKKUR,607,596,VILLUPURAM,233493,VADAKALAVAI,540,,Viluppuram,TAMIL NADU,05729,5729,Tindivanam,632537,632537,Kalavoi (Vada)
4632,4077,47,Vaniyambadi,6445,NATRAMPALLI,000,732,Tirupathur,232608,KODAYANCHI,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630940,630940,Ambalur
4633,4089,195,Thiruparankundram,6225,TIRUPPARANGUNRAM,623,578,MADURAI,225474,Panaiyur,541,,Virudhunagar,TAMIL NADU,05841,5841,Madurai South,641031,641031,Kallambal
4634,4080,72,Tindivanam,6464,OLAKKUR,607,596,VILLUPURAM,233476,NALLATHUR,540,,Viluppuram,TAMIL NADU,05729,5729,Tindivanam,632543,632543,Nallathur
4635,4071,50,Tiruppattur,6440,KANDILI,000,732,Tirupathur,232432,GAJALNAICKANPATTI,538,,Tiruvannamalai,TAMIL NADU,05720,5720,Tirupathur,631137,631137,Ganganayakanpatti
4636,3862,3,Tiruttani,6356,TIRUTTANI,602,589,THIRUVALLUR,229535,Cherukkanur,503,6,Arakkonam,TAMIL NADU,05696,5696,Tiruttani,628912,628912,Cherukkanur
4637,3862,3,Tiruttani,6350,PALLIPATTU,602,589,THIRUVALLUR,229354,Nedugal,503,6,Arakkonam,TAMIL NADU,05697,5697,Pallipattu,628952,628952,Nedigallu
4638,4032,200,Bodinayackanur,6339,BODINAYAKKANUR,624,588,THENI,229032,Kottakudi,532,,Theni,TAMIL NADU,05842,5842,Bodinayakanur,641072,641072,Kottagudi
4639,3995,183,Aranthangi,6265,ARANTANGI,621,582,PUDUKKOTTAI,226670,Egaperumalur,526,34,Ramanathapuram,TAMIL NADU,05826,5826,Aranthangi,639772,639772,Punayankundu
4640,3976,96,Tiruchengodu,6252,TIRUCHENGODU,609,580,NAMAKKAL,226261,T goundampalayam,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634442,634442,T.Kavundampalayam
4641,3864,68,Cheyyar,6403,ANAKKAVUR,606,593,TIRUVANNAMALAI,230963,Vellai,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631360,631360,Kizhmattai
4642,4084,74,Viluppuram,6459,KOLIYANUR,607,596,VILLUPURAM,233217,SENGADU,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,632948,632948,Sengadu
4643,3867,66,Polur,6411,PERNAMALLUR,606,593,TIRUVANNAMALAI,231287,Narayanamangalam,504,,Arani,TAMIL NADU,00000,6617,Chetpet,631488,631488,Narayanamangalam
4644,3952,54,Veppanahalli,6214,VEPPANAPALLI,631,577,KRISHNAGIRI,225110,Thammandrapalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643887,643887,Kadavarapalli
4645,3928,83,Yercaud,6300,PEDDANAICKENPALAYAM,608,584,SALEM,227756,Edayapatty,514,,Kallakurichi,TAMIL NADU,00000,6618,Pethanaickanpalayam,634226,634226,Neyyamalai
4646,3867,66,Polur,6412,POLUR,606,593,TIRUVANNAMALAI,231332,Periyagaram,504,,Arani,TAMIL NADU,05724,5724,Polur,631709,631709,Perigaram
4647,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224991,Pasthalapalli,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643808,643808,Chinnapallinayanpalayam
4648,4043,178,Gandarvakottai,6269,KARAMBAKUDI,621,582,PUDUKKOTTAI,226815,BANDHUVAKOTTAI,534,27,Tiruchirappalli,TAMIL NADU,05825,5825,Karambakudi,639664,639664,Bhanduvakkottai
4649,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228029,ILANDAKARAI,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640325,640325,Silukkapatti
4650,3861,39,Sholingur,6443,KAVERIPAKKAM,000,731,Ranipet,232514,Ayarpadi,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630677,630677,Ayarpadi
4651,3944,138,Manapparai,6375,MARUNGAPURI,614,591,TIRUCHIRAPPALLI,230268,Thottiyapatti,517,26,Karur,TAMIL NADU,00000,5954,MARUNGAPURI,636076,636076,Thottiapatti
4652,3858,42,Arcot,6436,ARCOT,000,731,Ranipet,232274,Karikkanthangal,503,6,Arakkonam,TAMIL NADU,05716,5716,Arcot,630731,630731,Karrikkanthangal
4653,4009,187,Manamadurai,6309,ILAYANKUDI,622,585,SIVAGANGA,228010,Thayamangalam,528,33,Sivaganga,TAMIL NADU,05834,5834,Ilayangudi,640443,640443,Devathakudi
4654,4010,186,Sivaganga,6313,MANAMADURAI,622,585,SIVAGANGA,228149,PERIAKOTTAI,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640319,640319,Valathan Pudukkulam
4655,3985,144,Manachanallur,6372,MANACHANELLUR,614,591,TIRUCHIRAPPALLI,230165,No.2Kariyamanickam,524,28,Perambalur,TAMIL NADU,05776,5776,Manachanallur,635864,635864,Kariyamanickam (East)
4656,4067,62,Chengam,6405,CHENGAM,606,593,TIRUVANNAMALAI,231006,Anvarabath,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631868,631868,Anwarabath
4657,3925,80,Kallakurichi,6467,THIAGADURGAM,000,729,KALLAKURICHI,233610,MELVIZHI,514,,Kallakurichi,TAMIL NADU,05734,5734,Kallakkurichi,633429,633429,Melvizhi
4658,3971,94,Namakkal,6246,NAMAKKAL,609,580,NAMAKKAL,226148,VALLIPURAM,522,,Namakkal,TAMIL NADU,05747,5747,Namakkal,634655,634655,Vallipuram
4659,4075,46,Gudiyattam,6444,MADHANUR,000,732,Tirupathur,232723,Thuthipattu,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631066,631066,Thuthipattu (CT)
4660,3861,39,Sholingur,6443,KAVERIPAKKAM,000,731,Ranipet,232520,Eralacheri,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630664,630664,Eralacheri
4661,3947,52,Bargur,6205,BARGUR,631,577,KRISHNAGIRI,224802,Oppathavadi,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643992,643992,Kottur R.F.
4662,3922,100,Modakurichi,6164,KODUMUDI,610,573,ERODE,223699,AVUDAIYARPARAI,513,,Erode,TAMIL NADU,00000,6637,Kodumudi,635076,635076,Avudayaparai
4663,4009,187,Manamadurai,6309,ILAYANKUDI,622,585,SIVAGANGA,227973,Aranmanaikarai,528,33,Sivaganga,TAMIL NADU,05834,5834,Ilayangudi,640438,640438,Aranmanaikarai
4664,4043,178,Gandarvakottai,6270,KUNNANDARKOIL,621,582,PUDUKKOTTAI,226865,NANJUR,534,27,Tiruchirappalli,TAMIL NADU,05819,5819,Kulathur,639330,639330,Maruthur
4665,3887,149,Ariyalur,6256,ARIYALUR,616,610,Ariyalur,226388,Siruvalur,508,12,Chidambaram,TAMIL NADU,05787,5787,Ariyalur,636470,636470,Siruvalur
4666,3958,188,Melur,6221,MELUR,623,578,MADURAI,225311,AMBALAKARANPATTI,519,24,Madurai,TAMIL NADU,05835,5835,Melur,640541,640541,Ambalakaranpatti
4667,3973,92,Rasipuram,6245,NAMAGIRIPET,609,580,NAMAKKAL,226114,Moolapallipatti,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634572,634572,Pudupatti
4668,3862,3,Tiruttani,6350,PALLIPATTU,602,589,THIRUVALLUR,229368,Veliagaram,503,6,Arakkonam,TAMIL NADU,05697,5697,Pallipattu,628938,628938,Venkatarajakuppam
4669,4032,200,Bodinayackanur,6340,CHINNAMANUR,624,588,THENI,229041,Ayyampatti,532,,Theni,TAMIL NADU,05845,5845,Uthamapalayam,641120,641120,Markeyankottai
4670,3857,38,Arakkonam,6435,ARAKKONAM,000,731,Ranipet,232549,Sembedu,503,6,Arakkonam,TAMIL NADU,05715,5715,Arakonam,630689,630689,Sembedu (CT)
4671,3975,93,Senthamangalam,6242,KOLLI HILLS,609,580,NAMAKKAL,226044,AriyurNadu,522,,Namakkal,TAMIL NADU,00000,6625,KOLLI HILLS,634695,634695,Ariyursolai R.F.
4672,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231726,Vadakalpakkam,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631263,631263,Vazhavandal
4673,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230145,Thalakudi,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635962,635962,Thalakudi (CT)
4674,3969,168,Thiruvarur,6363,MANNARGUDI,619,590,THIRUVARUR,229819,OVERHCHERI,521,30,Nagapattinam,TAMIL NADU,00000,6627,Koothanallur,638183,638183,Overchery
4675,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226063,Karungalpatti Agraharam,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634423,634423,Karungalpatti
4676,3925,80,Kallakurichi,6467,THIAGADURGAM,000,729,KALLAKURICHI,233611,MUDIYANUR,514,,Kallakurichi,TAMIL NADU,05734,5734,Kallakkurichi,633463,633463,Kurur
4677,4071,50,Tiruppattur,6440,KANDILI,000,732,Tirupathur,232451,PARAMUTHAMPATTI,538,,Tiruvannamalai,TAMIL NADU,05720,5720,Tirupathur,631112,631112,Vengalapuram
4678,4084,74,Viluppuram,6459,KOLIYANUR,607,596,VILLUPURAM,233202,MARAGATHAPURAM,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,633006,633006,Maragathapuram
4679,4025,167,Mannargudi,6363,MANNARGUDI,619,590,THIRUVARUR,229828,RAMAPURAM,531,31,Thanjavur,TAMIL NADU,05808,5808,Mannargudi,638235,638235,Ramapuram
4680,4083,75,Vikravandi,6457,KANAI,607,596,VILLUPURAM,233131,UDAYANATHAM,540,,Viluppuram,TAMIL NADU,00000,5978,Vikravandi,633227,633227,Odaiyanatham RF
4681,4067,62,Chengam,6414,THANDRAMPET,606,593,TIRUVANNAMALAI,231429,Veeranam,538,,Tiruvannamalai,TAMIL NADU,05726,5726,THANDRAMPET,631982,631982,Veeranam
4682,4088,196,Thirumangalam,6217,KALLIKUDI,623,578,MADURAI,225208,Thoombagulam,541,,Virudhunagar,TAMIL NADU,00000,6615,Kalligudi,640984,640984,Thoombakulam
4683,3926,78,Rishivandiyam,6465,RISHIVANDIAM,000,729,KALLAKURICHI,233514,Karaiyampalayam,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633254,633254,Sirupanaiyur
4684,3985,144,Manachanallur,6376,MUSIRI,614,591,TIRUCHIRAPPALLI,230304,Thinnanur,524,28,Perambalur,TAMIL NADU,05774,5774,Musiri,635715,635715,Thinnanur
4685,3861,39,Sholingur,6448,SHOLINGHUR,000,731,Ranipet,232749,MEELVEERANAM,503,6,Arakkonam,TAMIL NADU,00000,7060,Sholinghur,630505,630505,Melveeranam
4686,3862,3,Tiruttani,6354,R.K.PET,602,589,THIRUVALLUR,229469,Kandapuram,503,6,Arakkonam,TAMIL NADU,00000,6674,R K PET,628957,628957,Rajanagaram
4687,4055,105,Anthiyur,6162,GOPICHETTIPALAIYAM,610,573,ERODE,223663,AMMAPALAYAM,536,,Tiruppur,TAMIL NADU,05751,5751,Gobichettipalayam,634906,634906,Ammapalayam
4688,4088,196,Thirumangalam,6217,KALLIKUDI,623,578,MADURAI,225204,T. Kokkulam,541,,Virudhunagar,TAMIL NADU,00000,6615,Kalligudi,640985,640985,Kokkulam (Thirumal)
4689,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225249,ELANGIYENDAL,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640647,640647,Perakkur
4690,4088,196,Thirumangalam,6224,TIRUMANGALAM,623,578,MADURAI,225439,PANNIKUNDU,541,,Virudhunagar,TAMIL NADU,05840,5840,Thirumangalam,640934,640934,Pannikundu
4691,3978,107,Bhavanisagar,6158,BHAVANISAGAR,610,573,ERODE,223610,NOCHIKUTTAI,523,18,Nilgiris,TAMIL NADU,05749,5749,Sathyamangalam,634829,634829,Punjaipuliampatti
4692,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231715,Siruvanjipattu,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631241,631241,Irumaram
4693,3984,143,Lalgudi,6377,PULLAMBADI,614,591,TIRUCHIRAPPALLI,230327,Neikulam,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635875,635875,Neikulam
4694,3890,150,Jayankondam,6260,T. PALUR,616,610,Ariyalur,226496,Karaikurichi,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636412,636412,Karaikurichi
4695,4070,64,Kilpennathur,6410,KEELPENNATHUR,606,593,TIRUVANNAMALAI,231221,Karikalampadi,538,,Tiruvannamalai,TAMIL NADU,00000,6630,Kilpennathur,632149,632149,Karikilambadi
4696,4083,75,Vikravandi,6459,KOLIYANUR,607,596,VILLUPURAM,233190,CHOZHAMPOONDI,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,632919,632919,Cholampundi
4697,3887,149,Ariyalur,6256,ARIYALUR,616,610,Ariyalur,226375,Manakkal,508,12,Chidambaram,TAMIL NADU,05787,5787,Ariyalur,636456,636456,Govindapuram
4698,4079,76,Thirukoilur,6468,THIRUVENNAINALLUR,607,596,VILLUPURAM,233665,MEIYUR .C,540,,Viluppuram,TAMIL NADU,00000,7053,THIRUVENNAINALLUR,633163,633163,C. Meyyur
4699,4009,187,Manamadurai,6309,ILAYANKUDI,622,585,SIVAGANGA,228016,Vadakku Keeranoor,528,33,Sivaganga,TAMIL NADU,05834,5834,Ilayangudi,640439,640439,Vallakulam
4700,4009,187,Manamadurai,6308,DEVAKOTTAI,622,585,SIVAGANGA,227932,KARAI,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640167,640167,Pudukkottai
4701,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232751,MUTHARASIKUPPAM,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630383,630383,Mutharasikuppam
4702,3973,92,Rasipuram,6245,NAMAGIRIPET,609,580,NAMAKKAL,226113,Moolakurichi,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634525,634525,Periakurichi
4703,3865,70,Gingee,6454,GINGEE,607,596,VILLUPURAM,232970,Chinnaponnamboondi,504,,Arani,TAMIL NADU,05728,5728,Gingee,632417,632417,Chinnaponnampundi
4704,4031,198,Andipatti,6341,KADAMALAIKUNDRU MYLADUMPARAI,624,588,THENI,229060,Manthisunai-Moolakadai,532,,Theni,TAMIL NADU,05846,5846,Andipatti,641165,641165,Kadamalaikundu
4705,3971,94,Namakkal,6249,PUDUCHATRAM,609,580,NAMAKKAL,226206,Thathathiripuram,522,,Namakkal,TAMIL NADU,05747,5747,Namakkal,634606,634606,Dadhadripuram
4706,3868,69,Vandavasi,6418,VANDAVASI,606,593,TIRUVANNAMALAI,231654,Salukkai,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631465,631465,Thalampallam
4707,3863,67,Arani,6407,CHEYYAR,606,593,TIRUVANNAMALAI,231111,Maligaipattu,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631411,631411,Maligaipattu
4708,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225247,EDAYAPATTI,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640676,640676,Idayapatti
4709,3985,144,Manachanallur,6372,MANACHANELLUR,614,591,TIRUCHIRAPPALLI,230184,Vazhaiyur,524,28,Perambalur,TAMIL NADU,05776,5776,Manachanallur,635838,635838,Vazhaiyur
4710,3860,41,Ranipet,6452,WALAJAPET,000,731,Ranipet,232896,Musiri,503,6,Arakkonam,TAMIL NADU,05714,5714,Wallajah,630515,630515,Musiri
4711,3865,70,Gingee,6472,VALLAM,607,596,VILLUPURAM,233892,THENPUTHUR,504,,Arani,TAMIL NADU,05728,5728,Gingee,632500,632500,Puthur (Ten)
4712,3946,179,Viralimalai,6276,VIRALIMALAI,621,582,PUDUKKOTTAI,227102,Theravur,517,26,Karur,TAMIL NADU,00000,6614,Viralimalai,639250,639250,Teravur
4713,3928,83,Yercaud,6289,AYODHIYAPATTINAM,608,584,SALEM,227575,Kuppanoor,514,,Kallakurichi,TAMIL NADU,05740,5740,Salem,633974,633974,Vellaiyanpatti
4714,3972,95,Paramathi-velur,6241,KABILAMALAI,609,580,NAMAKKAL,226029,Kothamangalam,522,,Namakkal,TAMIL NADU,05748,5748,Paramathi-Velur,634739,634739,Kottamangalam
4715,3868,69,Vandavasi,6411,PERNAMALLUR,606,593,TIRUVANNAMALAI,231253,Anaibogi,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631472,631472,Sembedu (MEL)
4716,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231717,Sozhavaram,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631290,631290,Perumpulimedu
4717,3866,71,Mailam,6460,MAILAM,607,596,VILLUPURAM,233240,Kollar,504,,Arani,TAMIL NADU,05729,5729,Tindivanam,632620,632620,Kollar
4718,4009,187,Manamadurai,6319,TIRUPPUVANAM,622,585,SIVAGANGA,228327,ALLINAGARAM,528,33,Sivaganga,TAMIL NADU,00000,5965,Thiruppuvanam,640367,640367,Allinagaram
4719,3949,53,Krishnagiri,6209,KRISHNAGIRI,631,577,KRISHNAGIRI,224934,Velagalahalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643975,643975,Velakalahalli
4720,3890,150,Jayankondam,6255,ANDIMADAM,616,610,Ariyalur,226333,Andimadam,508,12,Chidambaram,TAMIL NADU,00000,5983,Andimadam,636343,636343,Andimadam
4721,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231707,Pudupalayam,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631340,631340,Pudupalayam
4722,3858,42,Arcot,6436,ARCOT,000,731,Ranipet,232297,Sarvanthangal,503,6,Arakkonam,TAMIL NADU,05716,5716,Arcot,630712,630712,Saravanthangal
4723,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227935,KEELAUCHANI,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640205,640205,Orumaniyendal
4724,4088,196,Thirumangalam,6224,TIRUMANGALAM,623,578,MADURAI,225430,KILAVANERI,541,,Virudhunagar,TAMIL NADU,05840,5840,Thirumangalam,640952,640952,Ponnampatti
4725,4079,76,Thirukoilur,6463,MUGAIYUR,607,596,VILLUPURAM,233409,KODUKKAPATTU,540,,Viluppuram,TAMIL NADU,00000,6651,Kandachipuram,633063,633063,Velakulam
4726,3867,66,Polur,6411,PERNAMALLUR,606,593,TIRUVANNAMALAI,231268,Kolappalur,504,,Arani,TAMIL NADU,00000,6617,Chetpet,631486,631486,Kolappalur
4727,3890,150,Jayankondam,6257,JAYAMKONDAM,616,610,Ariyalur,226407,Gangaikondacholapuram,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636386,636386,Guruvalapparkovil
4728,3865,70,Gingee,6472,VALLAM,607,596,VILLUPURAM,233879,PALLIKULAM,504,,Arani,TAMIL NADU,05728,5728,Gingee,632394,632394,Pallikulam
4729,3947,52,Bargur,6207,KAVERIPATTINAM,631,577,KRISHNAGIRI,224868,Penneswaramadam,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643984,643984,Panneswaramadam
4730,3890,150,Jayankondam,6255,ANDIMADAM,616,610,Ariyalur,226353,Pudukudi,508,12,Chidambaram,TAMIL NADU,00000,5983,Andimadam,636380,636380,Elaiyur (East)
4731,3925,80,Kallakurichi,6467,THIAGADURGAM,000,729,KALLAKURICHI,233597,CHINNAMAMPATTU,514,,Kallakurichi,TAMIL NADU,05734,5734,Kallakkurichi,633453,633453,Chinnamampattu
4732,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226074,Munjanur,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634426,634426,Munjanur
4733,3867,66,Polur,6412,POLUR,606,593,TIRUVANNAMALAI,231336,Santhavasal,504,,Arani,TAMIL NADU,05724,5724,Polur,631684,631684,Sandavasal
4734,3985,144,Manachanallur,6376,MUSIRI,614,591,TIRUCHIRAPPALLI,230297,Sathanur,524,28,Perambalur,TAMIL NADU,05774,5774,Musiri,635715,635715,Thinnanur
4735,3861,39,Sholingur,6446,NEMILI,000,731,Ranipet,232672,Uliyanallur,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630646,630646,Uliyanallur
4736,3995,183,Aranthangi,6265,ARANTANGI,621,582,PUDUKKOTTAI,226700,Subramaniyapuram,526,34,Ramanathapuram,TAMIL NADU,05826,5826,Aranthangi,639769,639769,Koohanur
4737,3887,149,Ariyalur,6260,T. PALUR,616,610,Ariyalur,226488,Chinthamani,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636408,636408,Kodangudi (South)
4738,4079,76,Thirukoilur,6463,MUGAIYUR,607,596,VILLUPURAM,233417,MARANGIYUR,540,,Viluppuram,TAMIL NADU,00000,7053,THIRUVENNAINALLUR,633212,633212,Marangiyur
4739,3978,107,Bhavanisagar,6170,SATYAMANGALAM,610,573,ERODE,223821,PUDUPEERKADAVU,523,18,Nilgiris,TAMIL NADU,05749,5749,Sathyamangalam,634795,634795,Pudupeerkadavu
4740,4009,187,Manamadurai,6313,MANAMADURAI,622,585,SIVAGANGA,228142,MELAPASALAI,528,33,Sivaganga,TAMIL NADU,05833,5833,Manamadurai,640414,640414,Kilangattur
4741,4010,186,Sivaganga,6317,SIVAGANGA,622,585,SIVAGANGA,228283,Thirumalaikkoneripatti,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640229,640229,Kallarathinipatti
4742,3923,82,Attur,6300,PEDDANAICKENPALAYAM,608,584,SALEM,227778,Umayalpuram,514,,Kallakurichi,TAMIL NADU,00000,6618,Pethanaickanpalayam,634277,634277,Umayalpuram
4743,3978,107,Bhavanisagar,6170,SATYAMANGALAM,610,573,ERODE,223822,RAJANNAGAR,523,18,Nilgiris,TAMIL NADU,05749,5749,Sathyamangalam,634794,634794,Rajan Nagar
4744,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232505,T.K.PURAM,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630449,630449,Thalayarampattu
4745,3865,70,Gingee,6454,GINGEE,607,596,VILLUPURAM,232979,Kattusittamur,504,,Arani,TAMIL NADU,05728,5728,Gingee,632428,632428,Tadanguppam
4746,4032,200,Bodinayackanur,6340,CHINNAMANUR,624,588,THENI,229043,Eranampatti,532,,Theni,TAMIL NADU,05845,5845,Uthamapalayam,641114,641114,Pottipuram
4747,3858,42,Arcot,6436,ARCOT,000,731,Ranipet,232283,Ladavaram,503,6,Arakkonam,TAMIL NADU,05716,5716,Arcot,630711,630711,Ladavaram
4748,3952,54,Veppanahalli,6214,VEPPANAPALLI,631,577,KRISHNAGIRI,225092,Chinnamanavaranapalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643909,643909,Marachandiram
4749,4055,105,Anthiyur,6156,ANDIYUR,610,573,ERODE,223585,PACHAMPALAYAM,536,,Tiruppur,TAMIL NADU,00000,5969,Anthiyur,634853,634853,Pachampalayam
4750,4057,106,Gobichettipalayam,6168,NAMBIYUR,610,573,ERODE,223779,SUNDAKKAMPALAYAM,536,,Tiruppur,TAMIL NADU,00000,6638,Nambiyur,634932,634932,Sundakkampalayam
4751,3978,107,Bhavanisagar,6170,SATYAMANGALAM,610,573,ERODE,223815,IKKARAINAGAMAM,523,18,Nilgiris,TAMIL NADU,05749,5749,Sathyamangalam,634800,634800,Ikkarainegamam
4752,3926,78,Rishivandiyam,6465,RISHIVANDIAM,000,729,KALLAKURICHI,233509,Jambadai,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633250,633250,Jambadai
4753,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225242,ANDARKOTTARAM,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640670,640670,Kathavanendal
4754,3975,93,Senthamangalam,6240,ERUMAPATTY,609,580,NAMAKKAL,226010,PAVITHRAM,522,,Namakkal,TAMIL NADU,00000,6632,SENDAMANGALAM,634662,634662,Pavithiram
4755,4077,47,Vaniyambadi,6433,ALANGAYAN,000,732,Tirupathur,232199,VALLIPATTU,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630943,630943,Vallipattu
4756,4046,142,Thiruverumbur,6379,THIRUVERAMBUR,614,591,TIRUCHIRAPPALLI,230373,KeelaKuruchi,534,27,Tiruchirappalli,TAMIL NADU,05780,5780,Thiruverumbur,636023,636023,Kilakurichy
4757,3861,39,Sholingur,6446,NEMILI,000,731,Ranipet,232641,Kilveedhi,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630636,630636,Kizveedhi
4758,4043,178,Gandarvakottai,6269,KARAMBAKUDI,621,582,PUDUKKOTTAI,226845,THEETHANVIDUTHI,534,27,Tiruchirappalli,TAMIL NADU,05825,5825,Karambakudi,639670,639670,Thettanviduthy
4759,3868,69,Vandavasi,6415,THELLAR,606,593,TIRUVANNAMALAI,231438,Gengampoondi,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631620,631620,Kilankunam
4760,4081,77,Ulundurpettai,6468,THIRUVENNAINALLUR,607,596,VILLUPURAM,233651,GRAMAM,540,,Viluppuram,TAMIL NADU,00000,7053,THIRUVENNAINALLUR,633590,633590,Gramam
4761,4036,197,Usilampatti,6222,SEDAPATTI,623,578,MADURAI,225376,VEPPAMPATTY,532,,Theni,TAMIL NADU,05839,5839,Peraiyur,640865,640865,Pappinaickenpatti
4762,3867,66,Polur,6406,CHETPUT,606,593,TIRUVANNAMALAI,231052,Athurai,504,,Arani,TAMIL NADU,00000,6617,Chetpet,631776,631776,Athurai
4763,3984,143,Lalgudi,6377,PULLAMBADI,614,591,TIRUCHIRAPPALLI,230314,Garudamangalam,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635879,635879,Garudamangalam (South)
