Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
3517,29,Babaleshwar,5794,VIJAYAPURA,557,530,VIJAYAPURA,216518,GHONASAGI,460,28,Vijayapura,KARNATAKA,05449,5449,Vijayapura,599031,599031,Alaginal,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219065,RONUR,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621576,621576,Chikkathimmanahalli,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216819,LAKYA,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609783,609783,Kyathanabeedu,
3641,53,Raichur Rural,5896,RAICHUR,559,546,RAICHUR,219795,SHAKWADI,475,3,Raichur,KARNATAKA,05461,5461,Raichur,600733,600733,Kadlur,
3509,46,Aland,5837,ALAND,579,538,KALABURAGI,217893,DHANGAPUR,459,1,Bidar,KARNATAKA,05580,5580,Aland,620078,620078,Devanti,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220294,CHINNENAHALLI,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610488,610488,Ranganahalli,
3605,147,Bangarapet,5865,BANGARAPET,581,542,KOLAR,218813,MAVA HALLI,471,10,Kolar,KARNATAKA,05593,5593,Bangarapet,622649,622649,Chalganahalli,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219057,LAKSHMISAGARA,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621719,621719,Arikere,
3615,64,Koppal,5876,KOPPAL,560,543,KOPPAL,219110,BAHADDURBANDI,472,4,Koppal,KARNATAKA,05467,5467,Koppal,601783,601783,Mellikeri,
3635,210,Piriyapatna,5891,PIRIYAPATNA,577,545,MYSURU,219625,KANAGALU,474,16,Mysuru,KARNATAKA,05569,5569,Piriyapatna,000000,927288,GUBBALLIKAVAL,
3612,144,Srinivaspur,5870,KOLAR,581,542,KOLAR,218944,MANIGATTA,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621973,621973,Garudapalya,
3596,193,Shravanabelagola,5850,CHANNARAYAPATNA,574,539,HASSAN,218356,MATHIGATTA,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617348,617348,Mathigatta,
3596,193,Shravanabelagola,5850,CHANNARAYAPATNA,574,539,HASSAN,218362,S.SHIVARA,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617274,617274,NARIHALLY,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218916,VATADAHOSAHALLI,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,623290,623290,Vatadahosahalli,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219465,SAGARE,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,619077,619077,Kandegala,
3665,124,Mudigere,5805,MUDIGERE,570,532,CHIKKAMAGALURU,216923,GONIBEEDU,478,18,Udupi Chikkamagaluru,KARNATAKA,05531,5531,Mudigere,610007,610007,G.Agrahara,
3605,147,Bangarapet,5870,KOLAR,581,542,KOLAR,218951,SHAPUR,471,10,Kolar,KARNATAKA,05591,5591,Kolar,622083,622083,Nandamballi,
3584,43,Kalaburagi Rural,5837,ALAND,579,538,KALABURAGI,217889,BHODHAN,468,2,Kalaburagi,KARNATAKA,05580,5580,Aland,619996,619996,Bilgunda,
3469,152,Byatarayanapura,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215366,MARENAHALLI,454,12,Bengaluru North,KARNATAKA,05542,5542,Bengaluru North,612929,612929,Marenahalli,
3593,197,Holenarasipur,5852,HOLENARSIPUR,574,539,HASSAN,218425,PADUVALAHIPPE,469,19,Hassan,KARNATAKA,05559,5559,Hole Narsipur,616882,616882,Paduvalahippe,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218932,DOODAHASALA,471,10,Kolar,KARNATAKA,05591,5591,Kolar,622034,622034,Chatrakodihalli,
3665,124,Mudigere,5805,MUDIGERE,570,532,CHIKKAMAGALURU,216935,NANDIPURA,478,18,Udupi Chikkamagaluru,KARNATAKA,05531,5531,Mudigere,609968,609968,Sangamapura,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218276,LALANAKERE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615792,615792,Nagarahalli,
3549,98,Challakere,5810,CHITRADURGA,566,533,CHITRADURGA,217082,MUDDAPURA,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605492,605492,Chikkabbigere,
3650,111,Shivamogga Rural,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,219999,KORALAHALLI,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608502,608502,Korala Halli,
3621,211,Krishnarajanagara,5888,KRISHNARAJANAGARA,577,545,MYSURU,219498,ADAGUR,473,14,Mandya,KARNATAKA,05571,5571,Krishnarajanagara,000000,927156,KARGALLIKOPPALU,
3638,57,Lingsugur,5894,LINGSUGUR,559,546,RAICHUR,219711,GURUGUNTA,475,3,Raichur,KARNATAKA,05459,5459,Lingsugur,600464,600464,Gurgunta,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215389,SULIKERE,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,000000,924201,DANAYAKANAHALLI,
3518,28,Basavana Bagevadi,5793,BASAVANA BAGEWADI,557,530,VIJAYAPURA,216470,ARASHANAGI,460,28,Vijayapura,KARNATAKA,05452,5452,Basavana Bagevadi,599474,599474,Sulakhod,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218309,IBBEDU,469,19,Hassan,KARNATAKA,05554,5554,Belur,615325,615325,Chilkur,
3587,35,Jevargi,5841,JEVARGI,579,538,KALABURAGI,218042,ITGA,468,2,Kalaburagi,KARNATAKA,05586,5586,Jevargi,620721,620721,Itga,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219013,SONNAVADI,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,623035,623035,Khadripura,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219262,KOOLAGERE,473,14,Mandya,KARNATAKA,05551,5551,Maddur,000000,926916,MELADASANADODDI,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,217009,SUNNADAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609327,609327,Nandi,
3513,50,Bidar,5791,BIDAR,558,529,BIDAR,216408,AUSTOOR,459,1,Bidar,KARNATAKA,05457,5457,Bidar,600172,600172,Tajlapur,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216806,HARIHARADAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609867,609867,Aradavalli,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218210,KUNDURU,469,19,Hassan,KARNATAKA,05557,5557,Alur,616466,616466,Merve,
3605,147,Bangarapet,5865,BANGARAPET,581,542,KOLAR,218787,A.JOTHENA HALLI,471,10,Kolar,KARNATAKA,05593,5593,Bangarapet,622532,622532,Hirekarapanahalli,
3641,53,Raichur Rural,5896,RAICHUR,559,546,RAICHUR,219784,KADLOOR,475,3,Raichur,KARNATAKA,05461,5461,Raichur,600750,600750,Kadlur,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218856,KAGATHI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624651,624651,Hiranyapalli,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220227,DABBEGHATTA,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610746,610746,Vajradahalli,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218269,KAMASAMUDRA,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615655,615655,Yarigenahalli,
3549,98,Challakere,5809,CHALLAKERE,566,533,CHITRADURGA,217021,DODDACHELLUR,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,605420,605420,Doddachellur,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220290,BHUVANAHALLI,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610391,610391,Mekerahalli,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218925,ARABILKOTHANUR,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621855,621855,Maderahalli,
3639,55,Manvi,5895,MANVI,559,546,RAICHUR,219739,BHOGAVATHI,475,3,Raichur,KARNATAKA,05462,5462,Manvi,601017,601017,Nandihal,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219536,DHANAGALLI,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,618737,618737,Chowdahalli,
3595,199,Sakleshpur,5853,SAKALESHPUR,574,539,HASSAN,218449,KUNIGANAHALLI,469,19,Hassan,KARNATAKA,05553,5553,Sakleshpur,614955,614955,Hosakere,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219532,BIRIHUNDI,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,618721,618721,Gohalli,
3520,27,Devar Hippargi,5797,SINDAGI,557,530,VIJAYAPURA,216654,KERUTAGI,460,28,Vijayapura,KARNATAKA,05451,5451,Sindgi,599425,599425,Kudargond,
3653,128,Chiknayakanhalli,5911,SIRA,571,548,TUMAKURU,220314,RAMALINGAPURA,477,8,Tumakuru,KARNATAKA,05533,5533,Sira,610453,610453,Maragondanahalli,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215387,RAMOHALLI,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,000000,924196,KODIPAALYA,
3593,197,Holenarasipur,5852,HOLENARSIPUR,574,539,HASSAN,218425,PADUVALAHIPPE,469,19,Hassan,KARNATAKA,05559,5559,Hole Narsipur,616883,616883,Makavalli,
3655,134,Koratagere,5909,MADHUGIRI,571,548,TUMAKURU,220233,GONDIHALLI,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610969,610969,Yarranapalya,
3540,150,Yelahanka,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215369,SINGANAYAKANAHALLI,462,9,Chikkballapur,KARNATAKA,05542,5542,Bengaluru North,612859,612859,Madappanahalli,
3666,123,Sringeri,5804,KOPPA,570,532,CHIKKAMAGALURU,216893,AGALAGANDI,478,18,Udupi Chikkamagaluru,KARNATAKA,05526,5526,Koppa,608973,608973,Heggaru,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219011,PICHAGUNTLAHALLI,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,623127,623127,Chokkadoddi,
3621,211,Krishnarajanagara,5888,KRISHNARAJANAGARA,577,545,MYSURU,219522,MELUR,473,14,Mandya,KARNATAKA,05571,5571,Krishnarajanagara,618549,618549,Kurubahalli,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216826,MOOGTHIHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609741,609741,Siragunda,
3593,197,Holenarasipur,5852,HOLENARSIPUR,574,539,HASSAN,218414,HALEKOTE,469,19,Hassan,KARNATAKA,05559,5559,Hole Narsipur,616798,616798,Halekote,
3644,38,Yadgir,5843,SHAHAPUR,580,635,YADGIR,218093,GULSARAM,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621155,621155,Hulkal Jagir,
3511,47,Basavakalyan,5789,BASAVAKALYAN,558,529,BIDAR,216353,MIRKAL,459,1,Bidar,KARNATAKA,05454,5454,Basavakalyan,000000,923687,HANMANTH WADI,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218386,KANDALI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616015,616015,Kandali,
3666,123,Sringeri,5807,SRINGERI,570,532,CHIKKAMAGALURU,216961,KERE,478,18,Udupi Chikkamagaluru,KARNATAKA,05525,5525,Sringeri,608936,608936,Sheerlu,
3643,36,Shorapur,5844,SHORAPUR,580,635,YADGIR,218136,JOGANDABHAVI,475,3,Raichur,KARNATAKA,05587,5587,Shorapur,620987,620987,Jogandabhavi,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219016,URUKUNTEMITTUR,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622936,622936,Batlabavanahalli,
3512,51,Bhalki,5790,BHALKI,558,529,BIDAR,216397,SIDDESHWAR,459,1,Bidar,KARNATAKA,05455,5455,Bhalki,599923,599923,Chikalchanda,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,216993,KENCHIKOPPA,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609125,609125,Doddakundur,
3642,37,Shahapur,5844,SHORAPUR,580,635,YADGIR,218159,YAKTAPUR,475,3,Raichur,KARNATAKA,05587,5587,Shorapur,620898,620898,Alhal,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218883,BEVINAHALLI,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,623365,623365,Doddamallekere,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215378,CHUNCHANAKUPPE,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,000000,924166,GIRIYAPPANAPALYA,
3617,59,Maski,5894,LINGSUGUR,559,546,RAICHUR,219721,MATTUR,472,4,Koppal,KARNATAKA,05459,5459,Lingsugur,600495,600495,Kunikellur,
3625,189,Mandya,5882,MANDYA,573,544,MANDYA,219362,UPPARAKANAHALLI,473,14,Mandya,KARNATAKA,05550,5550,Mandya,000000,917640,Hampapura,
3628,190,Shrirangapattana,5882,MANDYA,573,544,MANDYA,219324,BELUR,473,14,Mandya,KARNATAKA,05550,5550,Mandya,000000,926924,CHANNAPPADODDI,
3596,193,Shravanabelagola,5850,CHANNARAYAPATNA,574,539,HASSAN,218357,MATTANAVILE,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617373,617373,Hosur,
3506,96,Kudligi,5785,KUDLIGI,565,528,BALLARI,216216,BADELADAKU,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,605079,605079,Nagalapura,
3644,38,Yadgir,5843,SHAHAPUR,580,635,YADGIR,218105,KONKAL,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621204,621204,Konkal,
3594,127,Kadur,5803,KADUR,570,532,CHIKKAMAGALURU,216861,K.BIDRE,469,19,Hassan,KARNATAKA,05529,5529,Kadur,609558,609558,B.Basavanahalli,
3469,152,Byatarayanapura,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215348,BETTAHALASOORU,454,12,Bengaluru North,KARNATAKA,05542,5542,Bengaluru North,612885,612885,Kuduragere,
3645,112,Bhadravati,5898,BHADRAVATI,568,547,SHIVAMOGGA,219837,ANTHARAGANGE,476,21,Shivamogga,KARNATAKA,05521,5521,Bhadravati,608594,608594,Antaragange,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218383,HUVINAHALLI KAVAL,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616037,616037,Huvinahalli Kaval,
3614,61,Kanakagiri,5875,GANGAVATHI,560,543,KOPPAL,219079,CHIKKAJANTHAKAL,472,4,Koppal,KARNATAKA,05466,5466,Gangawati,601630,601630,Hosalli,
3617,59,Maski,5897,SINDHANUR,559,546,RAICHUR,219814,GUNDA,472,4,Koppal,KARNATAKA,05463,5463,Sindhnur,601084,601084,Bagalapur,
3504,89,Hagaribommanahalli,5785,KUDLIGI,565,528,BALLARI,216234,K.AYYANAHALLI,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,605063,605063,Haralu,
3595,199,Sakleshpur,5851,HASSAN,574,539,HASSAN,218369,ANKAPURA,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616142,616142,Malledevarapura,
3530,214,Nanjangud,5890,NANJANGUD,577,545,MYSURU,219580,HEDIYALA,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,000000,927264,CHILAKAHALLI,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220246,MUDDENAHALLI,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610905,610905,Vengalammanahalli,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219905,ARALAGODU,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607148,607148,Karumane,
3581,34,Afzalpur,5836,AFZALPUR,579,538,KALABURAGI,217881,MALLABAD,468,2,Kalaburagi,KARNATAKA,05581,5581,Afzalpur,620121,620121,Chincholi,
3530,214,Nanjangud,5890,NANJANGUD,577,545,MYSURU,219599,NAVILURU,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,000000,927274,BYALARUHUNDI,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219251,GORAVANAHALLI,473,14,Mandya,KARNATAKA,05551,5551,Maddur,614602,614602,Uppinakere,
3596,193,Shravanabelagola,5850,CHANNARAYAPATNA,574,539,HASSAN,218334,BEKKA,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617375,617375,Shivapura,
3506,96,Kudligi,5785,KUDLIGI,565,528,BALLARI,216225,HARAKBHAVI,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,000000,924348,BEESHNAHALLI,
3636,209,Virajpet,5861,MADIKERI,576,541,KODAGU,218684,NARIANDADA,474,16,Mysuru,KARNATAKA,05566,5566,Madikeri,617849,617849,Kokeri,
3625,189,Mandya,5882,MANDYA,573,544,MANDYA,219347,KEREAGODU,473,14,Mandya,KARNATAKA,05550,5550,Mandya,614367,614367,Keregodu,
3584,43,Kalaburagi Rural,5840,KALABURAGI,579,538,KALABURAGI,218020,OKALI,468,2,Kalaburagi,KARNATAKA,05582,5582,Kalaburagi,620181,620181,Warnihal,
3665,124,Mudigere,5805,MUDIGERE,570,532,CHIKKAMAGALURU,216942,TRIPURA,478,18,Udupi Chikkamagaluru,KARNATAKA,05531,5531,Mudigere,609939,609939,Kotrakere,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218209,KARAGODU,469,19,Hassan,KARNATAKA,05557,5557,Alur,616252,616252,Kaganoor Estate,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218383,HUVINAHALLI KAVAL,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616044,616044,Korahalli,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218885,CHIKKAKURUGODU,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,623386,623386,Chennabyrenahalli,
3625,189,Mandya,5882,MANDYA,573,544,MANDYA,219323,BASARALU,473,14,Mandya,KARNATAKA,05550,5550,Mandya,614319,614319,Vaddarahalli,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220294,CHINNENAHALLI,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610498,610498,Neladimmanahalii,
3554,97,Molakalmuru,5809,CHALLAKERE,566,533,CHITRADURGA,217040,OBALAPURA,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,605319,605319,Chikkabadihalli,
3506,96,Kudligi,5785,KUDLIGI,565,528,BALLARI,216232,JERMALI,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,000000,924374,GEDDALAGATTI,
3645,112,Bhadravati,5898,BHADRAVATI,568,547,SHIVAMOGGA,219869,TAVARAGATTA,476,21,Shivamogga,KARNATAKA,05521,5521,Bhadravati,608649,608649,Goneebeedu,
3522,26,Muddebihal,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216622,RAKKASAGI,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599642,599642,Kapanur,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216789,ALLAMPURA,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609732,609732,Allampura,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218221,CHIKKANAHALLI,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616703,616703,Lakkanahalli,
3666,123,Sringeri,5806,NARASIMHARAJAPURA,570,532,CHIKKAMAGALURU,216957,SEETHUR,478,18,Udupi Chikkamagaluru,KARNATAKA,05527,5527,Narasimharajapura,609080,609080,Seethur,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216822,MALALOOR,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609883,609883,Hadihalli,
3587,35,Jevargi,5841,JEVARGI,579,538,KALABURAGI,218028,ALOOR,468,2,Kalaburagi,KARNATAKA,05586,5586,Jevargi,620810,620810,Gobberwadgi,
3587,35,Jevargi,5841,JEVARGI,579,538,KALABURAGI,218053,MANDEVAL,468,2,Kalaburagi,KARNATAKA,05586,5586,Jevargi,620733,620733,Mandewal,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,218990,AMBLIKAL,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622984,622984,Bevahalli,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215376,CHIKKANAHALLI,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,612990,612990,Kurubarapalya,
3593,197,Holenarasipur,5851,HASSAN,574,539,HASSAN,218401,SHANTIGRAMA,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616195,616195,Hongere,
3582,40,Chittapur,5839,CHITAPUR,579,538,KALABURAGI,217987,SANNTI,468,2,Kalaburagi,KARNATAKA,05585,5585,Chittapur,620708,620708,Sonthi,
3591,195,Belur,5848,ARSIKERE,574,539,HASSAN,218246,ARAKERE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615495,615495,Maragondanahalli,
3638,57,Lingsugur,5894,LINGSUGUR,559,546,RAICHUR,219728,RODALABANDA,475,3,Raichur,KARNATAKA,05459,5459,Lingsugur,600475,600475,Yalaghatta,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220145,KUNNALA,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611896,611896,Lingammanahalli,
3511,47,Basavakalyan,5789,BASAVAKALYAN,558,529,BIDAR,216367,YERRANDI,459,1,Bidar,KARNATAKA,05454,5454,Basavakalyan,599818,599818,Khanapur B,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218285,SHANEGERE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615536,615536,Thondiganahalli,
3635,210,Piriyapatna,5891,PIRIYAPATNA,577,545,MYSURU,219612,BHUVANAHALLI,474,16,Mysuru,KARNATAKA,05569,5569,Piriyapatna,618184,618184,Eachuru,
3605,147,Bangarapet,5870,KOLAR,581,542,KOLAR,218951,SHAPUR,471,10,Kolar,KARNATAKA,05591,5591,Kolar,622070,622070,Doddnahalli,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219933,TUMARI,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607363,607363,Talagodu,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218290,ADAGOORU,469,19,Hassan,KARNATAKA,05554,5554,Belur,615367,615367,Aladahalli,
3635,210,Piriyapatna,5891,PIRIYAPATNA,577,545,MYSURU,219612,BHUVANAHALLI,474,16,Mysuru,KARNATAKA,05569,5569,Piriyapatna,618177,618177,Joganahalli,
3552,102,Holalkere,5810,CHITRADURGA,566,533,CHITRADURGA,217052,ALAGAVADI,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605471,605471,Obalapura,
3653,128,Chiknayakanhalli,5911,SIRA,571,548,TUMAKURU,220295,DODDA AGRAHARA,477,8,Tumakuru,KARNATAKA,05533,5533,Sira,610440,610440,Kalappanahalli,
3453,23,Badami,5753,BADAMI,556,524,BAGALKOTE,273089,KAINAKATTI,452,27,Bagalkot,KARNATAKA,05446,5446,Badami,598638,598638,Kainakatti,
3621,211,Krishnarajanagara,5888,KRISHNARAJANAGARA,577,545,MYSURU,219510,HOMPAPURA,473,14,Mandya,KARNATAKA,05571,5571,Krishnarajanagara,618593,618593,Sanyasipura,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,218992,AVANI,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622937,622937,Kempapura,
3593,197,Holenarasipur,5850,CHANNARAYAPATNA,574,539,HASSAN,218354,KUNDUR,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617060,617060,Ankenahalli,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218314,KUSHAVARA,469,19,Hassan,KARNATAKA,05554,5554,Belur,615385,615385,Thagare,
3652,114,Tirthahalli,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,219995,HOSAHALLI,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608473,608473,Hosahalli,
3652,114,Tirthahalli,5899,HOSANAGARA,568,547,SHIVAMOGGA,219899,SONALE,476,21,Shivamogga,KARNATAKA,05518,5518,Hosanagara,607987,607987,Nivane,
3596,193,Shravanabelagola,5850,CHANNARAYAPATNA,574,539,HASSAN,218365,SUNDAHALLI,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617378,617378,Parama,
3631,212,Hunsur,5887,HUNSUR,577,545,MYSURU,219471,BILIKERE,474,16,Mysuru,KARNATAKA,05570,5570,Hunsur,618321,618321,BILIKERE,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216801,DASARAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609719,609719,Thotadahalli,
3627,191,Nagamangala,5880,MADDUR,573,544,MANDYA,219264,KOUDLE,473,14,Mandya,KARNATAKA,05551,5551,Maddur,614494,614494,Bolare,
3587,35,Jevargi,5841,JEVARGI,579,538,KALABURAGI,218057,WADGERA,468,2,Kalaburagi,KARNATAKA,05586,5586,Jevargi,620792,620792,Hangerga (K),
3546,1,Nippani,5774,CHIKODI,555,527,BELAGAVI,215799,JATHRAT,463,26,Chikkodi,KARNATAKA,05433,5433,Chikodi,597128,597128,Jatrat,
3595,199,Sakleshpur,5853,SAKALESHPUR,574,539,HASSAN,218446,HONGADAHALLA,469,19,Hassan,KARNATAKA,05553,5553,Sakleshpur,614991,614991,Balehalla,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220149,MUGANAYANAKOTE,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611770,611770,Halasina Nagenahalli,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218373,BYLAHALLI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616008,616008,Varthikere,
3565,109,Channagiri,5820,CHANNAGIRI,567,535,DAVANGERE,217421,HONNEBAGI,466,6,Davanagere,KARNATAKA,05514,5514,Channagiri,607053,607053,Machanaikanahalli,
3589,198,Arkalgud,5852,HOLENARSIPUR,574,539,HASSAN,218428,NIDUVANI,469,19,Hassan,KARNATAKA,05559,5559,Hole Narsipur,616954,616954,Bandiganahalli,
3505,91,Kampli,5781,BALLARI,565,528,BALLARI,216120,KOLUR,458,5,Ballari,KARNATAKA,05500,5500,Ballari,604890,604890,Kolur,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218232,KATTEPURA,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616737,616737,Navile,
