S.No,State Name,Localbody Code,Localbody Name,Census 2011 Code,District Code,District Name,Subdistrict Code,Subdistrict Name,Village Code,Village Name
1,RAJASTHAN,248843,Bari Sadri,800608,95,CHITTORGARH,664,Bari Sadri,926256,NAARJI KA KHEDA
2,RAJASTHAN,248843,Bari Sadri,800608,95,CHITTORGARH,664,Bari Sadri,926255,BADI SADRI
3,RAJASTHAN,248843,Bari Sadri,800608,95,CHITTORGARH,,,,
4,RAJASTHAN,248843,Bari Sadri,800608,95,CHITTORGARH,664,Bari Sadri,,
5,UTTAR PRADESH,249104,Jyoti Khuria,800822,166,MAINPURI,,,,
6,UTTAR PRADESH,249104,Jyoti Khuria,800822,166,MAINPURI,775,Mainpuri,,
7,ANDHRA PRADESH,251760,Bapatla,802984,506,GUNTUR,,,,
8,ANDHRA PRADESH,251760,Bapatla,802984,506,GUNTUR,5093,Bapatla,,
9,UTTAR PRADESH,249127,Kunwargaon,800845,133,BUDAUN,,,,
10,UTTAR PRADESH,249127,Kunwargaon,800845,133,BUDAUN,782,Budaun,,
11,UTTAR PRADESH,248889,Banat,800646,660,SHAMLI,,,,
12,UTTAR PRADESH,248889,Banat,800646,660,SHAMLI,707,Shamli,,
13,ODISHA,250478,Rairangpur,801825,365,MAYURBHANJ,,,,
14,ODISHA,250478,Rairangpur,801825,365,MAYURBHANJ,2861,Rairangpur Town,,
15,ODISHA,250501,Cuttack,801844,350,CUTTACK,,,,
16,ODISHA,250501,Cuttack,801844,350,CUTTACK,2968,Cuttack (M.Corp.) P.S,,
17,CHHATTISGARH,250624,Pandariya,801985,382,KABIRDHAM,,,,
18,CHHATTISGARH,250624,Pandariya,801985,382,KABIRDHAM,3301,Pandariya,931427,Nawapara
19,CHHATTISGARH,250624,Pandariya,801985,382,KABIRDHAM,3301,Pandariya,931428,Pandariya
20,CHHATTISGARH,250624,Pandariya,801985,382,KABIRDHAM,3301,Pandariya,,
21,CHHATTISGARH,253249,Narharpur,802057,381,KANKER,,,,
22,CHHATTISGARH,253249,Narharpur,802057,381,KANKER,3352,Narharpur,,
23,UTTAR PRADESH,249181,Barbar,800899,159,KHERI,,,,
24,UTTAR PRADESH,249181,Barbar,800899,159,KHERI,800,Mohammdi,,
25,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,930646,Rani Purva
26,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,930645,Nagma 265
27,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,930647,Khamhari 99
28,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,930644,Karari 45
29,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,930637,Deeha 212
30,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,930358,Atari
31,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,930643,Amirti 14
32,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,,,,
33,MADHYA PRADESH,250793,Mangawan,802184,424,REWA,3474,Mangawan,,
34,MAHARASHTRA,251445,Igatpuri,802779,487,NASHIK,,,,
35,MAHARASHTRA,251445,Igatpuri,802779,487,NASHIK,4153,Igatpuri,,
36,UTTAR PRADESH,249135,Bahedi,800853,130,BAREILLY,,,,
37,UTTAR PRADESH,249135,Bahedi,800853,130,BAREILLY,784,Baheri,,
38,RAJASTHAN,248743,Khandela,800529,114,SIKAR,,,,
39,RAJASTHAN,248743,Khandela,800529,114,SIKAR,555,Sri Madhopur,,
40,UTTAR PRADESH,248989,Dasna,800735,145,GHAZIABAD,,,,
41,UTTAR PRADESH,248989,Dasna,800735,145,GHAZIABAD,739,Ghaziabad,,
42,UTTAR PRADESH,249419,Gonda,801134,147,GONDA,,,,
43,UTTAR PRADESH,249419,Gonda,801134,147,GONDA,928,Gonda,,
44,MADHYA PRADESH,250747,Bijawar,802145,398,CHHATARPUR,,,,
45,MADHYA PRADESH,250747,Bijawar,802145,398,CHHATARPUR,3433,Bijawar,,
46,GOA,252075,Bicholim,803244,551,NORTH GOA,,,,
47,GOA,252075,Bicholim,803244,551,NORTH GOA,5612,Bicholim,924826,Virdi
48,GOA,252075,Bicholim,803244,551,NORTH GOA,5612,Bicholim,924818,Lamgao
49,GOA,252075,Bicholim,803244,551,NORTH GOA,5612,Bicholim,924814,Bordem
50,GOA,252075,Bicholim,803244,551,NORTH GOA,5612,Bicholim,,
51,UTTAR PRADESH,249273,Auraiya,800992,122,AURAIYA,,,,
52,UTTAR PRADESH,249273,Auraiya,800992,122,AURAIYA,842,Auraiya,,
53,CHHATTISGARH,250601,Baloda,801952,379,JANJGIR-CHAMPA,,,,
54,CHHATTISGARH,250601,Baloda,801952,379,JANJGIR-CHAMPA,3279,Baloda,,
55,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937526,Up Sampada Shamsherpur (117 .)
56,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937524,Up Sampada Paonta Sahib Pratham (116)
57,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937525,Up Sampada Paonta Sahib Dutiya (116.)
58,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937529,Up Sampada Naya Dharam Kot (122 .)
59,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937531,Up Sampada Mantaruwala (122 .)
60,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937536,Up Sampada Kedarpur (119 .)
61,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937534,Up Sampada Bhatanwali (129 .)
62,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937527,Up Sampada Badrinagar (121 .)
63,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,937523,Devinagar (115)
64,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,,,,
65,HIMACHAL PRADESH,248045,Paonta Sahib,800132,24,SIRMAUR,173,Paonta Sahib,,
66,UTTAR PRADESH,249373,Sirsa,801090,120,PRAYAGRAJ,,,,
67,UTTAR PRADESH,249373,Sirsa,801090,120,PRAYAGRAJ,894,Meja,,
68,MADHYA PRADESH,250701,Seondha,802107,401,DATIA,,,,
69,MADHYA PRADESH,250701,Seondha,802107,401,DATIA,3403,Seondha,,
70,MAHARASHTRA,251537,Indapur,802821,490,PUNE,,,,
71,MAHARASHTRA,251537,Indapur,802821,490,PUNE,4200,Indapur,,
72,UTTAR PRADESH,248981,Modinagar,800730,145,GHAZIABAD,,,,
73,UTTAR PRADESH,248981,Modinagar,800730,145,GHAZIABAD,738,Modinagar,,
74,UTTAR PRADESH,249227,Maurawan,800943,186,UNNAO,,,,
75,UTTAR PRADESH,249227,Maurawan,800943,186,UNNAO,817,Purwa,,
76,ODISHA,250555,Balangir,801890,345,BALANGIR,,,,
77,ODISHA,250555,Balangir,801890,345,BALANGIR,3142,Balangir,,
78,UTTAR PRADESH,249081,Jasrana,800818,143,FIROZABAD,,,,
79,UTTAR PRADESH,249081,Jasrana,800818,143,FIROZABAD,773,Jasrana,,
80,MAHARASHTRA,251491,Uran,802795,491,RAIGAD,,,,
81,MAHARASHTRA,251491,Uran,802795,491,RAIGAD,4172,Uran,,
82,ANDHRA PRADESH,251737,Nidadavole,802960,523,WEST GODAVARI,,,,
83,ANDHRA PRADESH,251737,Nidadavole,802960,523,WEST GODAVARI,4960,Nidadavole,,
84,UTTARAKHAND,248428,Herbertpur,800306,49,DEHRADUN,,,,
85,UTTARAKHAND,248428,Herbertpur,800306,49,DEHRADUN,303,Vikas Nagar,,
86,MADHYA PRADESH,250847,Unhel,802226,435,UJJAIN,,,,
87,MADHYA PRADESH,250847,Unhel,802226,435,UJJAIN,3509,Nagda,,
88,UTTAR PRADESH,249496,Chitbara Gaon,801205,126,BALLIA,,,,
89,UTTAR PRADESH,249496,Chitbara Gaon,801205,126,BALLIA,978,Ballia,,
90,BIHAR,249565,Raxaul,801282,213,PURBI CHAMPARAN,,,,
91,BIHAR,249565,Raxaul,801282,213,PURBI CHAMPARAN,1031,Raxaul,,
92,MAHARASHTRA,251560,Ambajogai,802839,470,BEED,,,,
93,MAHARASHTRA,251560,Ambajogai,802839,470,BEED,4225,Ambejogai,,
94,MADHYA PRADESH,250870,Kantaphod,802251,402,DEWAS,,,,
95,MADHYA PRADESH,250870,Kantaphod,802251,402,DEWAS,3528,Satwas,,
96,MADHYA PRADESH,250939,Talen,802304,422,RAJGARH,,,,
97,MADHYA PRADESH,250939,Talen,802304,422,RAJGARH,3569,Pachore,,
98,GUJARAT,251062,Chanasma,802458,455,PATAN,,,,
99,GUJARAT,251062,Chanasma,802458,455,PATAN,3747,Patan,,
100,GUJARAT,251062,Chanasma,802458,455,PATAN,3750,Chanasma,,
101,BIHAR,249596,Manihari,801315,201,KATIHAR,,,,
102,BIHAR,249596,Manihari,801315,201,KATIHAR,1156,Manihari,,
103,MADHYA PRADESH,250770,Deori,802163,425,SAGAR,,,,
104,MADHYA PRADESH,250770,Deori,802163,425,SAGAR,3453,Deori,,
105,UTTAR PRADESH,249004,Aurangabad,800748,134,BULANDSHAHR,,,,
106,UTTAR PRADESH,249004,Aurangabad,800748,134,BULANDSHAHR,746,Bulandshahr,,
107,GUJARAT,251162,Rajula,802547,439,AMRELI,3849,Rajula,936617,Rajula
108,GUJARAT,251162,Rajula,802547,439,AMRELI,,,,
109,GUJARAT,251162,Rajula,802547,439,AMRELI,3849,Rajula,,
110,UTTAR PRADESH,249396,Tanda(Rampur),801113,121,AMBEDKAR NAGAR,,,,
111,UTTAR PRADESH,249396,Tanda(Rampur),801113,121,AMBEDKAR NAGAR,907,Tanda,,
112,MADHYA PRADESH,250970,Itarsi,802345,409,HOSHANGABAD,,,,
113,MADHYA PRADESH,250970,Itarsi,802345,409,HOSHANGABAD,3613,Itarsi,,
114,UTTAR PRADESH,249012,Jahangirabad,800756,134,BULANDSHAHR,,,,
115,UTTAR PRADESH,249012,Jahangirabad,800756,134,BULANDSHAHR,748,Anupshahr,,
116,MADHYA PRADESH,250678,Banmor,802084,417,MORENA,,,,
117,MADHYA PRADESH,250678,Banmor,802084,417,MORENA,3387,Morena,,
118,GUJARAT,251176,Karamsad,802564,440,ANAND,,,,
119,GUJARAT,251176,Karamsad,802564,440,ANAND,3864,Anand Rural,,
120,CHHATTISGARH,250578,Chirimiri,801916,384,KOREA,,,,
121,CHHATTISGARH,250578,Chirimiri,801916,384,KOREA,3232,Baikunthpur,930678,Keradol
122,CHHATTISGARH,250578,Chirimiri,801916,384,KOREA,3232,Baikunthpur,930674,Chittajhor
123,CHHATTISGARH,250578,Chirimiri,801916,384,KOREA,3235,Khadganva,930681,Chirmiri
124,CHHATTISGARH,250578,Chirimiri,801916,384,KOREA,3235,Khadganva,,
125,CHHATTISGARH,250578,Chirimiri,801916,384,KOREA,3232,Baikunthpur,,
126,GUJARAT,251076,Talod,802471,458,SABAR KANTHA,3768,Talod,934065,Talod
127,GUJARAT,251076,Talod,802471,458,SABAR KANTHA,,,,
128,GUJARAT,251076,Talod,802471,458,SABAR KANTHA,3768,Talod,,
129,HIMACHAL PRADESH,248222,Jogindarnagar,800104,22,MANDI,124,Jogindarnagar,939626,Shanan (393)
130,HIMACHAL PRADESH,248222,Jogindarnagar,800104,22,MANDI,124,Jogindarnagar,939624,Kupar (394)
131,HIMACHAL PRADESH,248222,Jogindarnagar,800104,22,MANDI,124,Jogindarnagar,939625,Jogindernagar (396)
132,HIMACHAL PRADESH,248222,Jogindarnagar,800104,22,MANDI,,,,
133,HIMACHAL PRADESH,248222,Jogindarnagar,800104,22,MANDI,124,Jogindarnagar,,
134,UTTAR PRADESH,249304,Erich,801021,153,JHANSI,,,,
135,UTTAR PRADESH,249304,Erich,801021,153,JHANSI,857,Garautha,,
136,RAJASTHAN,248712,Bari,800502,98,DHOLPUR,516,Bari,926634,BARI 3
137,RAJASTHAN,248712,Bari,800502,98,DHOLPUR,516,Bari,926633,BARI 2
138,RAJASTHAN,248712,Bari,800502,98,DHOLPUR,516,Bari,926632,BARI 1
139,RAJASTHAN,248712,Bari,800502,98,DHOLPUR,,,,
140,RAJASTHAN,248712,Bari,800502,98,DHOLPUR,516,Bari,,
141,UTTAR PRADESH,249204,Madhoganj,800922,150,HARDOI,,,,
142,UTTAR PRADESH,249204,Madhoganj,800922,150,HARDOI,812,Bilgram,,
143,BIHAR,249602,Kanti,801323,208,MUZAFFARPUR,,,,
144,BIHAR,249602,Kanti,801323,208,MUZAFFARPUR,1204,Kanti,,
145,MAHARASHTRA,251285,Faizpur,802649,478,JALGAON,,,,
146,MAHARASHTRA,251285,Faizpur,802649,478,JALGAON,3961,Yawal,,
147,HARYANA,248560,Bahadurgarh,800418,64,JHAJJAR,408,Bahadurgarh,934283,Bahadurgrah
148,HARYANA,248560,Bahadurgarh,800418,64,JHAJJAR,,,,
149,HARYANA,248560,Bahadurgarh,800418,64,JHAJJAR,408,Bahadurgarh,,
150,MADHYA PRADESH,250884,Badnawar,802257,403,DHAR,,,,
151,MADHYA PRADESH,250884,Badnawar,802257,403,DHAR,3532,Badnawar,,
152,HARYANA,248583,Punahana,800435,604,NUH,,,,
153,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,,
154,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,63358,Ahmadbas Punahana(133)
155,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,63413,Basdalla(232)
156,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,63406,Karaira Punahana(215)
157,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,63352,Punahana (Rural)(219)
158,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,63366,Shamsabad Khechatan(214)
159,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,63407,Nakanpur (Part)(217)
160,HARYANA,248583,Punahana,800435,604,NUH,424,Punahana,63365,Patakpur Punahana(218)
161,RAJASTHAN,248775,Jaitaran,800559,111,PALI,,,,
162,RAJASTHAN,248775,Jaitaran,800559,111,PALI,597,Jaitaran,,
163,MAHARASHTRA,248082,Chandrapur,802722,473,CHANDRAPUR,,,,
164,MAHARASHTRA,248082,Chandrapur,802722,473,CHANDRAPUR,4071,Chandrapur,,
165,RAJASTHAN,248752,Kuchera,800537,110,NAGAUR,,,,
166,RAJASTHAN,248752,Kuchera,800537,110,NAGAUR,560,Nagaur,,
167,UTTAR PRADESH,249410,Bahraich,801125,125,BAHRAICH,,,,
168,UTTAR PRADESH,249410,Bahraich,801125,125,BAHRAICH,921,Bahraich,,
169,UTTAR PRADESH,249533,Suriyawan,801237,179,BHADOHI,,,,
170,UTTAR PRADESH,249533,Suriyawan,801237,179,BHADOHI,997,Bhadohi,,
171,ODISHA,248059,Bhuban,801848,352,DHENKANAL,,,,
172,ODISHA,248059,Bhuban,801848,352,DHENKANAL,2990,Bhuban,,
173,JHARKHAND,248136,Phusro,801777,322,BOKARO,,,,
174,JHARKHAND,248136,Phusro,801777,322,BOKARO,2590,Bermo,,
175,UTTAR PRADESH,249218,Hyderabad,800935,186,UNNAO,,,,
176,UTTAR PRADESH,249218,Hyderabad,800935,186,UNNAO,815,Hasanganj,,
177,UTTAR PRADESH,249387,Haidergarh,801103,129,BARABANKI,,,,
178,UTTAR PRADESH,249387,Haidergarh,801103,129,BARABANKI,901,Haidergarh,,
179,MAHARASHTRA,251308,Lonar,802672,472,BULDHANA,,,,
180,MAHARASHTRA,251308,Lonar,802672,472,BULDHANA,3987,Lonar,,
181,MAHARASHTRA,251477,Bhiwandi,802789,497,THANE,,,,
182,MAHARASHTRA,251477,Bhiwandi,802789,497,THANE,4166,Bhiwandi,,
183,UTTAR PRADESH,249364,Mau Aima,801082,120,PRAYAGRAJ,,,,
184,UTTAR PRADESH,249364,Mau Aima,801082,120,PRAYAGRAJ,888,Soraon,,
185,MAHARASHTRA,251331,Dattapur Dhamangaon,802693,468,AMRAVATI,,,,
186,MAHARASHTRA,251331,Dattapur Dhamangaon,802693,468,AMRAVATI,4014,Dhamangaon Railway,,
187,ASSAM,249857,Tihu,801628,618,KAMRUP METRO,,,,
188,ASSAM,249857,Tihu,801628,618,KAMRUP METRO,2131,Chandrapur,,
189,MADHYA PRADESH,250853,Soyatkalan,802232,667,AGAR MALWA,,,,
190,MADHYA PRADESH,250853,Soyatkalan,802232,667,AGAR MALWA,3515,Susner,,
191,MADHYA PRADESH,250947,Sehore,802314,427,SEHORE,,,,
192,MADHYA PRADESH,250947,Sehore,802314,427,SEHORE,3582,Sehore,,
193,RAJASTHAN,248729,Shahpura,800515,102,JAIPUR,,,,
194,RAJASTHAN,248729,Shahpura,800515,102,JAIPUR,540,Shahpura,,
195,MADHYA PRADESH,250807,Shahdol,802413,429,SHAHDOL,,,,
196,MADHYA PRADESH,250807,Shahdol,802413,429,SHAHDOL,3691,Sohagpur,,
197,GUJARAT,251053,Dhanera,802449,441,BANAS KANTHA,,,,
198,GUJARAT,251053,Dhanera,802449,441,BANAS KANTHA,3734,Dhanera,930278,Dhanera
199,GUJARAT,251053,Dhanera,802449,441,BANAS KANTHA,3734,Dhanera,,
200,PUNJAB,248337,Doraha,800194,36,LUDHIANA,,,,
201,PUNJAB,248337,Doraha,800194,36,LUDHIANA,226,Payal,,
202,BIHAR,249665,Buxar,801391,194,BUXAR,,,,
203,BIHAR,249665,Buxar,801391,194,BUXAR,1441,Buxar,,
204,CHHATTISGARH,250661,Mahasamund,802045,385,MAHASAMUND,,,,
205,CHHATTISGARH,250661,Mahasamund,802045,385,MAHASAMUND,3341,Mahasamund,,
206,MIZORAM,249771,Saitual,801507,261,AIZAWL,,,,
207,MIZORAM,249771,Saitual,801507,261,AIZAWL,1905,Thingsulthliah,,
208,JAMMU AND KASHMIR,248199,Municipal Committee Bari Brahmana,800077,624,SAMBA,,,,
209,JAMMU AND KASHMIR,248199,Municipal Committee Bari Brahmana,800077,624,SAMBA,82,Samba,,
210,GUJARAT,251199,Dahod,802590,445,DOHAD,,,,
211,GUJARAT,251199,Dahod,802590,445,DOHAD,3893,Dohad,908865,Dahod Kasba
212,GUJARAT,251199,Dahod,802590,445,DOHAD,3893,Dohad,519476,Freelandgunj (CT)
213,GUJARAT,251199,Dahod,802590,445,DOHAD,3893,Dohad,519477,Dohad (OG) (Ward 13)
214,GUJARAT,251199,Dahod,802590,445,DOHAD,3893,Dohad,,
215,MAHARASHTRA,251391,Pusad,802730,500,YAVATMAL,,,,
216,MAHARASHTRA,251391,Pusad,802730,500,YAVATMAL,4085,Pusad,,
217,UTTAR PRADESH,249187,Misrikh Cum Neemsar,800905,183,SITAPUR,,,,
218,UTTAR PRADESH,249187,Misrikh Cum Neemsar,800905,183,SITAPUR,803,Misrikh,,
219,RAJASTHAN,248666,Bhadra,800459,101,HANUMANGARH,,,,
220,RAJASTHAN,248666,Bhadra,800459,101,HANUMANGARH,472,Bhadra,,
221,UTTAR PRADESH,249164,Kalinagar,800881,173,PILIBHIT,,,,
222,UTTAR PRADESH,249164,Kalinagar,800881,173,PILIBHIT,792,Puranpur,,
223,MADHYA PRADESH,250893,Dhamnod Ratlam,802223,423,RATLAM,,,,
224,MADHYA PRADESH,250893,Dhamnod Ratlam,802223,423,RATLAM,3507,Ratlam,,
225,MAHARASHTRA,251583,Dudhani,802862,496,SOLAPUR,,,,
226,MAHARASHTRA,251583,Dudhani,802862,496,SOLAPUR,4254,Akkalkot,,
227,MADHYA PRADESH,250916,Rajpur,802287,393,BARWANI,,,,
228,MADHYA PRADESH,250916,Rajpur,802287,393,BARWANI,3558,Rajpur,,
229,KARNATAKA,251869,Chitgoppa,803062,529,BIDAR,,,,
230,KARNATAKA,251869,Chitgoppa,803062,529,BIDAR,5458,Homnabad,,
231,PUNJAB,248305,Talwara,000000,33,HOSHIARPUR,,,,
232,PUNJAB,248305,Talwara,000000,33,HOSHIARPUR,215,Mukerian,,
233,UTTAR PRADESH,248972,Badaut,800723,124,BAGHPAT,735,Baraut,119301,Baraut (Rural)(Now In Nagar)
234,UTTAR PRADESH,248972,Badaut,800723,124,BAGHPAT,,,,
235,UTTAR PRADESH,248972,Badaut,800723,124,BAGHPAT,735,Baraut,,
236,UTTAR PRADESH,249144,Bisharatganj,800862,130,BAREILLY,,,,
237,UTTAR PRADESH,249144,Bisharatganj,800862,130,BAREILLY,786,Aonla,,
238,ODISHA,250469,Barbil,801821,361,KENDUJHAR,,,,
239,ODISHA,250469,Barbil,801821,361,KENDUJHAR,2834,Barbil,,
240,PUNJAB,248282,Dhilwan,800156,35,KAPURTHALA,,,,
241,PUNJAB,248282,Dhilwan,800156,35,KAPURTHALA,206,Kapurthala,,
242,ODISHA,250446,Padmapur,801803,347,BARGARH,,,,
243,ODISHA,250446,Padmapur,801803,347,BARGARH,2757,Padmapur,,
244,ANDHRA PRADESH,251700,Srikakulam,802942,519,SRIKAKULAM,,,,
245,ANDHRA PRADESH,251700,Srikakulam,802942,519,SRIKAKULAM,4802,Srikakulam,930944,PATHA SRIKAKULAM URBAN
246,ANDHRA PRADESH,251700,Srikakulam,802942,519,SRIKAKULAM,4802,Srikakulam,930877,KASIMVALASA
247,ANDHRA PRADESH,251700,Srikakulam,802942,519,SRIKAKULAM,4802,Srikakulam,930876,GUJARATHIPETA
248,ANDHRA PRADESH,251700,Srikakulam,802942,519,SRIKAKULAM,4802,Srikakulam,930875,FAZULBEGPETA
249,ANDHRA PRADESH,251700,Srikakulam,802942,519,SRIKAKULAM,4802,Srikakulam,930943,BALAGA URBAN
250,ANDHRA PRADESH,251700,Srikakulam,802942,519,SRIKAKULAM,4802,Srikakulam,,
251,ASSAM,249940,Karimganj,801616,282,CACHAR,,,,
252,ASSAM,249940,Karimganj,801616,282,CACHAR,2100,Lakhipur,,
253,MADHYA PRADESH,250924,Pandhana,802438,405,EAST NIMAR,,,,
254,MADHYA PRADESH,250924,Pandhana,802438,405,EAST NIMAR,3718,Pandhana,,
255,ASSAM,249834,Goalpara,801554,287,GOALPARA,,,,
256,ASSAM,249834,Goalpara,801554,287,GOALPARA,2014,Balijana,,
257,MADHYA PRADESH,250830,Piplya Mandi,802208,416,MANDSAUR,,,,
258,MADHYA PRADESH,250830,Piplya Mandi,802208,416,MANDSAUR,3493,Malhargarh,,
259,RAJASTHAN,248803,Lakheri,800584,94,BUNDI,,,,
260,RAJASTHAN,248803,Lakheri,800584,94,BUNDI,624,Indragarh,,
261,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,,,,
262,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3317,Durg,931366,Hathkhoj
263,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3317,Durg,931358,Aklordih
264,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3317,Durg,,
265,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931382,Urla
266,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931381,Umda
267,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931380,Somni
268,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931379,Sirsakala
269,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931378,Puraina
270,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931387,Morid
271,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931385,Ganiyari
272,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931384,Devbaloda
273,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931383,Charauda
274,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,931405,Bhilai 3
275,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3316,Dhamdha,,
276,CHHATTISGARH,250638,Bhilai Charoda,802007,378,DURG,3318,Patan,,
277,GOA,252061,Mapusa,803242,551,NORTH GOA,,,,
278,GOA,252061,Mapusa,803242,551,NORTH GOA,5610,Bardez,,
279,MADHYA PRADESH,251030,Pandhurna,802391,399,CHHINDWARA,,,,
280,MADHYA PRADESH,251030,Pandhurna,802391,399,CHHINDWARA,3658,Pandhurna,,
281,UTTAR PRADESH,249356,Patti,801074,174,PRATAPGARH,,,,
282,UTTAR PRADESH,249356,Patti,801074,174,PRATAPGARH,883,Patti,,
283,MADHYA PRADESH,251022,Dongar Parasia,802383,399,CHHINDWARA,,,,
284,MADHYA PRADESH,251022,Dongar Parasia,802383,399,CHHINDWARA,3652,Parasia,,
285,MAHARASHTRA,251414,Sailu,802751,489,PARBHANI,,,,
286,MAHARASHTRA,251414,Sailu,802751,489,PARBHANI,4116,Sailu,,
287,UTTAR PRADESH,249058,Farah,800794,167,MATHURA,,,,
288,UTTAR PRADESH,249058,Farah,800794,167,MATHURA,764,Mathura,,
289,PUNJAB,248368,Sangat,800227,28,BATHINDA,,,,
290,PUNJAB,248368,Sangat,800227,28,BATHINDA,245,Bathinda,,
291,UTTAR PRADESH,249450,Barhalganj,801165,148,GORAKHPUR,,,,
292,UTTAR PRADESH,249450,Barhalganj,801165,148,GORAKHPUR,954,Gola,,
293,ODISHA,250532,Kavisurjyanagar,801869,354,GANJAM,,,,
294,ODISHA,250532,Kavisurjyanagar,801869,354,GANJAM,3080,KABISURYANAGAR,,
295,MAHARASHTRA,251614,Malkapur-Kolhapur,802881,480,KOLHAPUR,,,,
296,MAHARASHTRA,251614,Malkapur-Kolhapur,802881,480,KOLHAPUR,4283,Shahuwadi,,
297,HARYANA,248511,Kaithal,800375,66,KAITHAL,368,Kaithal,58839,Patti Afgan (Part)(23)
298,HARYANA,248511,Kaithal,800375,66,KAITHAL,368,Kaithal,58838,Patti Khot (Part)(22)
299,HARYANA,248511,Kaithal,800375,66,KAITHAL,368,Kaithal,934295,Patti Kaisth seth
300,HARYANA,248511,Kaithal,800375,66,KAITHAL,368,Kaithal,934294,Patti gadar
301,HARYANA,248511,Kaithal,800375,66,KAITHAL,368,Kaithal,916530,Patti Dhogar Shaktinagar (21)
302,HARYANA,248511,Kaithal,800375,66,KAITHAL,,,,
303,HARYANA,248511,Kaithal,800375,66,KAITHAL,6446,Kalayat,58887,Kalayat(Rural) (30)
304,HARYANA,248511,Kaithal,800375,66,KAITHAL,6446,Kalayat,,
305,HARYANA,248511,Kaithal,800375,66,KAITHAL,368,Kaithal,,
306,UTTAR PRADESH,249436,Nautanwa,801152,164,MAHARAJGANJ,,,,
307,UTTAR PRADESH,249436,Nautanwa,801152,164,MAHARAJGANJ,944,Nautanwa,,
308,UTTAR PRADESH,249459,Rampur Karkhana,801174,137,DEORIA,,,,
309,UTTAR PRADESH,249459,Rampur Karkhana,801174,137,DEORIA,959,Deoria,,
310,MAHARASHTRA,251451,Dahanu,802782,497,THANE,,,,
311,MAHARASHTRA,251451,Dahanu,802782,665,PALGHAR,4158,Dahanu,,
312,HARYANA,248557,Rohtak,800414,73,ROHTAK,406,Sampla,934323,Kheri sampla
313,HARYANA,248557,Rohtak,800414,73,ROHTAK,405,Rohtak,934247,Para
314,HARYANA,248557,Rohtak,800414,73,ROHTAK,,,,
315,HARYANA,248557,Rohtak,800414,73,ROHTAK,6467,Kalanaur,61592,Kalanaur Khurd (Part)(127)
316,HARYANA,248557,Rohtak,800414,73,ROHTAK,6467,Kalanaur,61593,Kalanaur Kalan (Part)(126)
