Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name
251849,Afzalpur,63464,1,Afzalpur (TP) - Ward No.1
251849,Afzalpur,63473,10,Afzalpur (TP) - Ward No.10
251849,Afzalpur,63474,11,Afzalpur (TP) - Ward No.11
251849,Afzalpur,63475,12,Afzalpur (TP) - Ward No.12
251849,Afzalpur,63476,13,Afzalpur (TP) - Ward No.13
251849,Afzalpur,63477,14,Afzalpur (TP) - Ward No.14
251849,Afzalpur,63478,15,Afzalpur (TP) - Ward No.15
251849,Afzalpur,930330,16,Afzalpur (TP) - Ward No.16
251849,Afzalpur,930331,17,Afzalpur (TP) - Ward No.17
251849,Afzalpur,930334,18,Afzalpur (TP) - Ward No.18
251849,Afzalpur,930337,19,Afzalpur (TP) - Ward No.19
251849,Afzalpur,63465,2,Afzalpur (TP) - Ward No.2
251849,Afzalpur,930342,20,Afzalpur (TP) - Ward No.20
251849,Afzalpur,63466,3,Afzalpur (TP) - Ward No.3
251849,Afzalpur,63467,4,Afzalpur (TP) - Ward No.4
251849,Afzalpur,63468,5,Afzalpur (TP) - Ward No.5
251849,Afzalpur,63469,6,Afzalpur (TP) - Ward No.6
251849,Afzalpur,63470,7,Afzalpur (TP) - Ward No.7
251849,Afzalpur,63471,8,Afzalpur (TP) - Ward No.8
251849,Afzalpur,63472,9,Afzalpur (TP) - Ward No.9
276618,AINAPUR,1295588,3,basava nagar
276618,AINAPUR,1295587,2,gandi nagar
276618,AINAPUR,1295589,4,Hanuman Nagar
276618,AINAPUR,1295597,12,Jamadar  Oni
276618,AINAPUR,1295586,1,Janata  colony
276618,AINAPUR,1295590,5,Jolad Galli
276618,AINAPUR,1295595,10,Kalmeshwar  Oni
276618,AINAPUR,1295594,9,Katti  Oni
276618,AINAPUR,1295598,13,Killedar  Oni
276618,AINAPUR,1295591,6,Mutnal  Galli
276618,AINAPUR,1295593,8,Pagadar  Oni
276618,AINAPUR,1295599,14,Sambanavar  Oni
276618,AINAPUR,1295592,7,Sunagar  Galli
276618,AINAPUR,1295596,11,Vidhya  Nagar
276618,AINAPUR,1295600,ward No. 1,ward No. 1
276618,AINAPUR,1295609,ward No.10,ward No.10
276618,AINAPUR,1295610,ward No.11,ward No.11
276618,AINAPUR,1295611,ward No.12,ward No.12
276618,AINAPUR,1295612,ward No.13,ward No.13
276618,AINAPUR,1295613,ward No.14,ward No.14
276618,AINAPUR,1295614,ward No.15,ward No.15
276618,AINAPUR,1295615,ward No.16,ward No.16
276618,AINAPUR,1295616,ward No.17,ward No.17
276618,AINAPUR,1295617,ward No.18,ward No.18
276618,AINAPUR,1295618,ward No.19,ward No.19
276618,AINAPUR,1295601,ward No. 2,ward No. 2
276618,AINAPUR,1295602,ward No. 3,ward No.3
276618,AINAPUR,1295603,ward No. 4,ward No. 4
276618,AINAPUR,1295604,ward No. 5,ward No. 5
276618,AINAPUR,1295605,ward No. 6,ward No. 6
276618,AINAPUR,1295606,ward No. 7,ward No. 7
276618,AINAPUR,1295607,ward No. 8,ward No. 8
276618,AINAPUR,1295608,ward No. 9,ward No. 9
276540,ALAMELA,1296119,3,Ambabhavani Temple
276540,ALAMELA,1296130,14,Ambedkar Nagar
276540,ALAMELA,1296129,13,Ambedkar Nagara
276540,ALAMELA,1296117,1,Basava Nagar
276540,ALAMELA,1296128,12,Bhagawan Colony
276540,ALAMELA,1296124,8,Chandtara Galli
276540,ALAMELA,1296127,11,Gandhi Chowk
276540,ALAMELA,1296118,2,Indi Road
276540,ALAMELA,1296122,6,Kannolli colony
276540,ALAMELA,1296120,4,Khaji colony
276540,ALAMELA,1296135,19,Kumbar Colony
276540,ALAMELA,1296131,15,Madar Colony
276540,ALAMELA,1296121,5,Main Bazar
276540,ALAMELA,1296132,16,Narayanakar Colony
276540,ALAMELA,1296125,9,Soudagar colony
276540,ALAMELA,1296123,7,Sumbad colony
276540,ALAMELA,1296134,18,Tippi Gundi
276540,ALAMELA,1296126,10,Veerabhadreshwar chowk
276540,ALAMELA,1296133,17,Waddar Colony
251848,Aland,26422,1,Aland (TMC) - Ward No.1
251848,Aland,26431,10,Aland (TMC) - Ward No.10
251848,Aland,26432,11,Aland (TMC) - Ward No.11
251848,Aland,26433,12,Aland (TMC) - Ward No.12
251848,Aland,26969,13,Aland (TMC) - Ward No.13
251848,Aland,26970,14,Aland (TMC) - Ward No.14
251848,Aland,26971,15,Aland (TMC) - Ward No.15
251848,Aland,26972,16,Aland (TMC) - Ward No.16
251848,Aland,26973,17,Aland (TMC) - Ward No.17
251848,Aland,26974,18,Aland (TMC) - Ward No.18
251848,Aland,26975,19,Aland (TMC) - Ward No.19
251848,Aland,26423,2,Aland (TMC) - Ward No.2
251848,Aland,26976,20,Aland (TMC) - Ward No.20
251848,Aland,26977,21,Aland (TMC) - Ward No.21
251848,Aland,26978,22,Aland (TMC) - Ward No.22
251848,Aland,26979,23,Aland (TMC) - Ward No.23
251848,Aland,26424,3,Aland (TMC) - Ward No.3
251848,Aland,26425,4,Aland (TMC) - Ward No.4
251848,Aland,26426,5,Aland (TMC) - Ward No.5
251848,Aland,26427,6,Aland (TMC) - Ward No.6
251848,Aland,26428,7,Aland (TMC) - Ward No.7
251848,Aland,26429,8,Aland (TMC) - Ward No.8
251848,Aland,26430,9,Aland (TMC) - Ward No.9
251894,Alnavar,28106,1,Alnavar (TP) - Ward No.1
251894,Alnavar,28115,10,Alnavar (TP) - Ward No.10
251894,Alnavar,28116,11,Alnavar (TP) - Ward No.11
251894,Alnavar,28117,12,Alnavar (TP) - Ward No.12
251894,Alnavar,28118,13,Alnavar (TP) - Ward No.13
251894,Alnavar,28119,14,Alnavar (TP) - Ward No.14
251894,Alnavar,28120,15,Alnavar (TP) - Ward No.15
251894,Alnavar,28107,2,Alnavar (TP) - Ward No.2
251894,Alnavar,28108,3,Alnavar (TP) - Ward No.3
251894,Alnavar,28109,4,Alnavar (TP) - Ward No.4
251894,Alnavar,28110,5,Alnavar (TP) - Ward No.5
251894,Alnavar,28111,6,Alnavar (TP) - Ward No.6
251894,Alnavar,28112,7,Alnavar (TP) - Ward No.7
251894,Alnavar,28113,8,Alnavar (TP) - Ward No.8
251894,Alnavar,28114,9,Alnavar (TP) - Ward No.9
252013,Alur,27791,1,Alur (TP) - Ward No.1
252013,Alur,27800,10,Alur (TP) - Ward No.10
252013,Alur,27801,11,Alur (TP) - Ward No.11
252013,Alur,27792,2,Alur (TP) - Ward No.2
252013,Alur,27793,3,Alur (TP) - Ward No.3
252013,Alur,27794,4,Alur (TP) - Ward No.4
252013,Alur,27795,5,Alur (TP) - Ward No.5
252013,Alur,27796,6,Alur (TP) - Ward No.6
252013,Alur,27797,7,Alur (TP) - Ward No.7
252013,Alur,27798,8,Alur (TP) - Ward No.8
252013,Alur,27799,9,Alur (TP) - Ward No.9
276597,AMINAGAD,1294036,1,Ward-1
276597,AMINAGAD,1294045,10,Ward-10
276597,AMINAGAD,1294046,11,Ward-11
276597,AMINAGAD,1294047,12,Ward-12
276597,AMINAGAD,1294048,13,Ward-13
276597,AMINAGAD,1294049,14,Ward-14
276597,AMINAGAD,1294050,15,Ward-15
276597,AMINAGAD,1294051,16,Ward-16
276597,AMINAGAD,1294037,2,Ward-2
276597,AMINAGAD,1294038,3,Ward-3
276597,AMINAGAD,1294039,4,Ward-4
276597,AMINAGAD,1294040,5,Ward-5
276597,AMINAGAD,1294041,6,Ward-6
276597,AMINAGAD,1294042,7,Ward-7
276597,AMINAGAD,1294043,8,Ward-8
276597,AMINAGAD,1294044,9,Ward-9
253189,Anekal,26451,103,Arehalli  (OG) - Ward No.103
253189,Anekal,25883,1,Bangalore (M Corp.) - Ward No.1
253189,Anekal,25981,10,Bangalore (M Corp.) - Ward No.10
253189,Anekal,26448,100,Bangalore (M Corp.) - Ward No.100
253189,Anekal,25982,11,Bangalore (M Corp.) - Ward No.11
253189,Anekal,25983,12,Bangalore (M Corp.) - Ward No.12
253189,Anekal,25984,13,Bangalore (M Corp.) - Ward No.13
253189,Anekal,25985,14,Bangalore (M Corp.) - Ward No.14
253189,Anekal,25986,15,Bangalore (M Corp.) - Ward No.15
253189,Anekal,25987,16,Bangalore (M Corp.) - Ward No.16
253189,Anekal,25988,17,Bangalore (M Corp.) - Ward No.17
253189,Anekal,25989,18,Bangalore (M Corp.) - Ward No.18
253189,Anekal,25990,19,Bangalore (M Corp.) - Ward No.19
253189,Anekal,25884,2,Bangalore (M Corp.) - Ward No.2
253189,Anekal,25991,20,Bangalore (M Corp.) - Ward No.20
253189,Anekal,25992,21,Bangalore (M Corp.) - Ward No.21
253189,Anekal,25993,22,Bangalore (M Corp.) - Ward No.22
253189,Anekal,25994,23,Bangalore (M Corp.) - Ward No.23
253189,Anekal,25995,24,Bangalore (M Corp.) - Ward No.24
253189,Anekal,25996,25,Bangalore (M Corp.) - Ward No.25
253189,Anekal,25997,26,Bangalore (M Corp.) - Ward No.26
253189,Anekal,25998,27,Bangalore (M Corp.) - Ward No.27
253189,Anekal,25999,28,Bangalore (M Corp.) - Ward No.28
253189,Anekal,26000,29,Bangalore (M Corp.) - Ward No.29
253189,Anekal,25974,3,Bangalore (M Corp.) - Ward No.3
253189,Anekal,26001,30,Bangalore (M Corp.) - Ward No.30
253189,Anekal,26002,31,Bangalore (M Corp.) - Ward No.31
253189,Anekal,26003,32,Bangalore (M Corp.) - Ward No.32
253189,Anekal,26004,33,Bangalore (M Corp.) - Ward No.33
253189,Anekal,26005,34,Bangalore (M Corp.) - Ward No.34
253189,Anekal,26006,35,Bangalore (M Corp.) - Ward No.35
253189,Anekal,26007,36,Bangalore (M Corp.) - Ward No.36
253189,Anekal,26008,37,Bangalore (M Corp.) - Ward No.37
253189,Anekal,26009,38,Bangalore (M Corp.) - Ward No.38
253189,Anekal,26010,39,Bangalore (M Corp.) - Ward No.39
253189,Anekal,25975,4,Bangalore (M Corp.) - Ward No.4
253189,Anekal,26011,40,Bangalore (M Corp.) - Ward No.40
253189,Anekal,26012,41,Bangalore (M Corp.) - Ward No.41
253189,Anekal,26013,42,Bangalore (M Corp.) - Ward No.42
253189,Anekal,26014,43,Bangalore (M Corp.) - Ward No.43
253189,Anekal,26015,44,Bangalore (M Corp.) - Ward No.44
253189,Anekal,26016,45,Bangalore (M Corp.) - Ward No.45
253189,Anekal,26017,46,Bangalore (M Corp.) - Ward No.46
253189,Anekal,26018,47,Bangalore (M Corp.) - Ward No.47
253189,Anekal,26019,48,Bangalore (M Corp.) - Ward No.48
253189,Anekal,26020,49,Bangalore (M Corp.) - Ward No.49
253189,Anekal,25976,5,Bangalore (M Corp.) - Ward No.5
253189,Anekal,26021,50,Bangalore (M Corp.) - Ward No.50
253189,Anekal,26022,51,Bangalore (M Corp.) - Ward No.51
253189,Anekal,26023,52,Bangalore (M Corp.) - Ward No.52
253189,Anekal,26024,53,Bangalore (M Corp.) - Ward No.53
253189,Anekal,26025,54,Bangalore (M Corp.) - Ward No.54
253189,Anekal,26026,55,Bangalore (M Corp.) - Ward No.55
253189,Anekal,26027,56,Bangalore (M Corp.) - Ward No.56
253189,Anekal,26028,57,Bangalore (M Corp.) - Ward No.57
253189,Anekal,26029,58,Bangalore (M Corp.) - Ward No.58
253189,Anekal,26030,59,Bangalore (M Corp.) - Ward No.59
253189,Anekal,25977,6,Bangalore (M Corp.) - Ward No.6
253189,Anekal,26031,60,Bangalore (M Corp.) - Ward No.60
253189,Anekal,26032,61,Bangalore (M Corp.) - Ward No.61
253189,Anekal,26033,62,Bangalore (M Corp.) - Ward No.62
253189,Anekal,26034,63,Bangalore (M Corp.) - Ward No.63
253189,Anekal,26035,64,Bangalore (M Corp.) - Ward No.64
253189,Anekal,26036,65,Bangalore (M Corp.) - Ward No.65
253189,Anekal,26037,66,Bangalore (M Corp.) - Ward No.66
253189,Anekal,26038,67,Bangalore (M Corp.) - Ward No.67
253189,Anekal,26039,68,Bangalore (M Corp.) - Ward No.68
253189,Anekal,26040,69,Bangalore (M Corp.) - Ward No.69
253189,Anekal,25978,7,Bangalore (M Corp.) - Ward No.7
253189,Anekal,26041,70,Bangalore (M Corp.) - Ward No.70
253189,Anekal,26042,71,Bangalore (M Corp.) - Ward No.71
253189,Anekal,26043,72,Bangalore (M Corp.) - Ward No.72
253189,Anekal,26044,73,Bangalore (M Corp.) - Ward No.73
253189,Anekal,26045,74,Bangalore (M Corp.) - Ward No.74
253189,Anekal,26046,75,Bangalore (M Corp.) - Ward No.75
253189,Anekal,26047,76,Bangalore (M Corp.) - Ward No.76
253189,Anekal,26048,77,Bangalore (M Corp.) - Ward No.77
253189,Anekal,26049,78,Bangalore (M Corp.) - Ward No.78
253189,Anekal,26050,79,Bangalore (M Corp.) - Ward No.79
253189,Anekal,25979,8,Bangalore (M Corp.) - Ward No.8
253189,Anekal,26051,80,Bangalore (M Corp.) - Ward No.80
253189,Anekal,26052,81,Bangalore (M Corp.) - Ward No.81
253189,Anekal,26053,82,Bangalore (M Corp.) - Ward No.82
253189,Anekal,26054,83,Bangalore (M Corp.) - Ward No.83
253189,Anekal,26055,84,Bangalore (M Corp.) - Ward No.84
253189,Anekal,26056,85,Bangalore (M Corp.) - Ward No.85
253189,Anekal,26434,86,Bangalore (M Corp.) - Ward No.86
253189,Anekal,26435,87,Bangalore (M Corp.) - Ward No.87
253189,Anekal,26436,88,Bangalore (M Corp.) - Ward No.88
253189,Anekal,26437,89,Bangalore (M Corp.) - Ward No.89
253189,Anekal,25980,9,Bangalore (M Corp.) - Ward No.9
253189,Anekal,26438,90,Bangalore (M Corp.) - Ward No.90
253189,Anekal,26439,91,Bangalore (M Corp.) - Ward No.91
253189,Anekal,26440,92,Bangalore (M Corp.) - Ward No.92
253189,Anekal,26441,93,Bangalore (M Corp.) - Ward No.93
253189,Anekal,26442,94,Bangalore (M Corp.) - Ward No.94
253189,Anekal,26443,95,Bangalore (M Corp.) - Ward No.95
253189,Anekal,26444,96,Bangalore (M Corp.) - Ward No.96
253189,Anekal,26445,97,Bangalore (M Corp.) - Ward No.97
253189,Anekal,26446,98,Bangalore (M Corp.) - Ward No.98
253189,Anekal,26447,99,Bangalore (M Corp.) - Ward No.99
253189,Anekal,26449,101,Chelakere  (OG) - Ward No.101
253189,Anekal,26450,102,Horamavu (OG) (Part)  - Ward No.102
251906,Ankola,29943,1,Ankola (TP) - Ward No.1
251906,Ankola,29952,10,Ankola (TP) - Ward No.10
251906,Ankola,29953,11,Ankola (TP) - Ward No.11
251906,Ankola,29954,12,Ankola (TP) - Ward No.12
251906,Ankola,29955,13,Ankola (TP) - Ward No.13
251906,Ankola,29956,14,Ankola (TP) - Ward No.14
251906,Ankola,29944,2,Ankola (TP) - Ward No.2
251906,Ankola,29945,3,Ankola (TP) - Ward No.3
251906,Ankola,29946,4,Ankola (TP) - Ward No.4
251906,Ankola,29947,5,Ankola (TP) - Ward No.5
251906,Ankola,29948,6,Ankola (TP) - Ward No.6
251906,Ankola,29949,7,Ankola (TP) - Ward No.7
251906,Ankola,29950,8,Ankola (TP) - Ward No.8
251906,Ankola,29951,9,Ankola (TP) - Ward No.9
251906,Ankola,29958,16,Bobruwada  (OG) - Ward No.16
251906,Ankola,29960,18,Laxmeshwar  (OG) - Ward No.18
251906,Ankola,29957,15,Shirkuli  (OG) - Ward No.15
251906,Ankola,29959,17,Tenkankeri  (OG) - Ward No.17
251906,Ankola,29961,19,Vandige  (OG) - Ward No.19
251896,Annigeri,28121,1,Annigeri (TMC) - Ward No.1
251896,Annigeri,28130,10,Annigeri (TMC) - Ward No.10
251896,Annigeri,28131,11,Annigeri (TMC) - Ward No.11
251896,Annigeri,28132,12,Annigeri (TMC) - Ward No.12
251896,Annigeri,28133,13,Annigeri (TMC) - Ward No.13
251896,Annigeri,28134,14,Annigeri (TMC) - Ward No.14
251896,Annigeri,28135,15,Annigeri (TMC) - Ward No.15
251896,Annigeri,28136,16,Annigeri (TMC) - Ward No.16
251896,Annigeri,28137,17,Annigeri (TMC) - Ward No.17
251896,Annigeri,28138,18,Annigeri (TMC) - Ward No.18
251896,Annigeri,28139,19,Annigeri (TMC) - Ward No.19
251896,Annigeri,28122,2,Annigeri (TMC) - Ward No.2
251896,Annigeri,28140,20,Annigeri (TMC) - Ward No.20
251896,Annigeri,28141,21,Annigeri (TMC) - Ward No.21
251896,Annigeri,28142,22,Annigeri (TMC) - Ward No.22
251896,Annigeri,28143,23,Annigeri (TMC) - Ward No.23
251896,Annigeri,28123,3,Annigeri (TMC) - Ward No.3
251896,Annigeri,28124,4,Annigeri (TMC) - Ward No.4
251896,Annigeri,28125,5,Annigeri (TMC) - Ward No.5
251896,Annigeri,28126,6,Annigeri (TMC) - Ward No.6
251896,Annigeri,28127,7,Annigeri (TMC) - Ward No.7
251896,Annigeri,28128,8,Annigeri (TMC) - Ward No.8
251896,Annigeri,28129,9,Annigeri (TMC) - Ward No.9
276577,ARABHAVI,1295619,1,ward No. 1
276577,ARABHAVI,1295628,10,ward No.10
276577,ARABHAVI,1295629,11,ward No.11
276577,ARABHAVI,1295630,12,ward No.12
276577,ARABHAVI,1295631,13,ward No.13
276577,ARABHAVI,1295632,14,ward No.14
276577,ARABHAVI,1295633,15,ward No.15
276577,ARABHAVI,1295634,16,ward No.16
276577,ARABHAVI,1295620,2,ward No. 2
276577,ARABHAVI,1295621,3,ward No.3
276577,ARABHAVI,1295622,4,ward No. 4
276577,ARABHAVI,1295623,5,ward No. 5
276577,ARABHAVI,1295624,6,ward No. 6
276577,ARABHAVI,1295625,7,ward No. 7
276577,ARABHAVI,1295626,8,ward No. 8
276577,ARABHAVI,1295627,9,ward No. 9
252014,Arkalgud,27802,1,Arkalgud (TP) - Ward No.1
252014,Arkalgud,27811,10,Arkalgud (TP) - Ward No.10
252014,Arkalgud,27812,11,Arkalgud (TP) - Ward No.11
252014,Arkalgud,27813,12,Arkalgud (TP) - Ward No.12
252014,Arkalgud,27814,13,Arkalgud (TP) - Ward No.13
252014,Arkalgud,28170,14,Arkalgud (TP) - Ward No.14
252014,Arkalgud,2956,15,Arkalgud (TP) - Ward No.15
252014,Arkalgud,27803,2,Arkalgud (TP) - Ward No.2
252014,Arkalgud,27804,3,Arkalgud (TP) - Ward No.3
252014,Arkalgud,27805,4,Arkalgud (TP) - Ward No.4
252014,Arkalgud,27806,5,Arkalgud (TP) - Ward No.5
252014,Arkalgud,27807,6,Arkalgud (TP) - Ward No.6
252014,Arkalgud,27808,7,Arkalgud (TP) - Ward No.7
252014,Arkalgud,27809,8,Arkalgud (TP) - Ward No.8
252014,Arkalgud,27810,9,Arkalgud (TP) - Ward No.9
252010,Arsikere,27787,24,Arsikere (OG) (Part)  - Ward No.24
252010,Arsikere,27764,1,Arsikere (TMC) - Ward No.1
252010,Arsikere,27773,10,Arsikere (TMC) - Ward No.10
252010,Arsikere,27774,11,Arsikere (TMC) - Ward No.11
252010,Arsikere,27775,12,Arsikere (TMC) - Ward No.12
252010,Arsikere,27776,13,Arsikere (TMC) - Ward No.13
252010,Arsikere,27777,14,Arsikere (TMC) - Ward No.14
252010,Arsikere,27778,15,Arsikere (TMC) - Ward No.15
252010,Arsikere,27779,16,Arsikere (TMC) - Ward No.16
252010,Arsikere,27780,17,Arsikere (TMC) - Ward No.17
252010,Arsikere,27781,18,Arsikere (TMC) - Ward No.18
252010,Arsikere,27782,19,Arsikere (TMC) - Ward No.19
252010,Arsikere,27765,2,Arsikere (TMC) - Ward No.2
252010,Arsikere,27783,20,Arsikere (TMC) - Ward No.20
252010,Arsikere,27784,21,Arsikere (TMC) - Ward No.21
252010,Arsikere,27785,22,Arsikere (TMC) - Ward No.22
252010,Arsikere,27786,23,Arsikere (TMC) - Ward No.23
252010,Arsikere,27766,3,Arsikere (TMC) - Ward No.3
252010,Arsikere,27767,4,Arsikere (TMC) - Ward No.4
252010,Arsikere,27768,5,Arsikere (TMC) - Ward No.5
252010,Arsikere,27769,6,Arsikere (TMC) - Ward No.6
252010,Arsikere,27770,7,Arsikere (TMC) - Ward No.7
252010,Arsikere,27771,8,Arsikere (TMC) - Ward No.8
252010,Arsikere,27772,9,Arsikere (TMC) - Ward No.9
252010,Arsikere,27789,26,Gundukanahalli (OG) - Ward No.26
252010,Arsikere,27788,25,Henjagundanahalli (OG) (Part)  - Ward No.25
251812,Athni,24488,1,Athni (TMC) - Ward No.1
251812,Athni,24497,10,Athni (TMC) - Ward No.10
251812,Athni,24498,11,Athni (TMC) - Ward No.11
251812,Athni,24499,12,Athni (TMC) - Ward No.12
251812,Athni,24500,13,Athni (TMC) - Ward No.13
251812,Athni,24501,14,Athni (TMC) - Ward No.14
251812,Athni,24502,15,Athni (TMC) - Ward No.15
251812,Athni,24503,16,Athni (TMC) - Ward No.16
251812,Athni,24504,17,Athni (TMC) - Ward No.17
251812,Athni,24505,18,Athni (TMC) - Ward No.18
251812,Athni,24506,19,Athni (TMC) - Ward No.19
251812,Athni,24489,2,Athni (TMC) - Ward No.2
251812,Athni,24507,20,Athni (TMC) - Ward No.20
251812,Athni,24508,21,Athni (TMC) - Ward No.21
251812,Athni,24509,22,Athni (TMC) - Ward No.22
251812,Athni,24510,23,Athni (TMC) - Ward No.23
251812,Athni,24490,3,Athni (TMC) - Ward No.3
251812,Athni,24491,4,Athni (TMC) - Ward No.4
251812,Athni,24492,5,Athni (TMC) - Ward No.5
251812,Athni,24493,6,Athni (TMC) - Ward No.6
251812,Athni,24494,7,Athni (TMC) - Ward No.7
251812,Athni,24495,8,Athni (TMC) - Ward No.8
251812,Athni,24496,9,Athni (TMC) - Ward No.9
276539,ATTIBELE,1296103,10,Ward 10- Kote Ward
276539,ATTIBELE,1296104,11,Ward 11- APMC Market Ward
276539,ATTIBELE,1296105,12,Ward 12- Ayyappa Swamy Temple
276539,ATTIBELE,1296106,13,Ward 13- Parvathinagara Ward
276539,ATTIBELE,1296107,14,Ward 14- Sharada School Ward
276539,ATTIBELE,1296108,15,Ward 15- Janaki Layout Ward
276539,ATTIBELE,1296109,16,Ward 16- Appajappa Layout Ward
276539,ATTIBELE,1296110,17,Ward 17- Masjid Road Ward
276539,ATTIBELE,1296111,18,Ward 18- Society Rajappa Ward
276539,ATTIBELE,1296112,19,Ward 19- Dr. B.R. Ambedkar Ward
276539,ATTIBELE,1296094,1,Ward 1-Tilak Nagara Ward
276539,ATTIBELE,1296113,20,Ward 20- Chairman Narayanappa
276539,ATTIBELE,1296114,21,Ward 21 Sharabanna Ward
276539,ATTIBELE,1296116,23,Ward 23- Kumar Layout Ward
276539,ATTIBELE,1296095,2,Ward 2- Vishwanathappa Layout
276539,ATTIBELE,1296096,3,Ward 3- Kunta Rajanna Layout Ward
276539,ATTIBELE,1296097,4,Ward 4- K.E.B Qutras Ward
276539,ATTIBELE,1296098,5,Ward 5- Sadashivanagara Ward
276539,ATTIBELE,1296099,6,Ward 6- Shakambari Ward
276539,ATTIBELE,1296100,7,Ward 7- Somashekar Reddy Layout
276539,ATTIBELE,1296101,8,Ward 8- Bhuvaneshwari Nagara
276539,ATTIBELE,1296102,9,Ward 9- Jagajeevnaram Nagar Ward
276539,ATTIBELE,1296115,22,Ward No 22 Gundappa Layout Ward
251866,Aurad,63762,1,Aurad (TP) - Ward No.1
251866,Aurad,63771,10,Aurad (TP) - Ward No.10
251866,Aurad,63772,11,Aurad (TP) - Ward No.11
251866,Aurad,63773,12,Aurad (TP) - Ward No.12
251866,Aurad,63774,13,Aurad (TP) - Ward No.13
251866,Aurad,63775,14,Aurad (TP) - Ward No.14
251866,Aurad,63763,2,Aurad (TP) - Ward No.2
251866,Aurad,63764,3,Aurad (TP) - Ward No.3
251866,Aurad,63765,4,Aurad (TP) - Ward No.4
251866,Aurad,63766,5,Aurad (TP) - Ward No.5
251866,Aurad,63767,6,Aurad (TP) - Ward No.6
251866,Aurad,63768,7,Aurad (TP) - Ward No.7
251866,Aurad,63769,8,Aurad (TP) - Ward No.8
251866,Aurad,63770,9,Aurad (TP) - Ward No.9
251837,Badami,26082,1,Badami (TP) - Ward No.1
251837,Badami,26091,10,Badami (TP) - Ward No.10
251837,Badami,26092,11,Badami (TP) - Ward No.11
251837,Badami,26093,12,Badami (TP) - Ward No.12
251837,Badami,26094,13,Badami (TP) - Ward No.13
251837,Badami,26095,14,Badami (TP) - Ward No.14
251837,Badami,26096,15,Badami (TP) - Ward No.15
251837,Badami,26097,16,Badami (TP) - Ward No.16
251837,Badami,26098,17,Badami (TP) - Ward No.17
251837,Badami,26099,18,Badami (TP) - Ward No.18
251837,Badami,26100,19,Badami (TP) - Ward No.19
251837,Badami,26083,2,Badami (TP) - Ward No.2
251837,Badami,26101,20,Badami (TP) - Ward No.20
251837,Badami,26084,3,Badami (TP) - Ward No.3
251837,Badami,26085,4,Badami (TP) - Ward No.4
251837,Badami,26086,5,Badami (TP) - Ward No.5
251837,Badami,26087,6,Badami (TP) - Ward No.6
251837,Badami,26088,7,Badami (TP) - Ward No.7
251837,Badami,26089,8,Badami (TP) - Ward No.8
251837,Badami,26090,9,Badami (TP) - Ward No.9
251839,Bagalkot,26125,1,Bagalkot (CMC) - Ward No.1
251839,Bagalkot,26134,10,Bagalkot (CMC) - Ward No.10
251839,Bagalkot,26135,11,Bagalkot (CMC) - Ward No.11
251839,Bagalkot,26136,12,Bagalkot (CMC) - Ward No.12
251839,Bagalkot,26137,13,Bagalkot (CMC) - Ward No.13
251839,Bagalkot,26138,14,Bagalkot (CMC) - Ward No.14
251839,Bagalkot,26139,15,Bagalkot (CMC) - Ward No.15
251839,Bagalkot,26140,16,Bagalkot (CMC) - Ward No.16
251839,Bagalkot,26141,17,Bagalkot (CMC) - Ward No.17
251839,Bagalkot,26142,18,Bagalkot (CMC) - Ward No.18
251839,Bagalkot,26143,19,Bagalkot (CMC) - Ward No.19
251839,Bagalkot,26126,2,Bagalkot (CMC) - Ward No.2
251839,Bagalkot,26144,20,Bagalkot (CMC) - Ward No.20
251839,Bagalkot,26145,21,Bagalkot (CMC) - Ward No.21
251839,Bagalkot,26146,22,Bagalkot (CMC) - Ward No.22
251839,Bagalkot,26147,23,Bagalkot (CMC) - Ward No.23
251839,Bagalkot,26148,24,Bagalkot (CMC) - Ward No.24
251839,Bagalkot,26246,25,Bagalkot (CMC) - Ward No.25
251839,Bagalkot,26247,26,Bagalkot (CMC) - Ward No.26
251839,Bagalkot,26248,27,Bagalkot (CMC) - Ward No.27
251839,Bagalkot,26249,28,Bagalkot (CMC) - Ward No.28
251839,Bagalkot,26250,29,Bagalkot (CMC) - Ward No.29
251839,Bagalkot,26127,3,Bagalkot (CMC) - Ward No.3
251839,Bagalkot,26251,30,Bagalkot (CMC) - Ward No.30
251839,Bagalkot,26252,31,Bagalkot (CMC) - Ward No.31
251839,Bagalkot,26128,4,Bagalkot (CMC) - Ward No.4
251839,Bagalkot,26129,5,Bagalkot (CMC) - Ward No.5
251839,Bagalkot,26130,6,Bagalkot (CMC) - Ward No.6
251839,Bagalkot,26131,7,Bagalkot (CMC) - Ward No.7
251839,Bagalkot,26132,8,Bagalkot (CMC) - Ward No.8
251839,Bagalkot,26133,9,Bagalkot (CMC) - Ward No.9
251981,Bagepalli,25712,1,Bagepalli (TP) - Ward No.1
251981,Bagepalli,25721,10,Bagepalli (TP) - Ward No.10
251981,Bagepalli,25722,11,Bagepalli (TP) - Ward No.11
251981,Bagepalli,25723,12,Bagepalli (TP) - Ward No.12
251981,Bagepalli,25724,13,Bagepalli (TP) - Ward No.13
251981,Bagepalli,25713,2,Bagepalli (TP) - Ward No.2
251981,Bagepalli,25714,3,Bagepalli (TP) - Ward No.3
251981,Bagepalli,25715,4,Bagepalli (TP) - Ward No.4
251981,Bagepalli,25716,5,Bagepalli (TP) - Ward No.5
