Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name
251985,Kolar,65077,30,Kolar (CMC) - Ward No.30
251985,Kolar,65078,31,Kolar (CMC) - Ward No.31
251985,Kolar,64959,4,Kolar (CMC) - Ward No.4
251985,Kolar,64960,5,Kolar (CMC) - Ward No.5
251985,Kolar,64961,6,Kolar (CMC) - Ward No.6
251985,Kolar,64962,7,Kolar (CMC) - Ward No.7
251985,Kolar,64963,8,Kolar (CMC) - Ward No.8
251985,Kolar,64964,9,Kolar (CMC) - Ward No.9
276543,KOLHARA,1295875,1,Ward-1
276543,KOLHARA,1295884,10,Ward-10
276543,KOLHARA,1295885,11,Ward-11
276543,KOLHARA,1295886,12,Ward-12
276543,KOLHARA,1295887,13,Ward-13
276543,KOLHARA,1295888,14,Ward-14
276543,KOLHARA,1295889,15,Ward-15
276543,KOLHARA,1295890,16,Ward-16
276543,KOLHARA,1295891,17,Ward-17
276543,KOLHARA,1295876,2,Ward-2
276543,KOLHARA,1295877,3,Ward-3
276543,KOLHARA,1295878,4,Ward-4
276543,KOLHARA,1295879,5,Ward-5
276543,KOLHARA,1295880,6,Ward-6
276543,KOLHARA,1295881,7,Ward-7
276543,KOLHARA,1295882,8,Ward-8
276543,KOLHARA,1295883,9,Ward-9
252056,Kollegal,29170,1,Kollegal (CMC) - Ward No.1
252056,Kollegal,29188,10,Kollegal (CMC) - Ward No.10
252056,Kollegal,29190,11,Kollegal (CMC) - Ward No.11
252056,Kollegal,29192,12,Kollegal (CMC) - Ward No.12
252056,Kollegal,29194,13,Kollegal (CMC) - Ward No.13
252056,Kollegal,29196,14,Kollegal (CMC) - Ward No.14
252056,Kollegal,29198,15,Kollegal (CMC) - Ward No.15
252056,Kollegal,29200,16,Kollegal (CMC) - Ward No.16
252056,Kollegal,29202,17,Kollegal (CMC) - Ward No.17
252056,Kollegal,29204,18,Kollegal (CMC) - Ward No.18
252056,Kollegal,29206,19,Kollegal (CMC) - Ward No.19
252056,Kollegal,29172,2,Kollegal (CMC) - Ward No.2
252056,Kollegal,29208,20,Kollegal (CMC) - Ward No.20
252056,Kollegal,29210,21,Kollegal (CMC) - Ward No.21
252056,Kollegal,29212,22,Kollegal (CMC) - Ward No.22
252056,Kollegal,29214,23,Kollegal (CMC) - Ward No.23
252056,Kollegal,29216,24,Kollegal (CMC) - Ward No.24
252056,Kollegal,29218,25,Kollegal (CMC) - Ward No.25
252056,Kollegal,29220,26,Kollegal (CMC) - Ward No.26
252056,Kollegal,29222,27,Kollegal (CMC) - Ward No.27
252056,Kollegal,2959,28,Kollegal (CMC) - Ward No.28
252056,Kollegal,2961,29,Kollegal (CMC) - Ward No.29
252056,Kollegal,29174,3,Kollegal (CMC) - Ward No.3
252056,Kollegal,2963,30,Kollegal (CMC) - Ward No.30
252056,Kollegal,2965,31,Kollegal (CMC) - Ward No.31
252056,Kollegal,29176,4,Kollegal (CMC) - Ward No.4
252056,Kollegal,29178,5,Kollegal (CMC) - Ward No.5
252056,Kollegal,29180,6,Kollegal (CMC) - Ward No.6
252056,Kollegal,29182,7,Kollegal (CMC) - Ward No.7
252056,Kollegal,29184,8,Kollegal (CMC) - Ward No.8
252056,Kollegal,29186,9,Kollegal (CMC) - Ward No.9
251816,Konnur,24743,1,Konnur (TP) - Ward No.1
251816,Konnur,24752,10,Konnur (TP) - Ward No.10
251816,Konnur,24753,11,Konnur (TP) - Ward No.11
251816,Konnur,24754,12,Konnur (TP) - Ward No.12
251816,Konnur,24755,13,Konnur (TP) - Ward No.13
251816,Konnur,24756,14,Konnur (TP) - Ward No.14
251816,Konnur,24757,15,Konnur (TP) - Ward No.15
251816,Konnur,923218,16,Konnur (TP) - Ward No.16
251816,Konnur,923220,17,Konnur (TP) - Ward No.17
251816,Konnur,24744,2,Konnur (TP) - Ward No.2
251816,Konnur,24745,3,Konnur (TP) - Ward No.3
251816,Konnur,24746,4,Konnur (TP) - Ward No.4
251816,Konnur,24747,5,Konnur (TP) - Ward No.5
251816,Konnur,24748,6,Konnur (TP) - Ward No.6
251816,Konnur,24749,7,Konnur (TP) - Ward No.7
251816,Konnur,24750,8,Konnur (TP) - Ward No.8
251816,Konnur,24751,9,Konnur (TP) - Ward No.9
251960,Koppa,31795,1,Koppa (TP) - Ward No.1
251960,Koppa,31804,10,Koppa (TP) - Ward No.10
251960,Koppa,31805,11,Koppa (TP) - Ward No.11
251960,Koppa,31796,2,Koppa (TP) - Ward No.2
251960,Koppa,31797,3,Koppa (TP) - Ward No.3
251960,Koppa,31798,4,Koppa (TP) - Ward No.4
251960,Koppa,31799,5,Koppa (TP) - Ward No.5
251960,Koppa,31800,6,Koppa (TP) - Ward No.6
251960,Koppa,31801,7,Koppa (TP) - Ward No.7
251960,Koppa,31802,8,Koppa (TP) - Ward No.8
251960,Koppa,31803,9,Koppa (TP) - Ward No.9
251882,Koppal,63798,1,Koppal (CMC) - Ward No.1
251882,Koppal,923361,10,Koppal (CMC) - Ward No.10
251882,Koppal,923362,11,Koppal (CMC) - Ward No.11
251882,Koppal,63799,2,Koppal (CMC) - Ward No.2
251882,Koppal,63800,3,Koppal (CMC) - Ward No.3
251882,Koppal,63801,4,Koppal (CMC) - Ward No.4
251882,Koppal,63802,5,Koppal (CMC) - Ward No.5
251882,Koppal,63803,6,Koppal (CMC) - Ward No.6
251882,Koppal,63804,7,Koppal (CMC) - Ward No.7
251882,Koppal,63805,8,Koppal (CMC) - Ward No.8
251882,Koppal,63806,9,Koppal (CMC) - Ward No.9
251972,Koratagere,25398,1,Koratagere (TP) - Ward No.1
251972,Koratagere,25407,10,Koratagere (TP) - Ward No.10
251972,Koratagere,25408,11,Koratagere (TP) - Ward No.11
251972,Koratagere,25409,12,Koratagere (TP) - Ward No.12
251972,Koratagere,25399,2,Koratagere (TP) - Ward No.2
251972,Koratagere,25400,3,Koratagere (TP) - Ward No.3
251972,Koratagere,25401,4,Koratagere (TP) - Ward No.4
251972,Koratagere,25402,5,Koratagere (TP) - Ward No.5
251972,Koratagere,25403,6,Koratagere (TP) - Ward No.6
251972,Koratagere,25404,7,Koratagere (TP) - Ward No.7
251972,Koratagere,25405,8,Koratagere (TP) - Ward No.8
251972,Koratagere,25406,9,Koratagere (TP) - Ward No.9
276555,KOTEKAR,1294252,1,Ward-1
276555,KOTEKAR,1294261,10,Ward-10
276555,KOTEKAR,1294262,11,Ward-11
276555,KOTEKAR,1294263,12,Ward-12
276555,KOTEKAR,1294264,13,Ward-13
276555,KOTEKAR,1294265,14,Ward-14
276555,KOTEKAR,1294266,15,Ward-15
276555,KOTEKAR,1294267,16,Ward-16
276555,KOTEKAR,1294268,17,Ward-17
276555,KOTEKAR,1294253,2,Ward-2
276555,KOTEKAR,1294254,3,Ward-3
276555,KOTEKAR,1294255,4,Ward-4
276555,KOTEKAR,1294256,5,Ward-5
276555,KOTEKAR,1294257,6,Ward-6
276555,KOTEKAR,1294258,7,Ward-7
276555,KOTEKAR,1294259,8,Ward-8
276555,KOTEKAR,1294260,9,Ward-9
251931,Kotturu,61435,1,Kotturu (TP) - Ward No.1
251931,Kotturu,61444,10,Kotturu (TP) - Ward No.10
251931,Kotturu,61445,11,Kotturu (TP) - Ward No.11
251931,Kotturu,61446,12,Kotturu (TP) - Ward No.12
251931,Kotturu,61447,13,Kotturu (TP) - Ward No.13
251931,Kotturu,61448,14,Kotturu (TP) - Ward No.14
251931,Kotturu,61449,15,Kotturu (TP) - Ward No.15
251931,Kotturu,61450,16,Kotturu (TP) - Ward No.16
251931,Kotturu,61451,17,Kotturu (TP) - Ward No.17
251931,Kotturu,61452,18,Kotturu (TP) - Ward No.18
251931,Kotturu,61453,19,Kotturu (TP) - Ward No.19
251931,Kotturu,61436,2,Kotturu (TP) - Ward No.2
251931,Kotturu,61454,20,Kotturu (TP) - Ward No.20
251931,Kotturu,61437,3,Kotturu (TP) - Ward No.3
251931,Kotturu,61438,4,Kotturu (TP) - Ward No.4
251931,Kotturu,61439,5,Kotturu (TP) - Ward No.5
251931,Kotturu,61440,6,Kotturu (TP) - Ward No.6
251931,Kotturu,61441,7,Kotturu (TP) - Ward No.7
251931,Kotturu,61442,8,Kotturu (TP) - Ward No.8
251931,Kotturu,61443,9,Kotturu (TP) - Ward No.9
252044,Krishnarajanagara,28783,1,Krishnarajanagara (TMC) - Ward No.1
252044,Krishnarajanagara,28792,10,Krishnarajanagara (TMC) - Ward No.10
252044,Krishnarajanagara,28793,11,Krishnarajanagara (TMC) - Ward No.11
252044,Krishnarajanagara,28794,12,Krishnarajanagara (TMC) - Ward No.12
252044,Krishnarajanagara,28795,13,Krishnarajanagara (TMC) - Ward No.13
252044,Krishnarajanagara,28796,14,Krishnarajanagara (TMC) - Ward No.14
252044,Krishnarajanagara,28797,15,Krishnarajanagara (TMC) - Ward No.15
252044,Krishnarajanagara,28798,16,Krishnarajanagara (TMC) - Ward No.16
252044,Krishnarajanagara,28799,17,Krishnarajanagara (TMC) - Ward No.17
252044,Krishnarajanagara,28800,18,Krishnarajanagara (TMC) - Ward No.18
252044,Krishnarajanagara,28801,19,Krishnarajanagara (TMC) - Ward No.19
252044,Krishnarajanagara,28784,2,Krishnarajanagara (TMC) - Ward No.2
252044,Krishnarajanagara,28802,20,Krishnarajanagara (TMC) - Ward No.20
252044,Krishnarajanagara,28803,21,Krishnarajanagara (TMC) - Ward No.21
252044,Krishnarajanagara,28804,22,Krishnarajanagara (TMC) - Ward No.22
252044,Krishnarajanagara,28805,23,Krishnarajanagara (TMC) - Ward No.23
252044,Krishnarajanagara,28785,3,Krishnarajanagara (TMC) - Ward No.3
252044,Krishnarajanagara,28786,4,Krishnarajanagara (TMC) - Ward No.4
252044,Krishnarajanagara,28787,5,Krishnarajanagara (TMC) - Ward No.5
252044,Krishnarajanagara,28788,6,Krishnarajanagara (TMC) - Ward No.6
252044,Krishnarajanagara,28789,7,Krishnarajanagara (TMC) - Ward No.7
252044,Krishnarajanagara,28790,8,Krishnarajanagara (TMC) - Ward No.8
252044,Krishnarajanagara,28791,9,Krishnarajanagara (TMC) - Ward No.9
252001,Krishnarajpet,26692,1,Krishnarajpet (TP) - Ward No.1
252001,Krishnarajpet,26701,10,Krishnarajpet (TP) - Ward No.10
252001,Krishnarajpet,26702,11,Krishnarajpet (TP) - Ward No.11
252001,Krishnarajpet,26703,12,Krishnarajpet (TP) - Ward No.12
252001,Krishnarajpet,26704,13,Krishnarajpet (TP) - Ward No.13
252001,Krishnarajpet,26705,14,Krishnarajpet (TP) - Ward No.14
252001,Krishnarajpet,26706,15,Krishnarajpet (TP) - Ward No.15
252001,Krishnarajpet,26707,16,Krishnarajpet (TP) - Ward No.16
252001,Krishnarajpet,26708,17,Krishnarajpet (TP) - Ward No.17
252001,Krishnarajpet,26709,18,Krishnarajpet (TP) - Ward No.18
252001,Krishnarajpet,26693,2,Krishnarajpet (TP) - Ward No.2
252001,Krishnarajpet,26694,3,Krishnarajpet (TP) - Ward No.3
252001,Krishnarajpet,26695,4,Krishnarajpet (TP) - Ward No.4
252001,Krishnarajpet,26696,5,Krishnarajpet (TP) - Ward No.5
252001,Krishnarajpet,26697,6,Krishnarajpet (TP) - Ward No.6
252001,Krishnarajpet,26698,7,Krishnarajpet (TP) - Ward No.7
252001,Krishnarajpet,26699,8,Krishnarajpet (TP) - Ward No.8
252001,Krishnarajpet,26700,9,Krishnarajpet (TP) - Ward No.9
251813,Kudchi,24687,1,Kudchi (TP) - Ward No.1
251813,Kudchi,24696,10,Kudchi (TP) - Ward No.10
251813,Kudchi,24697,11,Kudchi (TP) - Ward No.11
251813,Kudchi,24698,12,Kudchi (TP) - Ward No.12
251813,Kudchi,24699,13,Kudchi (TP) - Ward No.13
251813,Kudchi,24700,14,Kudchi (TP) - Ward No.14
251813,Kudchi,24701,15,Kudchi (TP) - Ward No.15
251813,Kudchi,24702,16,Kudchi (TP) - Ward No.16
251813,Kudchi,24703,17,Kudchi (TP) - Ward No.17
251813,Kudchi,24704,18,Kudchi (TP) - Ward No.18
251813,Kudchi,24705,19,Kudchi (TP) - Ward No.19
251813,Kudchi,24688,2,Kudchi (TP) - Ward No.2
251813,Kudchi,24706,20,Kudchi (TP) - Ward No.20
251813,Kudchi,24689,3,Kudchi (TP) - Ward No.3
251813,Kudchi,24690,4,Kudchi (TP) - Ward No.4
251813,Kudchi,24691,5,Kudchi (TP) - Ward No.5
251813,Kudchi,24692,6,Kudchi (TP) - Ward No.6
251813,Kudchi,24693,7,Kudchi (TP) - Ward No.7
251813,Kudchi,24694,8,Kudchi (TP) - Ward No.8
251813,Kudchi,24695,9,Kudchi (TP) - Ward No.9
251930,Kudligi,30837,1,Kudligi (TP) - Ward No.1
251930,Kudligi,30846,10,Kudligi (TP) - Ward No.10
251930,Kudligi,30847,11,Kudligi (TP) - Ward No.11
251930,Kudligi,30848,12,Kudligi (TP) - Ward No.12
251930,Kudligi,30849,13,Kudligi (TP) - Ward No.13
251930,Kudligi,30850,14,Kudligi (TP) - Ward No.14
251930,Kudligi,30851,15,Kudligi (TP) - Ward No.15
251930,Kudligi,30852,16,Kudligi (TP) - Ward No.16
251930,Kudligi,30853,17,Kudligi (TP) - Ward No.17
251930,Kudligi,30854,18,Kudligi (TP) - Ward No.18
251930,Kudligi,30838,2,Kudligi (TP) - Ward No.2
251930,Kudligi,30839,3,Kudligi (TP) - Ward No.3
251930,Kudligi,30840,4,Kudligi (TP) - Ward No.4
251930,Kudligi,30841,5,Kudligi (TP) - Ward No.5
251930,Kudligi,30842,6,Kudligi (TP) - Ward No.6
251930,Kudligi,30843,7,Kudligi (TP) - Ward No.7
251930,Kudligi,30844,8,Kudligi (TP) - Ward No.8
251930,Kudligi,30845,9,Kudligi (TP) - Ward No.9
251967,Kudremukh,32475,1,Kudremukh (NAC) - Ward No.1
276534,KUDUTINI,1296330,1,Ward-1
276534,KUDUTINI,1296339,10,Ward-10
276534,KUDUTINI,1296340,11,Ward-11
276534,KUDUTINI,1296341,12,Ward-12
276534,KUDUTINI,1296342,13,Ward-13
276534,KUDUTINI,1296343,14,Ward-14
276534,KUDUTINI,1296344,15,Ward-15
276534,KUDUTINI,1296345,16,Ward-16
276534,KUDUTINI,1296346,17,Ward-17
276534,KUDUTINI,1296347,18,Ward-18
276534,KUDUTINI,1296348,19,Ward-19
276534,KUDUTINI,1296331,2,Ward-2
276534,KUDUTINI,1296332,3,Ward-3
276534,KUDUTINI,1296333,4,Ward-4
276534,KUDUTINI,1296334,5,Ward-5
276534,KUDUTINI,1296335,6,Ward-6
276534,KUDUTINI,1296336,7,Ward-7
276534,KUDUTINI,1296337,8,Ward-8
276534,KUDUTINI,1296338,9,Ward-9
276497,KUKANOORU,1293412,1,Ward No-1
276497,KUKANOORU,1293421,10,Ward No-10
276497,KUKANOORU,1293422,11,Ward No-11
276497,KUKANOORU,1293423,12,Ward No-12
276497,KUKANOORU,1293424,13,Ward No-13
276497,KUKANOORU,1293425,14,Ward No-14
276497,KUKANOORU,1293426,15,Ward No-15
276497,KUKANOORU,1293427,16,Ward No-16
276497,KUKANOORU,1293428,17,Ward No-17
276497,KUKANOORU,1293429,18,Ward No-18
276497,KUKANOORU,1293430,19,Ward No-19
276497,KUKANOORU,1293413,2,Ward No-2
276497,KUKANOORU,1293414,3,Ward No-3
276497,KUKANOORU,1293415,4,Ward No-4
276497,KUKANOORU,1293416,5,Ward No-5
276497,KUKANOORU,1293417,6,Ward No-6
276497,KUKANOORU,1293418,7,Ward No-7
276497,KUKANOORU,1293419,8,Ward No-8
276497,KUKANOORU,1293420,9,Ward No-9
251907,Kumta,61056,24,Hegde (OG) (Part)  - Ward No.24
251907,Kumta,61058,26,Holanagadde (OG) (Part)  - Ward No.26
251907,Kumta,61057,25,Kalbagh (OG) - Ward No.25
251907,Kumta,61033,1,Kumta (TMC) - Ward No.1
251907,Kumta,61042,10,Kumta (TMC) - Ward No.10
251907,Kumta,61043,11,Kumta (TMC) - Ward No.11
251907,Kumta,61044,12,Kumta (TMC) - Ward No.12
251907,Kumta,61045,13,Kumta (TMC) - Ward No.13
251907,Kumta,61046,14,Kumta (TMC) - Ward No.14
251907,Kumta,61047,15,Kumta (TMC) - Ward No.15
251907,Kumta,61048,16,Kumta (TMC) - Ward No.16
251907,Kumta,61049,17,Kumta (TMC) - Ward No.17
251907,Kumta,61050,18,Kumta (TMC) - Ward No.18
251907,Kumta,61051,19,Kumta (TMC) - Ward No.19
251907,Kumta,61034,2,Kumta (TMC) - Ward No.2
251907,Kumta,61052,20,Kumta (TMC) - Ward No.20
251907,Kumta,61053,21,Kumta (TMC) - Ward No.21
251907,Kumta,61054,22,Kumta (TMC) - Ward No.22
251907,Kumta,61055,23,Kumta (TMC) - Ward No.23
251907,Kumta,61035,3,Kumta (TMC) - Ward No.3
251907,Kumta,61036,4,Kumta (TMC) - Ward No.4
251907,Kumta,61037,5,Kumta (TMC) - Ward No.5
251907,Kumta,61038,6,Kumta (TMC) - Ward No.6
251907,Kumta,61039,7,Kumta (TMC) - Ward No.7
251907,Kumta,61040,8,Kumta (TMC) - Ward No.8
251907,Kumta,61041,9,Kumta (TMC) - Ward No.9
251953,Kundapura,61562,1,Kundapura (TMC) - Ward No.1
251953,Kundapura,61563,2,Kundapura (TMC) - Ward No.2
251953,Kundapura,61564,3,Kundapura (TMC) - Ward No.3
251953,Kundapura,61565,4,Kundapura (TMC) - Ward No.4
251953,Kundapura,61566,5,Kundapura (TMC) - Ward No.5
251953,Kundapura,61567,6,Kundapura (TMC) - Ward No.6
251953,Kundapura,61568,7,Kundapura (TMC) - Ward No.7
251953,Kundapura,61569,8,Kundapura (TMC) - Ward No.8
251953,Kundapura,61570,9,Kundapura (TMC) - Ward No.9
251898,Kundgol,28149,1,Kundgol (TP) - Ward No.1
251898,Kundgol,28158,10,Kundgol (TP) - Ward No.10
251898,Kundgol,28159,11,Kundgol (TP) - Ward No.11
251898,Kundgol,28160,12,Kundgol (TP) - Ward No.12
251898,Kundgol,28161,13,Kundgol (TP) - Ward No.13
251898,Kundgol,28162,14,Kundgol (TP) - Ward No.14
251898,Kundgol,28163,15,Kundgol (TP) - Ward No.15
251898,Kundgol,28150,2,Kundgol (TP) - Ward No.2
251898,Kundgol,28151,3,Kundgol (TP) - Ward No.3
251898,Kundgol,28152,4,Kundgol (TP) - Ward No.4
251898,Kundgol,28153,5,Kundgol (TP) - Ward No.5
251898,Kundgol,28154,6,Kundgol (TP) - Ward No.6
251898,Kundgol,28155,7,Kundgol (TP) - Ward No.7
251898,Kundgol,28156,8,Kundgol (TP) - Ward No.8
251898,Kundgol,28157,9,Kundgol (TP) - Ward No.9
251977,Kunigal,25436,1,Kunigal (TMC) - Ward No.1
251977,Kunigal,25545,10,Kunigal (TMC) - Ward No.10
251977,Kunigal,25547,11,Kunigal (TMC) - Ward No.11
251977,Kunigal,25549,12,Kunigal (TMC) - Ward No.12
251977,Kunigal,25551,13,Kunigal (TMC) - Ward No.13
251977,Kunigal,25553,14,Kunigal (TMC) - Ward No.14
251977,Kunigal,25555,15,Kunigal (TMC) - Ward No.15
251977,Kunigal,25557,16,Kunigal (TMC) - Ward No.16
251977,Kunigal,25559,17,Kunigal (TMC) - Ward No.17
251977,Kunigal,25561,18,Kunigal (TMC) - Ward No.18
251977,Kunigal,25563,19,Kunigal (TMC) - Ward No.19
251977,Kunigal,25438,2,Kunigal (TMC) - Ward No.2
251977,Kunigal,25565,20,Kunigal (TMC) - Ward No.20
251977,Kunigal,25567,21,Kunigal (TMC) - Ward No.21
251977,Kunigal,25569,22,Kunigal (TMC) - Ward No.22
251977,Kunigal,25571,23,Kunigal (TMC) - Ward No.23
251977,Kunigal,25440,3,Kunigal (TMC) - Ward No.3
251977,Kunigal,25533,4,Kunigal (TMC) - Ward No.4
251977,Kunigal,25535,5,Kunigal (TMC) - Ward No.5
251977,Kunigal,25537,6,Kunigal (TMC) - Ward No.6
251977,Kunigal,25539,7,Kunigal (TMC) - Ward No.7
251977,Kunigal,25541,8,Kunigal (TMC) - Ward No.8
251977,Kunigal,25543,9,Kunigal (TMC) - Ward No.9
276538,KUREKUPPA,1296349,1,Ward-1
276538,KUREKUPPA,1296358,10,Ward-10
276538,KUREKUPPA,1296359,11,Ward-11
276538,KUREKUPPA,1296360,12,Ward-12
276538,KUREKUPPA,1296361,13,Ward-13
276538,KUREKUPPA,1296362,14,Ward-14
276538,KUREKUPPA,1296363,15,Ward-15
276538,KUREKUPPA,1296364,16,Ward-16
276538,KUREKUPPA,1296365,17,Ward-17
276538,KUREKUPPA,1296366,18,Ward-18
276538,KUREKUPPA,1296367,19,Ward-19
276538,KUREKUPPA,1296350,2,Ward-2
276538,KUREKUPPA,1296368,20,Ward-20
276538,KUREKUPPA,1296369,21,Ward-21
276538,KUREKUPPA,1296370,22,Ward-22
276538,KUREKUPPA,1296371,23,Ward-23
276538,KUREKUPPA,1296351,3,Ward-3
276538,KUREKUPPA,1296352,4,Ward-4
276538,KUREKUPPA,1296353,5,Ward-5
276538,KUREKUPPA,1296354,6,Ward-6
276538,KUREKUPPA,1296355,7,Ward-7
276538,KUREKUPPA,1296356,8,Ward-8
276538,KUREKUPPA,1296357,9,Ward-9
276532,KURUGODU,1295852,1,Ward-1
276532,KURUGODU,1295861,10,Ward-10
276532,KURUGODU,1295862,11,Ward-11
276532,KURUGODU,1295863,12,Ward-12
276532,KURUGODU,1295864,13,Ward-13
276532,KURUGODU,1295865,14,Ward-14
276532,KURUGODU,1295866,15,Ward-15
276532,KURUGODU,1295867,16,Ward-16
276532,KURUGODU,1295868,17,Ward-17
276532,KURUGODU,1295869,18,Ward-18
276532,KURUGODU,1295870,19,Ward-19
276532,KURUGODU,1295853,2,Ward-2
276532,KURUGODU,1295871,20,Ward-20
276532,KURUGODU,1295872,21,Ward-21
276532,KURUGODU,1295873,22,Ward-22
276532,KURUGODU,1295874,23,Ward-23
276532,KURUGODU,1295854,3,Ward-3
276532,KURUGODU,1295855,4,Ward-4
276532,KURUGODU,1295856,5,Ward-5
276532,KURUGODU,1295857,6,Ward-6
276532,KURUGODU,1295858,7,Ward-7
276532,KURUGODU,1295859,8,Ward-8
276532,KURUGODU,1295860,9,Ward-9
252039,Kushalnagar,2910,10,Kushalnagar-10(Avadhani layout,Basappa layout)
252039,Kushalnagar,2911,11,Kushalnagar-11(Dr.S.Radhakrishna layout,leftwing of Someshwara layout,Industrial layout)
252039,Kushalnagar,2912,12,Kushalnagar-12(Dr.Shivarmkarantha layout,KHB colony,Gowda Samaj road)
252039,Kushalnagar,2951,13,Kushalnagar-13(Neharu layout,Siddaiah Puranik layout,HRP layout)
252039,Kushalnagar,28764,1,Kushalnagar-1(R.Gunda Rao, North Part of Baichanalli
252039,Kushalnagar,2518,2,Kushalnagar-2(Dr. B.R.Ambedkar Layout, Nijamuddin Layout)
252039,Kushalnagar,3380,3,Kushalnagar-3(Cauvery layout, Indira layout, rightwing of Aiyappaswamy temple road)
252039,Kushalnagar,3381,4,Kushal Nagar-4(Main Road of Dandinapete, left wing of Aiyappaswamy temple road)
252039,Kushalnagar,2519,5,Kushal nagar-5 (Dandinapete, Awabhi Layout, Shanthi Marg)
252039,Kushalnagar,2907,6,Kushalnagar-6(Bapuji layout,Town colony,Ratha beedhi)
252039,Kushalnagar,2908,7,Kushalnagar-7(Adhi shankaracharya layout,Vivekananda layout,Russel layout)
252039,Kushalnagar,2909,8,Kushalnagar-8(Kalamma Colony,Adarsha Dravida colony)
252039,Kushalnagar,3112,9,Kushalnagar-9(Netaji layout,Shailaja layout,Shringaramma layout)
251880,Kushtagi,27835,1,Kushtagi (TMC) - Ward No.1
251880,Kushtagi,27844,10,Kushtagi (TMC) - Ward No.10
251880,Kushtagi,27845,11,Kushtagi (TMC) - Ward No.11
251880,Kushtagi,27846,12,Kushtagi (TMC) - Ward No.12
251880,Kushtagi,27847,13,Kushtagi (TMC) - Ward No.13
251880,Kushtagi,27848,14,Kushtagi (TMC) - Ward No.14
251880,Kushtagi,27849,15,Kushtagi (TMC) - Ward No.15
251880,Kushtagi,923374,16,Kushtagi (TMC) - Ward No.16
251880,Kushtagi,923375,17,Kushtagi (TMC) - Ward No.17
251880,Kushtagi,923376,18,Kushtagi (TMC) - Ward No.18
251880,Kushtagi,923377,19,Kushtagi (TMC) - Ward No.19
251880,Kushtagi,27836,2,Kushtagi (TMC) - Ward No.2
251880,Kushtagi,923378,20,Kushtagi (TMC) - Ward No.20
251880,Kushtagi,923379,21,Kushtagi (TMC) - Ward No.21
251880,Kushtagi,923380,22,Kushtagi (TMC) - Ward No.22
251880,Kushtagi,923381,23,Kushtagi (TMC) - Ward No.23
251880,Kushtagi,27837,3,Kushtagi (TMC) - Ward No.3
251880,Kushtagi,27838,4,Kushtagi (TMC) - Ward No.4
251880,Kushtagi,27839,5,Kushtagi (TMC) - Ward No.5
251880,Kushtagi,27840,6,Kushtagi (TMC) - Ward No.6
251880,Kushtagi,27841,7,Kushtagi (TMC) - Ward No.7
251880,Kushtagi,27842,8,Kushtagi (TMC) - Ward No.8
251880,Kushtagi,27843,9,Kushtagi (TMC) - Ward No.9
251891,Lakshmeshwar,27999,1,Lakshmeshwar (TMC) - Ward No.1
251891,Lakshmeshwar,28008,10,Lakshmeshwar (TMC) - Ward No.10
251891,Lakshmeshwar,28009,11,Lakshmeshwar (TMC) - Ward No.11
251891,Lakshmeshwar,28010,12,Lakshmeshwar (TMC) - Ward No.12
251891,Lakshmeshwar,28011,13,Lakshmeshwar (TMC) - Ward No.13
251891,Lakshmeshwar,28012,14,Lakshmeshwar (TMC) - Ward No.14
251891,Lakshmeshwar,28013,15,Lakshmeshwar (TMC) - Ward No.15
251891,Lakshmeshwar,28014,16,Lakshmeshwar (TMC) - Ward No.16
251891,Lakshmeshwar,28015,17,Lakshmeshwar (TMC) - Ward No.17
251891,Lakshmeshwar,28016,18,Lakshmeshwar (TMC) - Ward No.18
251891,Lakshmeshwar,28017,19,Lakshmeshwar (TMC) - Ward No.19
251891,Lakshmeshwar,28000,2,Lakshmeshwar (TMC) - Ward No.2
251891,Lakshmeshwar,28018,20,Lakshmeshwar (TMC) - Ward No.20
251891,Lakshmeshwar,28019,21,Lakshmeshwar (TMC) - Ward No.21
251891,Lakshmeshwar,28020,22,Lakshmeshwar (TMC) - Ward No.22
251891,Lakshmeshwar,28021,23,Lakshmeshwar (TMC) - Ward No.23
251891,Lakshmeshwar,28001,3,Lakshmeshwar (TMC) - Ward No.3
251891,Lakshmeshwar,28002,4,Lakshmeshwar (TMC) - Ward No.4
251891,Lakshmeshwar,28003,5,Lakshmeshwar (TMC) - Ward No.5
251891,Lakshmeshwar,28004,6,Lakshmeshwar (TMC) - Ward No.6
251891,Lakshmeshwar,28005,7,Lakshmeshwar (TMC) - Ward No.7
251891,Lakshmeshwar,28006,8,Lakshmeshwar (TMC) - Ward No.8
251891,Lakshmeshwar,28007,9,Lakshmeshwar (TMC) - Ward No.9
251871,Lingsugur,27619,1,Lingsugur (TP) - Ward No.1
251871,Lingsugur,27628,10,Lingsugur (TP) - Ward No.10
251871,Lingsugur,27629,11,Lingsugur (TP) - Ward No.11
251871,Lingsugur,27630,12,Lingsugur (TP) - Ward No.12
251871,Lingsugur,27631,13,Lingsugur (TP) - Ward No.13
251871,Lingsugur,27632,14,Lingsugur (TP) - Ward No.14
251871,Lingsugur,27633,15,Lingsugur (TP) - Ward No.15
251871,Lingsugur,27634,16,Lingsugur (TP) - Ward No.16
251871,Lingsugur,27635,17,Lingsugur (TP) - Ward No.17
251871,Lingsugur,27636,18,Lingsugur (TP) - Ward No.18
251871,Lingsugur,27637,19,Lingsugur (TP) - Ward No.19
251871,Lingsugur,27620,2,Lingsugur (TP) - Ward No.2
